fold,arm,gamma,alpha,solver_obj,solver_bound,solver_gap,solve_time,feasible_model,c_fit_q90,V_tr,V_te,cap_broken,wl_broken_asrun,max_workload_te,Tn,viol_norm,max_ratio_norm,imbalance,X,robust_lhs_max,robust_ok,PoR_pct,G_pct,beta,T_s_train,instance,size,seed
0,gamma2,2.0,1.0,4697.0,,,4.412406921386719,True,2.8000491552355293,4697.0,2041.0,0.0,0.0,1181.0,1150.0,1.0,1.0269565217391303,1.1305762971472335,0.0059352862339651,2718.378117286749,True,-0.5504975651069236,-0.8897676717745922,,,syn_50sku_seed1003,50,1003
0,gamma4,4.0,1.0,4707.0,,,4.85572624206543,True,2.8000491552355293,4707.0,2020.0,0.0,0.0,1090.0,1150.0,0.0,0.9478260869565216,1.0434616121003255,0.0,2720.7457512254355,True,-0.33876773237349145,0.14829461196243204,,,syn_50sku_seed1003,50,1003
0,tight1.02,,,4867.0,,,4.915044069290161,True,2.8000491552355293,4867.0,2067.0,0.0,0.0,1102.0,1150.0,0.0,0.9582608695652174,1.054949262875742,0.0,,,3.048909591361423,-2.1749876421156698,1.02,2524.0,syn_50sku_seed1003,50,1003
0,gamma0,0.0,1.0,4856.0,,,2.6102564334869385,True,3.82240703478484,4856.0,2147.0,0.0,0.0,1247.0,1272.0,0.0,0.9803459119496856,1.078719723183391,0.0,2868.0,True,0.0,0.0,,,syn_50sku_seed1004,50,1004
0,gamma1,1.0,1.0,4871.0,,,3.90362811088562,True,3.82240703478484,4871.0,2146.0,0.0,0.0,1274.0,1272.0,1.0,1.001572327044025,1.102076124567474,0.0003460207612456,2980.474128995861,True,0.3088962108731466,0.04657661853749418,,,syn_50sku_seed1004,50,1004
0,gamma2,2.0,1.0,4911.0,,,4.346649646759033,True,3.82240703478484,4911.0,2174.0,0.0,0.0,1251.0,1272.0,0.0,0.983490566037736,1.0821799307958475,0.0,2983.2342819703576,True,1.1326194398682043,-1.2575687005123428,,,syn_50sku_seed1004,50,1004
0,gamma4,4.0,1.0,5412.0,,,4.414113998413086,True,3.82240703478484,5412.0,2364.0,0.0,0.0,1239.0,1272.0,0.0,0.9740566037735848,1.0717993079584776,0.0,2994.0259306906837,True,11.449752883031302,-10.107126222636236,,,syn_50sku_seed1004,50,1004
0,tight1.02,,,inf,1360.0,,200.22310400009155,False,3.82240703478484,,,,,,,,,,,,,,,1.02,2778.0,syn_50sku_seed1004,50,1004
0,gamma0,0.0,1.0,5050.0,,,2.5495030879974365,True,3.318748739514171,5050.0,2187.0,0.0,0.0,1216.0,1258.0,0.0,0.9666136724960256,1.0634948399510231,0.0,2890.0,True,0.0,0.0,,,syn_50sku_seed1005,50,1005
0,gamma1,1.0,1.0,5078.0,,,4.017720937728882,True,3.318748739514171,5078.0,2222.0,0.0,0.0,1249.0,1258.0,0.0,0.992845786963434,1.092356130837852,0.0,2899.393103785096,True,0.5544554455445545,-1.6003657978966621,,,syn_50sku_seed1005,50,1005
0,gamma2,2.0,1.0,5078.0,,,4.736855030059815,True,3.318748739514171,5078.0,2202.0,0.0,0.0,1257.0,1258.0,0.0,0.9992050874403816,1.0993528074164771,0.0,2887.528729096371,True,0.5544554455445545,-0.6858710562414266,,,syn_50sku_seed1005,50,1005
0,gamma4,4.0,1.0,5074.0,,,4.041495084762573,True,3.318748739514171,5074.0,2179.0,0.0,0.0,1175.0,1258.0,0.0,0.9340222575516692,1.0276368724855691,0.0,2904.772596194338,True,0.4752475247524752,0.36579789666209417,,,syn_50sku_seed1005,50,1005
0,tight1.02,,,5054.0,,,4.6464524269104,True,3.318748739514171,5054.0,2177.0,0.0,0.0,1167.0,1258.0,0.0,0.9276629570747218,1.0206401959069442,0.0,,,0.07920792079207921,0.45724737082761774,1.02,2695.0,syn_50sku_seed1005,50,1005
0,gamma0,0.0,1.0,4892.0,,,2.164731025695801,True,3.582350330077527,4892.0,2114.0,0.0,0.0,1183.0,1196.0,0.0,0.9891304347826086,1.088917525773196,0.0,2761.0,True,0.0,0.0,,,syn_50sku_seed1006,50,1006
0,gamma1,1.0,1.0,4893.0,,,4.39986515045166,True,3.582350330077527,4893.0,2115.0,0.0,0.0,1169.0,1196.0,0.0,0.9774247491638796,1.0760309278350515,0.0,2765.1542268503854,True,0.02044153720359771,-0.04730368968779565,,,syn_50sku_seed1006,50,1006
0,gamma2,2.0,1.0,4942.0,,,3.239917755126953,True,3.582350330077527,4942.0,2130.0,0.0,0.0,1209.0,1196.0,1.0,1.0108695652173914,1.1128497790868923,0.0023932253313696,2754.8999217021187,True,1.0220768601798855,-0.7568590350047304,,,syn_50sku_seed1006,50,1006
0,gamma4,4.0,1.0,4962.0,,,4.0897369384765625,True,3.582350330077527,4962.0,2169.0,0.0,0.0,1103.0,1196.0,0.0,0.9222408026755852,1.015279823269514,0.0,2779.6805978242187,True,1.4309076042518398,-2.601702932828761,,,syn_50sku_seed1006,50,1006
0,tight1.02,,,5037.0,,,4.01376748085022,True,3.582350330077527,5037.0,2163.0,0.0,0.0,1170.0,1196.0,0.0,0.9782608695652174,1.0769513991163475,0.0,,,2.9640228945216682,-2.3178807947019866,1.02,2579.0,syn_50sku_seed1006,50,1006
0,gamma0,0.0,1.0,5927.0,,,2.343721628189087,True,2.940926620126299,6271.0,2729.0,0.0,0.0,1598.0,1601.0,0.0,0.9981261711430356,1.0982817869415809,0.0,3673.0,True,0.0,0.0,,,syn_50sku_seed1007,50,1007
0,gamma1,1.0,1.0,5970.0,,,4.463207006454468,True,2.940926620126299,6302.0,2725.0,0.0,0.0,1541.0,1601.0,0.0,0.962523422860712,1.059106529209622,0.0,3693.842403363856,True,0.49433902088981024,0.14657383657017223,,,syn_50sku_seed1007,50,1007
0,gamma2,2.0,1.0,5954.0,,,4.195682525634766,True,2.940926620126299,6286.0,2743.0,0.0,0.0,1552.0,1601.0,0.0,0.9693941286695816,1.0666666666666669,0.0,3711.794518632234,True,0.23919630043055334,-0.5130084279956028,,,syn_50sku_seed1007,50,1007
0,gamma4,4.0,1.0,6047.0,,,3.794179916381836,True,2.940926620126299,6379.0,2753.0,0.0,0.0,1541.0,1601.0,0.0,0.962523422860712,1.059106529209622,0.0,3698.812294385486,True,1.722213363099984,-0.8794430194210333,,,syn_50sku_seed1007,50,1007
0,tight1.02,,,6057.0,,,5.004544019699097,True,2.940926620126299,6385.0,2756.0,0.0,0.0,1478.0,1601.0,0.0,0.9231730168644596,1.015807560137457,0.0,,,1.8178918832722053,-0.9893733968486625,1.02,3447.0,syn_50sku_seed1007,50,1007
0,gamma0,0.0,1.0,5608.0,,,2.371201515197754,True,3.288423095141699,5608.0,2433.0,0.0,0.0,1311.0,1387.0,0.0,0.9452054794520548,1.0398159898477155,0.0,3072.0,True,0.0,0.0,,,syn_50sku_seed1008,50,1008
0,gamma1,1.0,1.0,5641.0,,,4.837405681610107,True,3.288423095141699,5641.0,2474.0,0.0,0.0,1320.0,1387.0,0.0,0.9516943042537852,1.046954314720812,0.0,3149.481137987692,True,0.5884450784593438,-1.6851623510069873,,,syn_50sku_seed1008,50,1008
0,gamma2,2.0,1.0,5646.0,,,4.344829559326172,True,3.288423095141699,5646.0,2486.0,0.0,0.0,1370.0,1387.0,0.0,0.9877433309300648,1.0866116751269037,0.0,3176.5343507398225,True,0.6776034236804565,-2.1783806000822032,,,syn_50sku_seed1008,50,1008
0,gamma4,4.0,1.0,5706.0,,,4.831015110015869,True,3.288423095141699,5706.0,2487.0,0.0,0.0,1348.0,1387.0,0.0,0.9718817591925016,1.0691624365482233,0.0,3194.436743368686,True,1.7475035663338088,-2.219482120838471,,,syn_50sku_seed1008,50,1008
0,tight1.02,,,5649.0,,,4.579877138137817,True,3.288423095141699,5649.0,2492.0,0.0,0.0,1301.0,1387.0,0.0,0.9379956741167988,1.0318845177664977,0.0,,,0.7310984308131241,-2.424989724619811,1.02,2966.0,syn_50sku_seed1008,50,1008
0,gamma0,0.0,1.0,5450.0,,,2.208127737045288,True,3.2882729037679765,5450.0,2392.0,0.0,0.0,1348.0,1326.0,2.0,1.0165912518853697,1.1184865582475938,0.0038167938931297,3093.0,True,0.0,0.0,,,syn_50sku_seed1009,50,1009
0,gamma1,1.0,1.0,5424.0,,,3.898595809936523,True,3.2882729037679765,5424.0,2350.0,0.0,0.0,1235.0,1326.0,0.0,0.931372549019608,1.024726186525058,0.0,3049.017439868365,True,-0.47706422018348627,1.7558528428093645,,,syn_50sku_seed1009,50,1009
0,gamma2,2.0,1.0,5421.0,,,4.714327812194824,True,3.2882729037679765,5421.0,2360.0,0.0,0.0,1327.0,1326.0,1.0,1.0007541478129711,1.1010620643876536,0.0001659475605708,3107.6576433031214,True,-0.5321100917431193,1.3377926421404682,,,syn_50sku_seed1009,50,1009
0,gamma4,4.0,1.0,5555.0,,,4.448862314224243,True,3.2882729037679765,5555.0,2401.0,0.0,0.0,1241.0,1326.0,0.0,0.935897435897436,1.029704613342184,0.0,3100.564167665525,True,1.926605504587156,-0.3762541806020067,,,syn_50sku_seed1009,50,1009
0,tight1.02,,,5548.0,,,4.418436050415039,True,3.2882729037679765,5548.0,2399.0,0.0,0.0,1303.0,1326.0,0.0,0.9826546003016592,1.0811483571191502,0.0,,,1.798165137614679,-0.29264214046822745,1.02,2888.0,syn_50sku_seed1009,50,1009
0,gamma0,0.0,1.0,5627.0,,,2.2117695808410645,True,3.130560741562641,5627.0,2471.0,0.0,0.0,1454.0,1416.0,2.0,1.0268361581920904,1.1297591297591296,0.0079254079254079,3263.0,True,0.0,0.0,,,syn_50sku_seed1010,50,1010
0,gamma1,1.0,1.0,5621.0,,,4.8442702293396,True,3.130560741562641,5621.0,2472.0,0.0,0.0,1419.0,1416.0,1.0,1.0021186440677967,1.1025641025641026,0.0004662004662004,3251.621994801607,True,-0.10662875422072152,-0.04046944556859571,,,syn_50sku_seed1010,50,1010
0,gamma2,2.0,1.0,5592.0,,,4.578536987304688,True,3.130560741562641,5592.0,2507.0,0.0,0.0,1416.0,1416.0,0.0,1.0,1.1002331002331005,0.0,3282.6640706993867,True,-0.6220010662875423,-1.4569000404694457,,,syn_50sku_seed1010,50,1010
0,gamma4,4.0,1.0,5752.0,,,3.660773277282715,True,3.130560741562641,5752.0,2535.0,0.0,0.0,1337.0,1416.0,0.0,0.9442090395480226,1.0388500388500388,0.0,3276.3585277375714,True,2.221432379598365,-2.5900445163901256,,,syn_50sku_seed1010,50,1010
0,tight1.02,,,5716.0,,,4.480381488800049,True,3.130560741562641,5716.0,2518.0,0.0,0.0,1370.0,1416.0,0.0,0.9675141242937854,1.0644910644910646,0.0,,,1.5816598542740359,-1.9020639417239984,1.02,3044.0,syn_50sku_seed1010,50,1010
0,gamma0,0.0,1.0,4380.0,,,2.1388862133026123,True,2.8548099882057616,4380.0,1969.0,0.0,0.0,1144.0,1124.0,2.0,1.01779359430605,1.1198120595144871,0.0078308535630383,2529.0,True,0.0,0.0,,,syn_50sku_seed1011,50,1011
0,gamma1,1.0,1.0,4425.0,,,3.977092742919922,True,2.8548099882057616,4425.0,1960.0,0.0,0.0,1155.0,1124.0,1.0,1.0275800711743772,1.1305794831636649,0.0060689115113547,2525.284486531646,True,1.0273972602739727,0.4570848146267141,,,syn_50sku_seed1011,50,1011
0,gamma2,2.0,1.0,4446.0,,,3.561128616333008,True,2.8548099882057616,4446.0,2002.0,0.0,0.0,1086.0,1124.0,0.0,0.9661921708185054,1.063038371182459,0.0,2498.8076161406443,True,1.5068493150684932,-1.675977653631285,,,syn_50sku_seed1011,50,1011
0,gamma4,4.0,1.0,4447.0,,,3.469355583190918,True,2.8548099882057616,4447.0,1993.0,0.0,0.0,1097.0,1124.0,0.0,0.9759786476868328,1.0738057948316366,0.0,2529.5306307790024,True,1.5296803652968036,-1.2188928390045708,,,syn_50sku_seed1011,50,1011
0,tight1.02,,,4503.0,,,4.1704418659210205,True,2.8548099882057616,4503.0,1998.0,0.0,0.0,1108.0,1124.0,0.0,0.9857651245551602,1.0845732184808146,0.0,,,2.808219178082192,-1.472828847130523,1.02,2351.0,syn_50sku_seed1011,50,1011
0,gamma0,0.0,1.0,6752.0,,,2.54543399810791,True,2.981698559992195,6752.0,2989.0,0.0,0.0,1593.0,1627.0,0.0,0.9791026429010448,1.077079107505071,0.0,3741.0,True,0.0,0.0,,,syn_50sku_seed1012,50,1012
0,gamma1,1.0,1.0,6652.0,,,4.770137786865234,True,2.981698559992195,6652.0,2967.0,0.0,0.0,1603.0,1627.0,0.0,0.9852489244007376,1.083840432724814,0.0,3792.658457309391,True,-1.481042654028436,0.7360321177651389,,,syn_50sku_seed1012,50,1012
0,gamma2,2.0,1.0,6750.0,,,4.012881517410278,True,2.981698559992195,6750.0,2979.0,0.0,0.0,1586.0,1627.0,0.0,0.97480024585126,1.0723461798512508,0.0,3840.733263281511,True,-0.02962085308056872,0.33456005352960855,,,syn_50sku_seed1012,50,1012
0,gamma4,4.0,1.0,6824.0,,,4.252300024032593,True,2.981698559992195,6824.0,3002.0,0.0,0.0,1574.0,1627.0,0.0,0.9674247080516288,1.064232589587559,0.0,3841.502885960659,True,1.066350710900474,-0.4349280695884911,,,syn_50sku_seed1012,50,1012
0,tight1.02,,,7218.0,,,4.626282215118408,True,2.981698559992195,7218.0,3136.0,0.0,0.0,1576.0,1627.0,0.0,0.9686539643515673,1.0655848546315076,0.0,,,6.901658767772512,-4.918032786885246,1.02,3563.0,syn_50sku_seed1012,50,1012
