results_dir,shift_mode,tag,fold,k,rho,wl_broken,max_workload,cap_broken,N_train_visits,V_test_visits,coverage_kappa
iscf10kt_results_ms,structured,iscf10kt_r0f0,0,10,1.0,2,,0,7700,9243,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f0,0,1,2.0,2,,0,6924,8941,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f0,0,4,2.0,2,,0,7394,9213,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f0,0,6,2.0,1,,0,7421,8936,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f0,0,10,2.0,2,,0,7700,9267,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f0,0,1,3.0,2,,0,6924,8993,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f0,0,4,3.0,2,,0,7394,9294,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f0,0,6,3.0,1,,0,7421,8957,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f0,0,10,3.0,2,,0,7700,9292,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f0,0,1,4.0,2,,0,6924,8975,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f0,0,4,4.0,2,,0,7394,9261,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f0,0,6,4.0,1,,0,7421,8965,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f0,0,10,4.0,2,,0,7700,9328,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f1,1,1,0.0,1,,0,8315,5973,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f1,1,4,0.0,0,,0,8804,6310,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f1,1,6,0.0,0,,0,9029,6429,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f1,1,10,0.0,0,,0,8951,6422,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f1,1,1,0.5,1,,0,8315,6841,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f1,1,4,0.5,0,,0,8804,7205,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f1,1,6,0.5,0,,0,9029,7194,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f1,1,10,0.5,0,,0,8951,7202,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f1,1,1,1.0,1,,0,8315,7053,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f1,1,4,1.0,0,,0,8804,7401,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f1,1,6,1.0,0,,0,9029,7390,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f1,1,10,1.0,0,,0,8951,7406,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f1,1,1,2.0,1,,0,8315,7128,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f1,1,4,2.0,0,,0,8804,7477,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f1,1,6,2.0,0,,0,9029,7431,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f1,1,10,2.0,0,,0,8951,7516,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f1,1,1,3.0,1,,0,8315,7195,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f1,1,4,3.0,0,,0,8804,7522,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f1,1,6,3.0,0,,0,9029,7467,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f1,1,10,3.0,0,,0,8951,7518,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f1,1,1,4.0,1,,0,8315,7169,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f1,1,4,4.0,0,,0,8804,7482,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f1,1,6,4.0,0,,0,9029,7459,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f1,1,10,4.0,0,,0,8951,7522,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f2,2,1,0.0,0,,0,9683,4354,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f2,2,4,0.0,0,,0,10344,4697,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f2,2,6,0.0,0,,0,10457,4796,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f2,2,10,0.0,0,,0,10846,5031,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f2,2,1,0.5,0,,0,9683,5171,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f2,2,4,0.5,0,,0,10344,5467,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f2,2,6,0.5,0,,0,10457,5358,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f2,2,10,0.5,0,,0,10846,5529,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f2,2,1,1.0,0,,0,9683,5333,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f2,2,4,1.0,0,,0,10344,5605,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f2,2,6,1.0,0,,0,10457,5458,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f2,2,10,1.0,0,,0,10846,5665,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f2,2,1,2.0,0,,0,9683,5387,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f2,2,4,2.0,0,,0,10344,5672,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f2,2,6,2.0,0,,0,10457,5499,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f2,2,10,2.0,0,,0,10846,5666,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f2,2,1,3.0,0,,0,9683,5389,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f2,2,4,3.0,0,,0,10344,5716,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f2,2,6,3.0,0,,0,10457,5533,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f2,2,10,3.0,0,,0,10846,5665,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f2,2,1,4.0,0,,0,9683,5405,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f2,2,4,4.0,0,,0,10344,5655,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f2,2,6,4.0,0,,0,10457,5511,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f2,2,10,4.0,0,,0,10846,5678,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f3,3,1,0.0,0,,0,11109,2989,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f3,3,4,0.0,0,,0,11991,3277,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f3,3,6,0.0,0,,0,12060,3313,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f3,3,10,0.0,0,,0,12088,3283,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f3,3,1,0.5,0,,0,11109,3493,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f3,3,4,0.5,0,,0,11991,3719,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f3,3,6,0.5,0,,0,12060,3697,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f3,3,10,0.5,0,,0,12088,3693,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f3,3,1,1.0,0,,0,11109,3601,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f3,3,4,1.0,0,,0,11991,3815,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f3,3,6,1.0,0,,0,12060,3788,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f3,3,10,1.0,0,,0,12088,3764,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f3,3,1,2.0,0,,0,11109,3654,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f3,3,4,2.0,0,,0,11991,3879,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f3,3,6,2.0,0,,0,12060,3831,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f3,3,10,2.0,0,,0,12088,3761,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f3,3,1,3.0,0,,0,11109,3657,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f3,3,4,3.0,0,,0,11991,3872,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f3,3,6,3.0,0,,0,12060,3808,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f3,3,10,3.0,0,,0,12088,3799,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f3,3,1,4.0,0,,0,11109,3638,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f3,3,4,4.0,0,,0,11991,3878,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f3,3,6,4.0,0,,0,12060,3823,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f3,3,10,4.0,0,,0,12088,3764,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f4,4,1,0.0,0,,0,12634,1637,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f4,4,4,0.0,0,,0,13369,1669,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f4,4,6,0.0,0,,0,13466,1696,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f4,4,10,0.0,0,,0,13929,1756,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f4,4,1,0.5,0,,0,12634,1938,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f4,4,4,0.5,0,,0,13369,1873,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f4,4,6,0.5,0,,0,13466,1954,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f4,4,10,0.5,0,,0,13929,1952,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f4,4,1,1.0,0,,0,12634,1964,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f4,4,4,1.0,0,,0,13369,1870,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f4,4,6,1.0,0,,0,13466,1974,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f4,4,10,1.0,0,,0,13929,1968,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f4,4,1,2.0,0,,0,12634,1997,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f4,4,4,2.0,0,,0,13369,1886,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f4,4,6,2.0,0,,0,13466,1988,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f4,4,10,2.0,0,,0,13929,1976,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f4,4,1,3.0,0,,0,12634,2000,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f4,4,4,3.0,0,,0,13369,1884,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f4,4,6,3.0,0,,0,13466,1994,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f4,4,10,3.0,0,,0,13929,1989,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f4,4,1,4.0,0,,0,12634,2009,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f4,4,4,4.0,0,,0,13369,1916,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f4,4,6,4.0,0,,0,13466,2011,1.0
iscf10kt_results_ms,structured,iscf10kt_r0f4,4,10,4.0,0,,0,13929,1991,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f0,0,1,0.0,2,,0,6924,7516,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f0,0,4,0.0,2,,0,7394,8040,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f0,0,6,0.0,1,,0,7421,7831,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f0,0,10,0.0,2,,0,7700,8112,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f0,0,1,0.25,2,,0,6924,8362,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f0,0,4,0.25,2,,0,7394,8754,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f0,0,6,0.25,1,,0,7421,8566,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f0,0,10,0.25,2,,0,7700,8739,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f0,0,1,0.5,2,,0,6924,8852,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f0,0,4,0.5,2,,0,7394,9079,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f0,0,6,0.5,1,,0,7421,9056,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f0,0,10,0.5,2,,0,7700,9177,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f0,0,1,1.0,2,,0,6924,9280,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f0,0,4,1.0,2,,0,7394,9411,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f0,0,6,1.0,1,,0,7421,9354,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f0,0,10,1.0,2,,0,7700,9400,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f0,0,1,2.0,2,,0,6924,9573,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f0,0,4,2.0,2,,0,7394,9597,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f0,0,6,2.0,1,,0,7421,9560,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f0,0,10,2.0,2,,0,7700,9649,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f0,0,1,3.0,2,,0,6924,9609,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f0,0,4,3.0,2,,0,7394,9646,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f0,0,6,3.0,1,,0,7421,9614,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f0,0,10,3.0,2,,0,7700,9666,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f0,0,1,4.0,2,,0,6924,9694,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f0,0,4,4.0,2,,0,7394,9646,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f0,0,6,4.0,1,,0,7421,9637,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f0,0,10,4.0,2,,0,7700,9734,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f1,1,1,0.0,1,,0,8315,5973,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f1,1,4,0.0,0,,0,8804,6310,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f1,1,6,0.0,0,,0,9029,6429,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f1,1,10,0.0,0,,0,8951,6422,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f1,1,1,0.25,1,,0,8315,6656,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f1,1,4,0.25,0,,0,8804,6956,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f1,1,6,0.25,0,,0,9029,7002,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f1,1,10,0.25,0,,0,8951,7014,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f1,1,1,0.5,1,,0,8315,7038,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f1,1,4,0.5,0,,0,8804,7272,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f1,1,6,0.5,0,,0,9029,7277,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f1,1,10,0.5,0,,0,8951,7257,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f1,1,1,1.0,1,,0,8315,7392,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f1,1,4,1.0,0,,0,8804,7554,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f1,1,6,1.0,0,,0,9029,7565,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f1,1,10,1.0,0,,0,8951,7591,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f1,1,1,2.0,1,,0,8315,7586,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f1,1,4,2.0,0,,0,8804,7762,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f1,1,6,2.0,0,,0,9029,7669,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f1,1,10,2.0,0,,0,8951,7737,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f1,1,1,3.0,1,,0,8315,7598,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f1,1,4,3.0,0,,0,8804,7802,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f1,1,6,3.0,0,,0,9029,7748,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f1,1,10,3.0,0,,0,8951,7823,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f1,1,1,4.0,1,,0,8315,7717,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f1,1,4,4.0,0,,0,8804,7863,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f1,1,6,4.0,0,,0,9029,7773,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f1,1,10,4.0,0,,0,8951,7828,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f2,2,1,0.0,0,,0,9683,4354,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f2,2,4,0.0,0,,0,10344,4697,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f2,2,6,0.0,0,,0,10457,4796,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f2,2,10,0.0,0,,0,10846,5031,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f2,2,1,0.25,0,,0,9683,4933,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f2,2,4,0.25,0,,0,10344,5200,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f2,2,6,0.25,0,,0,10457,5246,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f2,2,10,0.25,0,,0,10846,5401,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f2,2,1,0.5,0,,0,9683,5298,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f2,2,4,0.5,0,,0,10344,5467,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f2,2,6,0.5,0,,0,10457,5516,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f2,2,10,0.5,0,,0,10846,5577,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f2,2,1,1.0,0,,0,9683,5603,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f2,2,4,1.0,0,,0,10344,5704,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f2,2,6,1.0,0,,0,10457,5700,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f2,2,10,1.0,0,,0,10846,5762,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f2,2,1,2.0,0,,0,9683,5795,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f2,2,4,2.0,0,,0,10344,5874,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f2,2,6,2.0,0,,0,10457,5865,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f2,2,10,2.0,0,,0,10846,5884,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f2,2,1,3.0,0,,0,9683,5810,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f2,2,4,3.0,0,,0,10344,5904,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f2,2,6,3.0,0,,0,10457,5865,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f2,2,10,3.0,0,,0,10846,5924,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f2,2,1,4.0,0,,0,9683,5842,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f2,2,4,4.0,0,,0,10344,5900,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f2,2,6,4.0,0,,0,10457,5857,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f2,2,10,4.0,0,,0,10846,5891,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f3,3,1,0.0,0,,0,11109,2989,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f3,3,4,0.0,0,,0,11991,3277,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f3,3,6,0.0,0,,0,12060,3313,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f3,3,10,0.0,0,,0,12088,3283,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f3,3,1,0.25,0,,0,11109,3362,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f3,3,4,0.25,0,,0,11991,3595,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f3,3,6,0.25,0,,0,12060,3622,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f3,3,10,0.25,0,,0,12088,3593,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f3,3,1,0.5,0,,0,11109,3601,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f3,3,4,0.5,0,,0,11991,3792,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f3,3,6,0.5,0,,0,12060,3801,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f3,3,10,0.5,0,,0,12088,3717,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f3,3,1,1.0,0,,0,11109,3772,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f3,3,4,1.0,0,,0,11991,3926,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f3,3,6,1.0,0,,0,12060,3933,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f3,3,10,1.0,0,,0,12088,3891,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f3,3,1,2.0,0,,0,11109,3911,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f3,3,4,2.0,0,,0,11991,4027,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f3,3,6,2.0,0,,0,12060,4037,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f3,3,10,2.0,0,,0,12088,3968,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f3,3,1,3.0,0,,0,11109,3930,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f3,3,4,3.0,0,,0,11991,4025,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f3,3,6,3.0,0,,0,12060,4040,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f3,3,10,3.0,0,,0,12088,3970,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f3,3,1,4.0,0,,0,11109,3933,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f3,3,4,4.0,0,,0,11991,4043,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f3,3,6,4.0,0,,0,12060,4044,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f3,3,10,4.0,0,,0,12088,4023,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f4,4,1,0.0,0,,0,12634,1637,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f4,4,4,0.0,0,,0,13369,1669,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f4,4,6,0.0,0,,0,13466,1696,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f4,4,10,0.0,0,,0,13929,1756,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f4,4,1,0.25,0,,0,12634,1891,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f4,4,4,0.25,0,,0,13369,1856,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f4,4,6,0.25,0,,0,13466,1886,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f4,4,10,0.25,0,,0,13929,1920,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f4,4,1,0.5,0,,0,12634,2007,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f4,4,4,0.5,0,,0,13369,1946,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f4,4,6,0.5,0,,0,13466,1995,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f4,4,10,0.5,0,,0,13929,1992,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f4,4,1,1.0,0,,0,12634,2095,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f4,4,4,1.0,0,,0,13369,2016,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f4,4,6,1.0,0,,0,13466,2041,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f4,4,10,1.0,0,,0,13929,2064,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f4,4,1,2.0,0,,0,12634,2151,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f4,4,4,2.0,0,,0,13369,2042,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f4,4,6,2.0,0,,0,13466,2072,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f4,4,10,2.0,0,,0,13929,2069,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f4,4,1,3.0,0,,0,12634,2136,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f4,4,4,3.0,0,,0,13369,2033,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f4,4,6,3.0,0,,0,13466,2069,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f4,4,10,3.0,0,,0,13929,2101,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f4,4,1,4.0,0,,0,12634,2165,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f4,4,4,4.0,0,,0,13369,2061,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f4,4,6,4.0,0,,0,13466,2096,1.0
iscf10kt_results_ms,unstructured,iscf10kt_r0f4,4,10,4.0,0,,0,13929,2093,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f0,0,1,0.0,2,,0,6841,7497,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f0,0,2,0.0,2,,0,6855,7479,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f0,0,3,0.0,1,,0,6994,7715,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f0,0,4,0.0,2,,0,7118,7838,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f0,0,6,0.0,1,,0,7576,8163,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f0,0,1,0.5,2,,0,6841,8616,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f0,0,2,0.5,2,,0,6855,8569,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f0,0,3,0.5,1,,0,6994,8754,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f0,0,4,0.5,2,,0,7118,8868,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f0,0,6,0.5,1,,0,7576,8945,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f0,0,1,1.0,2,,0,6841,8868,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f0,0,2,1.0,2,,0,6855,8810,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f0,0,3,1.0,1,,0,6994,9019,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f0,0,4,1.0,2,,0,7118,9092,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f0,0,6,1.0,1,,0,7576,9150,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f0,0,1,2.0,2,,0,6841,8978,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f0,0,2,2.0,2,,0,6855,8891,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f0,0,3,2.0,1,,0,6994,9094,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f0,0,4,2.0,2,,0,7118,9185,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f0,0,6,2.0,1,,0,7576,9210,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f1,1,1,0.0,1,,0,8126,5932,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f1,1,2,0.0,0,,0,8287,6057,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f1,1,3,0.0,0,,0,8514,6193,1.0
iscf10kt_results_shift,structured,iscf10kt_r0f1,1,4,0.0,1,,0,8677,6291,1.0
