train_coverage,dataset,tag,fold,role,arm,tcap_quantile,days_total,days_violated,share_days_violated,worst_day_ratio,worst_day,worst_station,station_days_violated,station_days_total,mean_daily_ratio,p95_daily_ratio,excess_fraction,test_date_min,test_date_max,drift
p95,berner,berner_daily,2,test,incumbent,p90,4,1,0.25,1.0314207650273224,2021-11-10,ST_01.12,1,96,0.808458422489373,1.021174863387978,1.0279211144454937e-06,2021-11-08,2021-11-12,
p95,berner,berner_daily,2,test,g0,p90,4,1,0.25,1.0413971539456663,2021-11-10,ST_01.09,3,96,0.8235584585818736,1.0229307715152949,0.0011247378726819,2021-11-08,2021-11-12,
p95,berner,berner_daily,2,test,g1,p90,4,1,0.25,1.050564555719195,2021-11-10,ST_01.08,1,96,0.8367794924507446,1.030130093274423,9.301843563349492e-05,2021-11-08,2021-11-12,
p95,berner,berner_daily,2,test,g2,p90,4,0,0.0,0.9936295835922933,2021-11-10,ST_01.11,0,96,0.7622537445503389,0.9722683436848334,0.0,2021-11-08,2021-11-12,
p95,berner,berner_daily,2,test,g4,p90,4,3,0.75,1.4263074484944536,2021-11-10,ST_01.E4,3,96,1.1767036450079242,1.4001584786053884,0.0302475056885045,2021-11-08,2021-11-12,
p95,berner,berner_daily,3,train,incumbent,max,51,0,0.0,1.0,2021-09-02,ST_01.E4,0,1224,0.7650581026688286,1.0,0.0,2021-11-15,2021-11-19,
p95,berner,berner_daily,3,train,g0,max,51,2,0.0392156862745098,1.4346153846153846,2021-10-29,ST_01.03,20,1224,0.8710813455306549,0.9994979919678716,0.006575699719472,2021-11-15,2021-11-19,
p95,berner,berner_daily,3,train,g1,max,51,2,0.0392156862745098,1.2571283095723014,2021-10-29,ST_01.09,11,1224,0.7819632690305115,0.9254518072289156,0.0017203875159928,2021-11-15,2021-11-19,
p95,berner,berner_daily,3,train,g2,max,51,2,0.0392156862745098,1.1843393148450243,2021-10-29,ST_01.11,9,1224,0.749117878331152,0.9029197080291972,0.0013900360276447,2021-11-15,2021-11-19,
p95,berner,berner_daily,3,train,g4,max,51,1,0.0196078431372549,1.2123217922606924,2021-10-29,ST_01.09,11,1224,0.7543750770509748,0.8825448613376834,0.0021026581672238,2021-11-15,2021-11-19,
p95,berner,berner_daily,3,train,incumbent,p95,51,17,0.3333333333333333,2.1951219512195124,2021-09-02,ST_01.E4,72,1224,0.9549239445751372,1.2695602971179971,0.0147512203433488,2021-11-15,2021-11-19,
p95,berner,berner_daily,3,train,g0,p95,51,35,0.6862745098039216,1.829121540312876,2021-10-29,ST_01.21,170,1224,1.1013247182628454,1.3837386018237083,0.0358055431824042,2021-11-15,2021-11-19,
p95,berner,berner_daily,3,train,g1,p95,51,24,0.4705882352941176,1.6179554390563564,2021-10-29,ST_01.09,85,1224,0.9836060780725636,1.1949088145896656,0.0118184920899658,2021-11-15,2021-11-19,
p95,berner,berner_daily,3,train,g2,p95,51,20,0.392156862745098,1.6550151975683889,2021-10-29,ST_01.11,68,1224,0.9674845027302468,1.239741641337386,0.009611230592432,2021-11-15,2021-11-19,
p95,berner,berner_daily,3,train,g4,p95,51,24,0.4705882352941176,1.635258358662614,2021-10-29,ST_01.11,82,1224,0.9841831736478092,1.2332826747720365,0.0110270045579702,2021-11-15,2021-11-19,
p95,berner,berner_daily,3,train,incumbent,p90,51,29,0.5686274509803921,4.53781512605042,2021-09-02,ST_01.E4,120,1224,1.1463818794563108,2.0672268907563027,0.0315758283265861,2021-11-15,2021-11-19,
p95,berner,berner_daily,3,train,g0,p90,51,40,0.7843137254901961,1.9919893190921227,2021-10-29,ST_01.03,260,1224,1.1891232928743305,1.4261298159725442,0.0621219833678512,2021-11-15,2021-11-19,
p95,berner,berner_daily,3,train,g1,p90,51,34,0.6666666666666666,1.816777041942605,2021-10-29,ST_01.09,158,1224,1.083938491466512,1.357536784164285,0.0268221743286006,2021-11-15,2021-11-19,
p95,berner,berner_daily,3,train,g2,p90,51,30,0.5882352941176471,1.6936236391912909,2021-10-29,ST_01.11,136,1224,1.0262257446322385,1.2990805964687584,0.0197994772175215,2021-11-15,2021-11-19,
p95,berner,berner_daily,3,train,g4,p90,51,31,0.6078431372549019,1.7520235467255334,2021-10-29,ST_01.09,149,1224,1.0436821928841271,1.2780852620986185,0.0254144421541992,2021-11-15,2021-11-19,
p95,berner,berner_daily,3,test,incumbent,max,5,0,0.0,0.9338731443994602,2021-11-16,ST_01.22,0,120,0.8146570801118816,0.9143977855925608,0.0,2021-11-15,2021-11-19,
p95,berner,berner_daily,3,test,g0,max,5,2,0.4,1.1705882352941177,2021-11-16,ST_01.30,3,120,0.9694260287140686,1.1460646841762536,0.0015398884887701,2021-11-15,2021-11-19,
p95,berner,berner_daily,3,test,g1,max,5,0,0.0,0.9413461538461538,2021-11-16,ST_01.03,0,120,0.80580761397462,0.922730690897697,0.0,2021-11-15,2021-11-19,
p95,berner,berner_daily,3,test,g2,max,5,0,0.0,0.9042958129418164,2021-11-16,ST_01.11,0,120,0.7948452062727884,0.8990570883096574,0.0,2021-11-15,2021-11-19,
p95,berner,berner_daily,3,test,g4,max,5,0,0.0,0.9047619047619048,2021-11-17,ST_01.21,0,120,0.8021172702058674,0.8967381538341341,0.0,2021-11-15,2021-11-19,
p95,berner,berner_daily,3,test,incumbent,p95,5,1,0.2,1.166947723440135,2021-11-16,ST_01.22,2,120,0.9899773838885846,1.1320766972706269,0.0001484410617611,2021-11-15,2021-11-19,
p95,berner,berner_daily,3,test,g0,p95,5,4,0.8,1.341756919374248,2021-11-17,ST_01.21,21,120,1.1918324027740586,1.34051962945913,0.0423820032854499,2021-11-15,2021-11-19,
p95,berner,berner_daily,3,test,g1,p95,5,2,0.4,1.160640189685833,2021-11-16,ST_01.03,7,120,1.0103332044230888,1.1468607756018774,0.0050176066281381,2021-11-15,2021-11-19,
p95,berner,berner_daily,3,test,g2,p95,5,3,0.6,1.263677811550152,2021-11-16,ST_01.11,4,120,1.0693147851530478,1.2419452887537996,0.0023040100387589,2021-11-15,2021-11-19,
p95,berner,berner_daily,3,test,g4,p95,5,3,0.6,1.2117930204572804,2021-11-17,ST_01.21,10,120,1.034155185455642,1.2013493099828456,0.0078535077956259,2021-11-15,2021-11-19,
p95,berner,berner_daily,3,test,incumbent,p90,5,4,0.8,1.2423698384201076,2021-11-16,ST_01.22,17,120,1.084908794242864,1.211645870736086,0.0013830517082573,2021-11-15,2021-11-19,
p95,berner,berner_daily,3,test,g0,p90,5,5,1.0,1.5669291338582678,2021-11-16,ST_01.30,37,120,1.2936531606938648,1.5298754012625746,0.0775742080866754,2021-11-15,2021-11-19,
p95,berner,berner_daily,3,test,g1,p90,5,4,0.8,1.3070761014686247,2021-11-16,ST_01.03,20,120,1.131758462292305,1.2908411607922656,0.0254607571158371,2021-11-15,2021-11-19,
p95,berner,berner_daily,3,test,g2,p90,5,4,0.8,1.2931570762052875,2021-11-16,ST_01.11,15,120,1.1135477682010433,1.2709175738724727,0.0099684671526572,2021-11-15,2021-11-19,
p95,berner,berner_daily,3,test,g4,p90,5,4,0.8,1.2478314745972738,2021-11-17,ST_01.21,22,120,1.0860995357158416,1.2355902185580678,0.0247978371272224,2021-11-15,2021-11-19,
p90,berner,berner_daily,0,train,incumbent,max,38,0,0.0,1.0,2021-09-01,ST_01.28,0,912,0.891970852090644,1.0,0.0,2021-10-25,2021-10-29,
p90,berner,berner_daily,0,train,g0,max,38,3,0.0789473684210526,1.2612244897959182,2021-09-15,ST_01.02,11,912,0.9506031135107992,1.0791947660562446,0.0026621442452067,2021-10-25,2021-10-29,
p90,berner,berner_daily,0,train,g1,max,38,2,0.0526315789473684,1.1418367346938776,2021-09-30,ST_01.02,5,912,0.8612462172113106,0.9918721109399076,0.0010314476936256,2021-10-25,2021-10-29,
p90,berner,berner_daily,0,train,g2,max,38,1,0.0263157894736842,1.0613763174209547,2021-09-29,ST_01.10,7,912,0.8634212020320975,0.9515821480107196,0.0003455645591632,2021-10-25,2021-10-29,
p90,berner,berner_daily,0,train,g4,max,38,3,0.0789473684210526,1.1231343283582091,2021-09-29,ST_01.03,6,912,0.8483796388192787,1.0382049177789476,0.0008352656089816,2021-10-25,2021-10-29,
p90,berner,berner_daily,0,train,incumbent,p95,38,18,0.4736842105263157,2.0274075464614234,2021-09-02,ST_01.E4,48,912,1.0137747371220898,1.2065245423735989,0.0116630148161323,2021-10-25,2021-10-29,
p90,berner,berner_daily,0,train,g0,p95,38,27,0.7105263157894737,1.959827294912709,2021-09-02,ST_01.E4,82,912,1.0800260126554444,1.383137490972239,0.0175122224442811,2021-10-25,2021-10-29,
p90,berner,berner_daily,0,train,g1,p95,38,15,0.3947368421052631,1.2158407630105743,2021-09-29,ST_01.07,41,912,0.962236362620044,1.0870585435175248,0.0028588547854978,2021-10-25,2021-10-29,
p90,berner,berner_daily,0,train,g2,p95,38,17,0.4473684210526316,1.2357887898365034,2021-09-29,ST_01.10,41,912,0.9628439443237063,1.0480440562096467,0.0034291239588293,2021-10-25,2021-10-29,
p90,berner,berner_daily,0,train,g4,p95,38,16,0.4210526315789473,1.2480600570253004,2021-09-29,ST_01.10,38,912,0.9606454207812076,1.1145900797191195,0.0026851247462001,2021-10-25,2021-10-29,
p90,berner,berner_daily,0,train,incumbent,p90,38,24,0.631578947368421,3.566710700132089,2021-09-02,ST_01.E4,96,912,1.1551150956274885,1.759247027741078,0.0276717166721947,2021-10-25,2021-10-29,
p90,berner,berner_daily,0,train,g0,p90,38,30,0.7894736842105263,3.44782034346102,2021-09-02,ST_01.E4,134,912,1.1947002925017636,1.6225549888064168,0.0341766335867567,2021-10-25,2021-10-29,
p90,berner,berner_daily,0,train,g1,p90,38,21,0.5526315789473685,1.293711776697506,2021-09-29,ST_01.24,89,912,1.0059115027668044,1.1385090376151197,0.0065783103666094,2021-10-25,2021-10-29,
p90,berner,berner_daily,0,train,g2,p90,38,32,0.8421052631578947,1.6380449141347375,2021-09-29,ST_01.E4,110,912,1.1806764008464006,1.5006605019815014,0.0360523946065521,2021-10-25,2021-10-29,
p90,berner,berner_daily,0,train,g4,p90,38,35,0.9210526315789472,1.7437252311756883,2021-09-29,ST_01.E4,119,912,1.269246343520891,1.620211360634077,0.0475889455438256,2021-10-25,2021-10-29,
p90,berner,berner_daily,0,test,incumbent,max,5,5,1.0,1.4396654719235364,2021-10-29,ST_01.08,49,120,1.2219014491190865,1.429439383908256,0.0492185749771142,2021-10-25,2021-10-29,
p90,berner,berner_daily,0,test,g0,max,5,4,0.8,1.7114882506527416,2021-10-29,ST_01.28,44,120,1.282162510519406,1.641671803529712,0.1077837051707338,2021-10-25,2021-10-29,
p90,berner,berner_daily,0,test,g1,max,5,4,0.8,1.4654135338345866,2021-10-29,ST_01.04,43,120,1.1297401929732758,1.412135466872309,0.0653058797779386,2021-10-25,2021-10-29,
p90,berner,berner_daily,0,test,g2,max,5,5,1.0,1.443097643097643,2021-10-29,ST_01.09,41,120,1.2306416942303724,1.4007467711945325,0.0607327392348401,2021-10-25,2021-10-29,
p90,berner,berner_daily,0,test,g4,max,5,4,0.8,1.3447136563876654,2021-10-29,ST_01.05,38,120,1.1325607434865803,1.3207048458149782,0.0458880332610314,2021-10-25,2021-10-29,
p90,berner,berner_daily,0,test,incumbent,p95,5,5,1.0,1.5078520928486516,2021-10-29,ST_01.08,65,120,1.3013403316069851,1.5046053143747131,0.0854576199861286,2021-10-25,2021-10-29,
p90,berner,berner_daily,0,test,g0,p95,5,4,0.8,1.9892269175328128,2021-10-29,ST_01.28,61,120,1.4253905418747344,1.88961631985516,0.1521068081611286,2021-10-25,2021-10-29,
p90,berner,berner_daily,0,test,g1,p95,5,4,0.8,1.603917211866848,2021-10-29,ST_01.04,57,120,1.2522622594756727,1.5485344531243177,0.102972905732591,2021-10-25,2021-10-29,
p90,berner,berner_daily,0,test,g2,p95,5,5,1.0,1.7007696639759715,2021-10-29,ST_01.E4,62,120,1.4007026822876771,1.6429510043176274,0.156651228248044,2021-10-25,2021-10-29,
p90,berner,berner_daily,0,test,g4,p95,5,4,0.8,1.693260747137226,2021-10-29,ST_01.E4,65,120,1.3740509948818729,1.653463487891872,0.1449020098352995,2021-10-25,2021-10-29,
p90,berner,berner_daily,0,test,incumbent,p90,5,5,1.0,1.5705717712914833,2021-10-29,ST_01.09,74,120,1.3538762028158122,1.565239286721572,0.1114654769541262,2021-10-25,2021-10-29,
p90,berner,berner_daily,0,test,g0,p90,5,5,1.0,2.1107712123651585,2021-10-29,ST_01.28,66,120,1.516421003755862,2.0076029746452293,0.178772727297258,2021-10-25,2021-10-29,
p90,berner,berner_daily,0,test,g1,p90,5,5,1.0,1.7155180001760406,2021-10-29,ST_01.04,69,120,1.4295839569925268,1.6577512561513996,0.1413686173568369,2021-10-25,2021-10-29,
p90,berner,berner_daily,0,test,g2,p90,5,5,1.0,2.9920739762219197,2021-10-29,ST_01.E4,70,120,2.2778384001994327,2.890356671070004,0.2445732702890933,2021-10-25,2021-10-29,
p90,berner,berner_daily,0,test,g4,p90,5,5,1.0,2.9788639365918006,2021-10-29,ST_01.E4,75,120,2.321003963011882,2.9088507265521706,0.2312910129237914,2021-10-25,2021-10-29,
p90,berner,berner_daily,1,train,incumbent,max,43,0,0.0,1.0,2021-09-02,ST_01.E4,0,1032,0.7992422912134942,1.0,0.0,2021-11-02,2021-11-05,
p90,berner,berner_daily,1,train,g0,max,43,4,0.0930232558139534,1.488235294117647,2021-10-29,ST_01.30,23,1032,0.9049285219188496,1.218002544529262,0.0080323571522534,2021-11-02,2021-11-05,
p90,berner,berner_daily,1,train,g1,max,43,2,0.0465116279069767,1.1908646003262642,2021-10-29,ST_01.11,12,1032,0.7815912322432944,0.9823805794831636,0.0017637791683152,2021-11-02,2021-11-05,
p90,berner,berner_daily,1,train,g2,max,43,1,0.0232558139534883,1.1736252545824848,2021-10-29,ST_01.09,12,1032,0.791267307196285,0.9484206254394136,0.0021031350876574,2021-11-02,2021-11-05,
p90,berner,berner_daily,1,train,g4,max,43,1,0.0232558139534883,1.165318957771788,2021-10-29,ST_01.21,10,1032,0.7924571146439983,0.9372132441203928,0.0013445833864231,2021-11-02,2021-11-05,
p90,berner,berner_daily,1,train,incumbent,p95,43,17,0.3953488372093023,2.0673813169984694,2021-09-02,ST_01.E4,72,1032,0.9757201536364676,1.273499188330444,0.0141667127142051,2021-11-02,2021-11-05,
p90,berner,berner_daily,1,train,g0,p95,43,31,0.7209302325581395,1.679946879150067,2021-10-29,ST_01.30,149,1032,1.1231676376834228,1.452290655339806,0.0324342200048059,2021-11-02,2021-11-05,
p90,berner,berner_daily,1,train,g1,p95,43,21,0.4883720930232558,1.662112932604736,2021-10-29,ST_01.11,66,1032,1.0138343051149894,1.205554487795503,0.0088046843571169,2021-11-02,2021-11-05,
p90,berner,berner_daily,1,train,g2,p95,43,20,0.4651162790697674,1.4867446859326487,2021-10-29,ST_01.21,73,1032,1.0146702057077377,1.2541742562234366,0.0111249374229661,2021-11-02,2021-11-05,
p90,berner,berner_daily,1,train,g4,p95,43,15,0.3488372093023256,1.548841652734655,2021-10-29,ST_01.21,61,1032,0.9676806926194416,1.165480662271723,0.0079755287329898,2021-11-02,2021-11-05,
p90,berner,berner_daily,1,train,incumbent,p90,43,28,0.6511627906976745,4.047976011994001,2021-09-02,ST_01.E4,120,1032,1.1620833219687443,1.9580209895052456,0.0323756889211532,2021-11-02,2021-11-05,
p90,berner,berner_daily,1,train,g0,p90,43,38,0.8837209302325582,2.57871064467766,2021-10-20,ST_01.E4,226,1032,1.2395867109529382,1.6170612046269468,0.0560616458733195,2021-11-02,2021-11-05,
p90,berner,berner_daily,1,train,g1,p90,43,29,0.6744186046511628,1.6997826761875192,2021-10-29,ST_01.11,124,1032,1.0591632112554163,1.2871947465626925,0.0177337731308025,2021-11-02,2021-11-05,
p90,berner,berner_daily,1,train,g2,p90,43,26,0.6046511627906976,1.618907149880601,2021-10-29,ST_01.09,128,1032,1.0698173274236409,1.3068922694815273,0.0222437670835626,2021-11-02,2021-11-05,
p90,berner,berner_daily,1,train,g4,p90,43,29,0.6744186046511628,1.814092953523237,2021-10-19,ST_01.E4,133,1032,1.075165350345921,1.2590366858956283,0.0220089516161918,2021-11-02,2021-11-05,
p90,berner,berner_daily,1,test,incumbent,max,4,0,0.0,0.711764705882353,2021-11-04,ST_01.30,0,96,0.602103140284864,0.6989024390243902,0.0,2021-11-02,2021-11-05,
p90,berner,berner_daily,1,test,g0,max,4,0,0.0,0.7949138638228056,2021-11-03,ST_01.02,0,96,0.702547040436132,0.783763037618657,0.0,2021-11-02,2021-11-05,
p90,berner,berner_daily,1,test,g1,max,4,0,0.0,0.6882690730106645,2021-11-03,ST_01.02,0,96,0.624557352903406,0.6826028360482832,0.0,2021-11-02,2021-11-05,
p90,berner,berner_daily,1,test,g2,max,4,0,0.0,0.6509615384615385,2021-11-04,ST_01.03,0,96,0.5949733331680624,0.6505494505494506,0.0,2021-11-02,2021-11-05,
p90,berner,berner_daily,1,test,g4,max,4,0,0.0,0.8056580565805658,2021-11-04,ST_01.28,0,96,0.6376584653495866,0.7818971249597647,0.0,2021-11-02,2021-11-05,
p90,berner,berner_daily,1,test,incumbent,p95,4,0,0.0,0.9044538442398607,2021-11-04,ST_01.26,0,96,0.7521368081068426,0.8828568058552477,0.0,2021-11-02,2021-11-05,
p90,berner,berner_daily,1,test,g0,p95,4,0,0.0,0.9577262956770958,2021-11-04,ST_01.21,0,96,0.8476242597385669,0.955872229374312,0.0,2021-11-02,2021-11-05,
p90,berner,berner_daily,1,test,g1,p95,4,0,0.0,0.9077109896782029,2021-11-03,ST_01.11,0,96,0.8292701092014112,0.9012414680475854,0.0,2021-11-02,2021-11-05,
p90,berner,berner_daily,1,test,g2,p95,4,0,0.0,0.8311440171960831,2021-11-03,ST_01.21,0,96,0.7331338376823141,0.8225162953160193,0.0,2021-11-02,2021-11-05,
p90,berner,berner_daily,1,test,g4,p95,4,0,0.0,0.8819173286656793,2021-11-04,ST_01.28,0,96,0.7520149214177029,0.8650931439999737,0.0,2021-11-02,2021-11-05,
p90,berner,berner_daily,1,test,incumbent,p90,4,0,0.0,0.9404915912031048,2021-11-04,ST_01.26,0,96,0.7953422491718658,0.9199900596071076,0.0,2021-11-02,2021-11-05,
p90,berner,berner_daily,1,test,g0,p90,4,1,0.25,1.0221518987341771,2021-11-03,ST_01.02,1,96,0.9192173297613204,1.0165815089129968,0.001287451949825,2021-11-02,2021-11-05,
p90,berner,berner_daily,1,test,g1,p90,4,0,0.0,0.9282831418814032,2021-11-03,ST_01.11,0,96,0.8556143330216891,0.9224231319109096,0.0,2021-11-02,2021-11-05,
p90,berner,berner_daily,1,test,g2,p90,4,0,0.0,0.8962139263966109,2021-11-04,ST_01.03,0,96,0.7954014926885431,0.8900058610185488,0.0,2021-11-02,2021-11-05,
p90,berner,berner_daily,1,test,g4,p90,4,1,0.25,1.0240775484677924,2021-11-04,ST_01.28,1,96,0.8256842784400418,0.9953076883495222,0.0001951249160013,2021-11-02,2021-11-05,
p90,berner,berner_daily,2,train,incumbent,max,47,0,0.0,1.0,2021-09-02,ST_01.E4,0,1128,0.7824644911344619,1.0,0.0,2021-11-08,2021-11-12,
p90,berner,berner_daily,2,train,g0,max,47,4,0.0851063829787234,1.4467871485943775,2021-10-29,ST_01.10,25,1128,0.9007701632990958,1.1581227758842472,0.0067616050165229,2021-11-08,2021-11-12,
p90,berner,berner_daily,2,train,g1,max,47,3,0.0638297872340425,1.2596585804132976,2021-10-29,ST_01.21,11,1128,0.7991406706340706,0.9779256660059996,0.00246169298125,2021-11-08,2021-11-12,
p90,berner,berner_daily,2,train,g2,max,47,1,0.0212765957446808,1.1678571428571427,2021-10-29,ST_01.05,11,1128,0.7890572538788944,0.9805400826425928,0.0020917979383798,2021-11-08,2021-11-12,
p90,berner,berner_daily,2,train,g4,max,47,3,0.0638297872340425,1.234215885947047,2021-10-29,ST_01.09,11,1128,0.7832818165408418,0.9701231583256889,0.0025396183795516,2021-11-08,2021-11-12,
p90,berner,berner_daily,2,train,incumbent,p95,47,17,0.3617021276595745,2.1293375394321776,2021-09-02,ST_01.E4,72,1128,0.9652211075268008,1.2743479779545128,0.0144639576906922,2021-11-08,2021-11-12,
p90,berner,berner_daily,2,train,g0,p95,47,33,0.7021276595744681,1.816462876591454,2021-10-29,ST_01.10,159,1128,1.117660504132235,1.441526227382195,0.0343230204448618,2021-11-08,2021-11-12,
p90,berner,berner_daily,2,train,g1,p95,47,25,0.5319148936170213,1.6806521217933352,2021-10-29,ST_01.21,81,1128,1.0194943501782858,1.2373574446771856,0.012033863773203,2021-11-08,2021-11-12,
p90,berner,berner_daily,2,train,g2,p95,47,19,0.4042553191489361,2.105678233438487,2021-09-02,ST_01.E4,75,1128,1.0086700572445315,1.302585232378982,0.0186801536506491,2021-11-08,2021-11-12,
p90,berner,berner_daily,2,train,g4,p95,47,26,0.5531914893617021,1.588348117957325,2021-10-29,ST_01.21,80,1128,0.990177643797431,1.1900255891549136,0.0124376834157286,2021-11-08,2021-11-12,
p90,berner,berner_daily,2,train,incumbent,p90,47,28,0.5957446808510638,4.278922345483361,2021-09-02,ST_01.E4,120,1128,1.1513928055175464,2.009508716323295,0.0319233711452667,2021-11-08,2021-11-12,
p90,berner,berner_daily,2,train,g0,p90,47,40,0.851063829787234,2.48811410459588,2021-10-19,ST_01.E4,239,1128,1.2366139120787454,1.6205649907516388,0.058709239639645,2021-11-08,2021-11-12,
p90,berner,berner_daily,2,train,g1,p90,47,32,0.6808510638297872,1.7295830249198128,2021-10-29,ST_01.21,152,1128,1.0766227297104305,1.4793977812995234,0.0274237990906652,2021-11-08,2021-11-12,
p90,berner,berner_daily,2,train,g2,p90,47,31,0.6595744680851063,4.231378763866879,2021-09-02,ST_01.E4,141,1128,1.1539316343744912,1.535520780014519,0.040143408711168,2021-11-08,2021-11-12,
p90,berner,berner_daily,2,train,g4,p90,47,31,0.6595744680851063,1.7432646592709986,2021-10-29,ST_01.E4,163,1128,1.0978822647248014,1.503961965134707,0.033904808912609,2021-11-08,2021-11-12,
p90,berner,berner_daily,2,test,incumbent,max,4,0,0.0,0.6926605504587156,2021-11-10,ST_01.12,0,96,0.5605330381976361,0.6857798165137614,0.0,2021-11-08,2021-11-12,
p90,berner,berner_daily,2,test,g0,max,4,0,0.0,0.8105781057810578,2021-11-10,ST_01.28,0,96,0.6473095145298526,0.7959233013166883,0.0,2021-11-08,2021-11-12,
p90,berner,berner_daily,2,test,g1,max,4,0,0.0,0.7260049220672683,2021-11-10,ST_01.02,0,96,0.6002496421893787,0.7168990976210008,0.0,2021-11-08,2021-11-12,
p90,berner,berner_daily,2,test,g2,max,4,0,0.0,0.6991071428571428,2021-11-10,ST_01.05,0,96,0.5744639271371199,0.6942410714285714,0.0,2021-11-08,2021-11-12,
p90,berner,berner_daily,2,test,g4,max,4,0,0.0,0.7525547445255474,2021-11-10,ST_01.04,0,96,0.5704575078206465,0.7361313868613137,0.0,2021-11-08,2021-11-12,
p90,berner,berner_daily,2,test,incumbent,p95,4,0,0.0,0.8516638465877051,2021-11-10,ST_01.12,0,96,0.711713992554539,0.8432036097010722,0.0,2021-11-08,2021-11-12,
p90,berner,berner_daily,2,test,g0,p95,4,1,0.25,1.00546780072904,2021-11-10,ST_01.11,1,96,0.7896411440209078,0.9830712759398812,3.996268410482733e-05,2021-11-08,2021-11-12,
p90,berner,berner_daily,2,test,g1,p95,4,0,0.0,0.8719211822660101,2021-11-10,ST_01.02,0,96,0.7242750555897033,0.8609852216748771,0.0,2021-11-08,2021-11-12,
p90,berner,berner_daily,2,test,g2,p95,4,0,0.0,0.9553462940461724,2021-11-10,ST_01.11,0,96,0.7528020494166019,0.9454655918476618,0.0,2021-11-08,2021-11-12,
p90,berner,berner_daily,2,test,g4,p95,4,0,0.0,0.8279742765273312,2021-11-10,ST_01.24,0,96,0.6705695560745286,0.8175119053747159,0.0,2021-11-08,2021-11-12,
p90,berner,berner_daily,2,test,incumbent,p90,4,1,0.25,1.0314207650273224,2021-11-10,ST_01.12,1,96,0.808458422489373,1.021174863387978,1.0279211144454937e-06,2021-11-08,2021-11-12,
p90,berner,berner_daily,2,test,g0,p90,4,1,0.25,1.0859565904844042,2021-11-10,ST_01.09,4,96,0.8695822563376836,1.0632219416907491,0.0017320073974267,2021-11-08,2021-11-12,
p90,berner,berner_daily,2,test,g1,p90,4,0,0.0,0.9355179704016914,2021-11-10,ST_01.02,0,96,0.7825232164309162,0.923784355179704,0.0,2021-11-08,2021-11-12,
p90,berner,berner_daily,2,test,g2,p90,4,0,0.0,0.9773151025481666,2021-11-10,ST_01.11,0,96,0.7801281789664122,0.9680235366478068,0.0,2021-11-08,2021-11-12,
p90,berner,berner_daily,2,test,g4,p90,4,3,0.75,1.180665610142631,2021-11-12,ST_01.E4,3,96,1.103407290015848,1.179477020602219,0.0165924721043888,2021-11-08,2021-11-12,
p90,berner,berner_daily,3,train,incumbent,max,51,0,0.0,1.0,2021-09-02,ST_01.E4,0,1224,0.7650581026688286,1.0,0.0,2021-11-15,2021-11-19,
p90,berner,berner_daily,3,train,g0,max,51,4,0.0784313725490196,1.3791554357592095,2021-10-29,ST_01.21,22,1224,0.866901768259219,1.1517413013211095,0.0055873940693781,2021-11-15,2021-11-19,
p90,berner,berner_daily,3,train,g1,max,51,1,0.0196078431372549,1.2464859437751006,2021-10-29,ST_01.10,11,1224,0.7580984135160296,0.9530239432659136,0.0022975737087229,2021-11-15,2021-11-19,
p90,berner,berner_daily,3,train,g2,max,51,2,0.0392156862745098,1.2278412180532898,2021-10-29,ST_01.11,10,1224,0.7748426442466183,0.9712062816654244,0.0018129796378123,2021-11-15,2021-11-19,
p90,berner,berner_daily,3,train,g4,max,51,3,0.0588235294117647,1.267123287671233,2021-10-29,ST_01.06,13,1224,0.7656537507315033,0.9913863822805578,0.0024264313603739,2021-11-15,2021-11-19,
p90,berner,berner_daily,3,train,incumbent,p95,51,17,0.3333333333333333,2.1951219512195124,2021-09-02,ST_01.E4,72,1224,0.9549239445751372,1.2695602971179971,0.0147512203433488,2021-11-15,2021-11-19,
p90,berner,berner_daily,3,train,g0,p95,51,35,0.6862745098039216,1.8471720818291213,2021-10-29,ST_01.21,142,1224,1.101587858634257,1.4015945827872431,0.0308787251926702,2021-11-15,2021-11-19,
p90,berner,berner_daily,3,train,g1,p95,51,26,0.5098039215686274,1.6329723225030084,2021-10-29,ST_01.21,84,1224,0.983953560644534,1.2096871239470517,0.0108283704245983,2021-11-15,2021-11-19,
p90,berner,berner_daily,3,train,g2,p95,51,27,0.5294117647058824,1.71580547112462,2021-10-29,ST_01.11,86,1224,1.0290292729960977,1.287613981762918,0.0112958810875917,2021-11-15,2021-11-19,
p90,berner,berner_daily,3,train,g4,p95,51,24,0.4705882352941176,2.2601626016260163,2021-09-02,ST_01.E4,81,1224,1.0165582546634997,1.2963525835866263,0.0178780343831619,2021-11-15,2021-11-19,
p90,berner,berner_daily,3,train,incumbent,p90,51,29,0.5686274509803921,4.53781512605042,2021-09-02,ST_01.E4,120,1224,1.1463818794563108,2.0672268907563027,0.0315758283265861,2021-11-15,2021-11-19,
p90,berner,berner_daily,3,train,g0,p90,51,43,0.8431372549019608,1.902106567534077,2021-10-29,ST_01.21,230,1224,1.201587468033473,1.6233076077117357,0.0522367558070321,2021-11-15,2021-11-19,
p90,berner,berner_daily,3,train,g1,p90,51,32,0.6274509803921569,1.7609929078014184,2021-10-29,ST_01.10,155,1224,1.0461159718753446,1.286697140141508,0.0204020670366014,2021-11-15,2021-11-19,
