family,fold,k,station,model,n_products,GammaCover,GammaCover_frac,GammaBind,GammaBind_frac,Wbar,Wn,T_s_stored,viol_asrun_flag,viol_norm_flag
iscf480-temporal,r0f3,2,GARE10,M3_empirical,60,inf,inf,1.0,0.016666666666666666,72837.0,159711.3392181589,72966.0,False,True
iscf480-temporal,r0f3,2,GARE11,M3_empirical,60,0.0,0.0,16.0,0.26666666666666666,67522.0,46028.055375842974,72966.0,False,False
iscf480-temporal,r0f4,1,GARE4,M1_prop,60,0.0,0.0,7.0,0.11666666666666667,57464.0,17065.057661917945,83965.0,False,False
iscf480-temporal,r0f4,1,GARE5,M1_prop,60,0.0,0.0,2.0,0.03333333333333333,68120.0,21875.488456922874,83965.0,False,False
iscf480-temporal,r0f4,1,GARE6,M1_prop,60,46.0,0.7666666666666667,1.0,0.016666666666666666,83935.0,199549.43914784407,83965.0,False,True
iscf480-temporal,r0f4,1,GARE7,M1_prop,60,3.0,0.05,1.0,0.016666666666666666,80009.0,106199.51062818579,83965.0,False,True
iscf480-temporal,r0f4,1,GARE8,M1_prop,60,0.0,0.0,2.0,0.03333333333333333,73642.0,27418.729976355404,83965.0,False,False
iscf480-temporal,r0f4,1,GARE9,M1_prop,60,0.0,0.0,1.0,0.016666666666666666,83154.0,77663.42568587147,83965.0,False,False
iscf480-temporal,r0f4,1,GARE10,M1_prop,60,2.0,0.03333333333333333,1.0,0.016666666666666666,80716.0,133777.8627425353,83965.0,False,True
iscf480-temporal,r0f4,1,GARE11,M1_prop,60,0.0,0.0,1.0,0.016666666666666666,83609.0,27099.485700367142,83965.0,False,False
iscf480-temporal,r0f4,1,GARE4,M2_sqrt,60,0.0,0.0,3.0,0.05,57464.0,17065.057661917945,83965.0,False,False
iscf480-temporal,r0f4,1,GARE5,M2_sqrt,60,0.0,0.0,2.0,0.03333333333333333,68120.0,21875.488456922874,83965.0,False,False
iscf480-temporal,r0f4,1,GARE6,M2_sqrt,60,9.0,0.15,1.0,0.016666666666666666,83935.0,199549.43914784407,83965.0,False,True
iscf480-temporal,r0f4,1,GARE7,M2_sqrt,60,2.0,0.03333333333333333,1.0,0.016666666666666666,80009.0,106199.51062818579,83965.0,False,True
iscf480-temporal,r0f4,1,GARE8,M2_sqrt,60,0.0,0.0,1.0,0.016666666666666666,73642.0,27418.729976355404,83965.0,False,False
iscf480-temporal,r0f4,1,GARE9,M2_sqrt,60,0.0,0.0,1.0,0.016666666666666666,83154.0,77663.42568587147,83965.0,False,False
iscf480-temporal,r0f4,1,GARE10,M2_sqrt,60,2.0,0.03333333333333333,1.0,0.016666666666666666,80716.0,133777.8627425353,83965.0,False,True
iscf480-temporal,r0f4,1,GARE11,M2_sqrt,60,0.0,0.0,1.0,0.016666666666666666,83609.0,27099.485700367142,83965.0,False,False
iscf480-temporal,r0f4,1,GARE4,M3_empirical,60,0.0,0.0,inf,inf,57464.0,17065.057661917945,83965.0,False,False
iscf480-temporal,r0f4,1,GARE5,M3_empirical,60,0.0,0.0,inf,inf,68120.0,21875.488456922874,83965.0,False,False
iscf480-temporal,r0f4,1,GARE6,M3_empirical,60,inf,inf,1.0,0.016666666666666666,83935.0,199549.43914784407,83965.0,False,True
iscf480-temporal,r0f4,1,GARE7,M3_empirical,60,inf,inf,2.0,0.03333333333333333,80009.0,106199.51062818579,83965.0,False,True
iscf480-temporal,r0f4,1,GARE8,M3_empirical,60,0.0,0.0,11.0,0.18333333333333332,73642.0,27418.729976355404,83965.0,False,False
iscf480-temporal,r0f4,1,GARE9,M3_empirical,60,0.0,0.0,1.0,0.016666666666666666,83154.0,77663.42568587147,83965.0,False,False
iscf480-temporal,r0f4,1,GARE10,M3_empirical,60,inf,inf,1.0,0.016666666666666666,80716.0,133777.8627425353,83965.0,False,True
iscf480-temporal,r0f4,1,GARE11,M3_empirical,60,0.0,0.0,1.0,0.016666666666666666,83609.0,27099.485700367142,83965.0,False,False
iscf480-temporal,r0f4,2,GARE4,M1_prop,60,0.0,0.0,4.0,0.06666666666666667,61901.0,19575.478559461997,83965.0,False,False
iscf480-temporal,r0f4,2,GARE5,M1_prop,60,0.0,0.0,1.0,0.016666666666666666,83633.0,30567.63942587598,83965.0,False,False
iscf480-temporal,r0f4,2,GARE6,M1_prop,60,0.0,0.0,1.0,0.016666666666666666,76215.0,32903.92708197189,83965.0,False,False
iscf480-temporal,r0f4,2,GARE7,M1_prop,60,11.0,0.18333333333333332,1.0,0.016666666666666666,80580.0,156836.00613096016,83965.0,False,True
iscf480-temporal,r0f4,2,GARE8,M1_prop,60,12.0,0.2,1.0,0.016666666666666666,83664.0,158004.1499590081,83965.0,False,True
iscf480-temporal,r0f4,2,GARE9,M1_prop,60,0.0,0.0,1.0,0.016666666666666666,80520.0,23021.865629789812,83965.0,False,False
iscf480-temporal,r0f4,2,GARE10,M1_prop,60,5.0,0.08333333333333333,1.0,0.016666666666666666,78225.0,121762.6690826135,83965.0,False,True
iscf480-temporal,r0f4,2,GARE11,M1_prop,60,1.0,0.016666666666666666,2.0,0.03333333333333333,65911.0,67977.26413031855,83965.0,False,False
iscf480-temporal,r0f4,2,GARE4,M2_sqrt,60,0.0,0.0,2.0,0.03333333333333333,61901.0,19575.478559461997,83965.0,False,False
iscf480-temporal,r0f4,2,GARE5,M2_sqrt,60,0.0,0.0,1.0,0.016666666666666666,83633.0,30567.63942587598,83965.0,False,False
iscf480-temporal,r0f4,2,GARE6,M2_sqrt,60,0.0,0.0,1.0,0.016666666666666666,76215.0,32903.92708197189,83965.0,False,False
iscf480-temporal,r0f4,2,GARE7,M2_sqrt,60,5.0,0.08333333333333333,1.0,0.016666666666666666,80580.0,156836.00613096016,83965.0,False,True
iscf480-temporal,r0f4,2,GARE8,M2_sqrt,60,5.0,0.08333333333333333,1.0,0.016666666666666666,83664.0,158004.1499590081,83965.0,False,True
iscf480-temporal,r0f4,2,GARE9,M2_sqrt,60,0.0,0.0,1.0,0.016666666666666666,80520.0,23021.865629789812,83965.0,False,False
iscf480-temporal,r0f4,2,GARE10,M2_sqrt,60,3.0,0.05,1.0,0.016666666666666666,78225.0,121762.6690826135,83965.0,False,True
iscf480-temporal,r0f4,2,GARE11,M2_sqrt,60,1.0,0.016666666666666666,1.0,0.016666666666666666,65911.0,67977.26413031855,83965.0,False,False
iscf480-temporal,r0f4,2,GARE4,M3_empirical,60,0.0,0.0,inf,inf,61901.0,19575.478559461997,83965.0,False,False
iscf480-temporal,r0f4,2,GARE5,M3_empirical,60,0.0,0.0,1.0,0.016666666666666666,83633.0,30567.63942587598,83965.0,False,False
iscf480-temporal,r0f4,2,GARE6,M3_empirical,60,0.0,0.0,15.0,0.25,76215.0,32903.92708197189,83965.0,False,False
iscf480-temporal,r0f4,2,GARE7,M3_empirical,60,inf,inf,1.0,0.016666666666666666,80580.0,156836.00613096016,83965.0,False,True
iscf480-temporal,r0f4,2,GARE8,M3_empirical,60,inf,inf,1.0,0.016666666666666666,83664.0,158004.1499590081,83965.0,False,True
iscf480-temporal,r0f4,2,GARE9,M3_empirical,60,0.0,0.0,4.0,0.06666666666666667,80520.0,23021.865629789812,83965.0,False,False
iscf480-temporal,r0f4,2,GARE10,M3_empirical,60,inf,inf,3.0,0.05,78225.0,121762.6690826135,83965.0,False,True
iscf480-temporal,r0f4,2,GARE11,M3_empirical,60,1.0,0.016666666666666666,inf,inf,65911.0,67977.26413031855,83965.0,False,False
iscf10kt-temporal,r0f0,1,GARE4,M1_prop,541,5.0,0.009242144177449169,1.0,0.0018484288354898336,1904.0,2432.1711185308845,1904.0,True,True
iscf10kt-temporal,r0f0,1,GARE5,M1_prop,541,19.0,0.03512014787430684,1.0,0.0018484288354898336,1893.0,2846.9689482470785,1904.0,True,True
iscf10kt-temporal,r0f0,1,GARE6,M1_prop,541,0.0,0.0,1.0,0.0018484288354898336,1867.0,1860.2353923205342,1904.0,False,False
iscf10kt-temporal,r0f0,1,GARE7,M1_prop,541,0.0,0.0,1.0,0.0018484288354898336,1896.0,1578.3115191986644,1904.0,False,False
iscf10kt-temporal,r0f0,1,GARE8,M1_prop,541,0.0,0.0,10.0,0.018484288354898338,1501.0,1258.2585976627713,1904.0,False,False
iscf10kt-temporal,r0f0,1,GARE9,M1_prop,541,0.0,0.0,35.0,0.06469500924214418,1318.0,894.2994991652755,1904.0,False,False
iscf10kt-temporal,r0f0,1,GARE10,M1_prop,541,0.0,0.0,10.0,0.018484288354898338,1561.0,1301.009348914858,1904.0,False,False
iscf10kt-temporal,r0f0,1,GARE11,M1_prop,541,0.0,0.0,1.0,0.0018484288354898336,1902.0,1670.7455759599331,1904.0,False,False
iscf10kt-temporal,r0f0,1,GARE4,M2_sqrt,541,16.0,0.029574861367837338,1.0,0.0018484288354898336,1904.0,2432.1711185308845,1904.0,True,True
iscf10kt-temporal,r0f0,1,GARE5,M2_sqrt,541,42.0,0.07763401109057301,1.0,0.0018484288354898336,1893.0,2846.9689482470785,1904.0,True,True
iscf10kt-temporal,r0f0,1,GARE6,M2_sqrt,541,0.0,0.0,1.0,0.0018484288354898336,1867.0,1860.2353923205342,1904.0,False,False
iscf10kt-temporal,r0f0,1,GARE7,M2_sqrt,541,0.0,0.0,1.0,0.0018484288354898336,1896.0,1578.3115191986644,1904.0,False,False
iscf10kt-temporal,r0f0,1,GARE8,M2_sqrt,541,0.0,0.0,16.0,0.029574861367837338,1501.0,1258.2585976627713,1904.0,False,False
iscf10kt-temporal,r0f0,1,GARE9,M2_sqrt,541,0.0,0.0,31.0,0.05730129390018484,1318.0,894.2994991652755,1904.0,False,False
iscf10kt-temporal,r0f0,1,GARE10,M2_sqrt,541,0.0,0.0,14.0,0.025878003696857672,1561.0,1301.009348914858,1904.0,False,False
iscf10kt-temporal,r0f0,1,GARE11,M2_sqrt,541,0.0,0.0,1.0,0.0018484288354898336,1902.0,1670.7455759599331,1904.0,False,False
iscf10kt-temporal,r0f0,1,GARE4,M3_empirical,541,16.0,0.029574861367837338,1.0,0.0018484288354898336,1904.0,2432.1711185308845,1904.0,True,True
iscf10kt-temporal,r0f0,1,GARE5,M3_empirical,541,82.0,0.15157116451016636,1.0,0.0018484288354898336,1893.0,2846.9689482470785,1904.0,True,True
iscf10kt-temporal,r0f0,1,GARE6,M3_empirical,541,0.0,0.0,1.0,0.0018484288354898336,1867.0,1860.2353923205342,1904.0,False,False
iscf10kt-temporal,r0f0,1,GARE7,M3_empirical,541,0.0,0.0,1.0,0.0018484288354898336,1896.0,1578.3115191986644,1904.0,False,False
iscf10kt-temporal,r0f0,1,GARE8,M3_empirical,541,0.0,0.0,30.0,0.05545286506469501,1501.0,1258.2585976627713,1904.0,False,False
iscf10kt-temporal,r0f0,1,GARE9,M3_empirical,541,0.0,0.0,88.0,0.16266173752310537,1318.0,894.2994991652755,1904.0,False,False
iscf10kt-temporal,r0f0,1,GARE10,M3_empirical,541,0.0,0.0,27.0,0.04990757855822551,1561.0,1301.009348914858,1904.0,False,False
iscf10kt-temporal,r0f0,1,GARE11,M3_empirical,541,0.0,0.0,1.0,0.0018484288354898336,1902.0,1670.7455759599331,1904.0,False,False
iscf10kt-temporal,r0f0,2,GARE4,M1_prop,541,0.0,0.0,5.0,0.009242144177449169,1653.0,1368.0240400667778,1904.0,False,False
iscf10kt-temporal,r0f0,2,GARE5,M1_prop,541,0.0,0.0,1.0,0.0018484288354898336,1901.0,1571.3789649415694,1904.0,False,False
iscf10kt-temporal,r0f0,2,GARE6,M1_prop,541,12.0,0.022181146025878003,1.0,0.0018484288354898336,1874.0,2792.663939899833,1904.0,True,True
iscf10kt-temporal,r0f0,2,GARE7,M1_prop,541,13.0,0.024029574861367836,1.0,0.0018484288354898336,1904.0,2644.769449081803,1904.0,True,True
iscf10kt-temporal,r0f0,2,GARE8,M1_prop,541,0.0,0.0,22.0,0.04066543438077634,1339.0,956.6924874791318,1904.0,False,False
iscf10kt-temporal,r0f0,2,GARE9,M1_prop,541,0.0,0.0,1.0,0.0018484288354898336,1896.0,1804.774958263773,1904.0,False,False
iscf10kt-temporal,r0f0,2,GARE10,M1_prop,541,0.0,0.0,36.0,0.066543438077634,1371.0,971.7130217028381,1904.0,False,False
iscf10kt-temporal,r0f0,2,GARE11,M1_prop,541,0.0,0.0,1.0,0.0018484288354898336,1904.0,1731.9831385642738,1904.0,False,False
iscf10kt-temporal,r0f0,2,GARE4,M2_sqrt,541,0.0,0.0,8.0,0.014787430683918669,1653.0,1368.0240400667778,1904.0,False,False
iscf10kt-temporal,r0f0,2,GARE5,M2_sqrt,541,0.0,0.0,1.0,0.0018484288354898336,1901.0,1571.3789649415694,1904.0,False,False
iscf10kt-temporal,r0f0,2,GARE6,M2_sqrt,541,36.0,0.066543438077634,1.0,0.0018484288354898336,1874.0,2792.663939899833,1904.0,True,True
iscf10kt-temporal,r0f0,2,GARE7,M2_sqrt,541,30.0,0.05545286506469501,1.0,0.0018484288354898336,1904.0,2644.769449081803,1904.0,True,True
iscf10kt-temporal,r0f0,2,GARE8,M2_sqrt,541,0.0,0.0,28.0,0.051756007393715345,1339.0,956.6924874791318,1904.0,False,False
iscf10kt-temporal,r0f0,2,GARE9,M2_sqrt,541,0.0,0.0,1.0,0.0018484288354898336,1896.0,1804.774958263773,1904.0,False,False
iscf10kt-temporal,r0f0,2,GARE10,M2_sqrt,541,0.0,0.0,29.0,0.053604436229205174,1371.0,971.7130217028381,1904.0,False,False
iscf10kt-temporal,r0f0,2,GARE11,M2_sqrt,541,0.0,0.0,1.0,0.0018484288354898336,1904.0,1731.9831385642738,1904.0,False,False
iscf10kt-temporal,r0f0,2,GARE4,M3_empirical,541,0.0,0.0,15.0,0.027726432532347505,1653.0,1368.0240400667778,1904.0,False,False
iscf10kt-temporal,r0f0,2,GARE5,M3_empirical,541,0.0,0.0,1.0,0.0018484288354898336,1901.0,1571.3789649415694,1904.0,False,False
iscf10kt-temporal,r0f0,2,GARE6,M3_empirical,541,54.0,0.09981515711645102,1.0,0.0018484288354898336,1874.0,2792.663939899833,1904.0,True,True
iscf10kt-temporal,r0f0,2,GARE7,M3_empirical,541,51.0,0.09426987060998152,1.0,0.0018484288354898336,1904.0,2644.769449081803,1904.0,True,True
iscf10kt-temporal,r0f0,2,GARE8,M3_empirical,541,0.0,0.0,73.0,0.13493530499075784,1339.0,956.6924874791318,1904.0,False,False
iscf10kt-temporal,r0f0,2,GARE9,M3_empirical,541,0.0,0.0,1.0,0.0018484288354898336,1896.0,1804.774958263773,1904.0,False,False
iscf10kt-temporal,r0f0,2,GARE10,M3_empirical,541,0.0,0.0,86.0,0.1589648798521257,1371.0,971.7130217028381,1904.0,False,False
iscf10kt-temporal,r0f0,2,GARE11,M3_empirical,541,0.0,0.0,1.0,0.0018484288354898336,1904.0,1731.9831385642738,1904.0,False,False
iscf10kt-temporal,r0f1,1,GARE4,M1_prop,541,0.0,0.0,1.0,0.0018484288354898336,2148.0,1833.9626129827445,2212.0,False,False
iscf10kt-temporal,r0f1,1,GARE5,M1_prop,541,8.0,0.014787430683918669,1.0,0.0018484288354898336,2212.0,3200.3473705834017,2212.0,False,True
iscf10kt-temporal,r0f1,1,GARE6,M1_prop,541,0.0,0.0,1.0,0.0018484288354898336,2209.0,1774.4827444535745,2212.0,False,False
iscf10kt-temporal,r0f1,1,GARE7,M1_prop,541,0.0,0.0,109.0,0.20147874306839186,1275.0,728.6283894823337,2212.0,False,False
iscf10kt-temporal,r0f1,1,GARE8,M1_prop,541,0.0,0.0,1.0,0.0018484288354898336,2212.0,1857.0936729663106,2212.0,False,False
iscf10kt-temporal,r0f1,1,GARE9,M1_prop,541,0.0,0.0,17.0,0.031423290203327174,1648.0,1237.5117091207887,2212.0,False,False
iscf10kt-temporal,r0f1,1,GARE10,M1_prop,541,0.0,0.0,1.0,0.0018484288354898336,2171.0,1715.0028759244042,2212.0,False,False
iscf10kt-temporal,r0f1,1,GARE11,M1_prop,541,27.0,0.04990757855822551,1.0,0.0018484288354898336,2211.0,3738.970624486442,2212.0,True,True
iscf10kt-temporal,r0f1,1,GARE4,M2_sqrt,541,0.0,0.0,2.0,0.0036968576709796672,2148.0,1833.9626129827445,2212.0,False,False
iscf10kt-temporal,r0f1,1,GARE5,M2_sqrt,541,28.0,0.051756007393715345,1.0,0.0018484288354898336,2212.0,3200.3473705834017,2212.0,False,True
iscf10kt-temporal,r0f1,1,GARE6,M2_sqrt,541,0.0,0.0,1.0,0.0018484288354898336,2209.0,1774.4827444535745,2212.0,False,False
iscf10kt-temporal,r0f1,1,GARE7,M2_sqrt,541,0.0,0.0,52.0,0.09611829944547134,1275.0,728.6283894823337,2212.0,False,False
iscf10kt-temporal,r0f1,1,GARE8,M2_sqrt,541,0.0,0.0,1.0,0.0018484288354898336,2212.0,1857.0936729663106,2212.0,False,False
iscf10kt-temporal,r0f1,1,GARE9,M2_sqrt,541,0.0,0.0,19.0,0.03512014787430684,1648.0,1237.5117091207887,2212.0,False,False
iscf10kt-temporal,r0f1,1,GARE10,M2_sqrt,541,0.0,0.0,1.0,0.0018484288354898336,2171.0,1715.0028759244042,2212.0,False,False
iscf10kt-temporal,r0f1,1,GARE11,M2_sqrt,541,54.0,0.09981515711645102,1.0,0.0018484288354898336,2211.0,3738.970624486442,2212.0,True,True
iscf10kt-temporal,r0f1,1,GARE4,M3_empirical,541,0.0,0.0,2.0,0.0036968576709796672,2148.0,1833.9626129827445,2212.0,False,False
iscf10kt-temporal,r0f1,1,GARE5,M3_empirical,541,73.0,0.13493530499075784,1.0,0.0018484288354898336,2212.0,3200.3473705834017,2212.0,False,True
iscf10kt-temporal,r0f1,1,GARE6,M3_empirical,541,0.0,0.0,1.0,0.0018484288354898336,2209.0,1774.4827444535745,2212.0,False,False
iscf10kt-temporal,r0f1,1,GARE7,M3_empirical,541,0.0,0.0,244.0,0.4510166358595194,1275.0,728.6283894823337,2212.0,False,False
iscf10kt-temporal,r0f1,1,GARE8,M3_empirical,541,0.0,0.0,1.0,0.0018484288354898336,2212.0,1857.0936729663106,2212.0,False,False
iscf10kt-temporal,r0f1,1,GARE9,M3_empirical,541,0.0,0.0,64.0,0.11829944547134935,1648.0,1237.5117091207887,2212.0,False,False
iscf10kt-temporal,r0f1,1,GARE10,M3_empirical,541,0.0,0.0,1.0,0.0018484288354898336,2171.0,1715.0028759244042,2212.0,False,False
iscf10kt-temporal,r0f1,1,GARE11,M3_empirical,541,217.0,0.4011090573012939,1.0,0.0018484288354898336,2211.0,3738.970624486442,2212.0,True,True
iscf10kt-temporal,r0f1,2,GARE4,M1_prop,541,0.0,0.0,2.0,0.0036968576709796672,2093.0,1610.9131059983565,2212.0,False,False
iscf10kt-temporal,r0f1,2,GARE5,M1_prop,541,0.0,0.0,101.0,0.1866913123844732,1264.0,920.2857436318817,2212.0,False,False
iscf10kt-temporal,r0f1,2,GARE6,M1_prop,541,0.0,0.0,1.0,0.0018484288354898336,2135.0,1556.3898931799506,2212.0,False,False
iscf10kt-temporal,r0f1,2,GARE7,M1_prop,541,5.0,0.009242144177449169,1.0,0.0018484288354898336,2160.0,2926.0790879211177,2212.0,False,True
iscf10kt-temporal,r0f1,2,GARE8,M1_prop,541,0.0,0.0,1.0,0.0018484288354898336,2211.0,2063.620994248151,2212.0,False,False
iscf10kt-temporal,r0f1,2,GARE9,M1_prop,541,19.0,0.03512014787430684,1.0,0.0018484288354898336,2140.0,3388.7002875924404,2212.0,False,True
iscf10kt-temporal,r0f1,2,GARE10,M1_prop,541,0.0,0.0,1.0,0.0018484288354898336,2187.0,1695.1762530813476,2212.0,False,False
iscf10kt-temporal,r0f1,2,GARE11,M1_prop,541,1.0,0.0018484288354898336,2.0,0.0036968576709796672,1896.0,1924.8346343467542,2212.0,False,False
iscf10kt-temporal,r0f1,2,GARE4,M2_sqrt,541,0.0,0.0,3.0,0.005545286506469501,2093.0,1610.9131059983565,2212.0,False,False
iscf10kt-temporal,r0f1,2,GARE5,M2_sqrt,541,0.0,0.0,50.0,0.09242144177449169,1264.0,920.2857436318817,2212.0,False,False
iscf10kt-temporal,r0f1,2,GARE6,M2_sqrt,541,0.0,0.0,2.0,0.0036968576709796672,2135.0,1556.3898931799506,2212.0,False,False
iscf10kt-temporal,r0f1,2,GARE7,M2_sqrt,541,21.0,0.038817005545286505,1.0,0.0018484288354898336,2160.0,2926.0790879211177,2212.0,False,True
iscf10kt-temporal,r0f1,2,GARE8,M2_sqrt,541,0.0,0.0,1.0,0.0018484288354898336,2211.0,2063.620994248151,2212.0,False,False
iscf10kt-temporal,r0f1,2,GARE9,M2_sqrt,541,42.0,0.07763401109057301,1.0,0.0018484288354898336,2140.0,3388.7002875924404,2212.0,False,True
iscf10kt-temporal,r0f1,2,GARE10,M2_sqrt,541,0.0,0.0,1.0,0.0018484288354898336,2187.0,1695.1762530813476,2212.0,False,False
iscf10kt-temporal,r0f1,2,GARE11,M2_sqrt,541,1.0,0.0018484288354898336,7.0,0.012939001848428836,1896.0,1924.8346343467542,2212.0,False,False
iscf10kt-temporal,r0f1,2,GARE4,M3_empirical,541,0.0,0.0,6.0,0.011090573012939002,2093.0,1610.9131059983565,2212.0,False,False
iscf10kt-temporal,r0f1,2,GARE5,M3_empirical,541,0.0,0.0,224.0,0.41404805914972276,1264.0,920.2857436318817,2212.0,False,False
iscf10kt-temporal,r0f1,2,GARE6,M3_empirical,541,0.0,0.0,2.0,0.0036968576709796672,2135.0,1556.3898931799506,2212.0,False,False
iscf10kt-temporal,r0f1,2,GARE7,M3_empirical,541,52.0,0.09611829944547134,1.0,0.0018484288354898336,2160.0,2926.0790879211177,2212.0,False,True
iscf10kt-temporal,r0f1,2,GARE8,M3_empirical,541,0.0,0.0,1.0,0.0018484288354898336,2211.0,2063.620994248151,2212.0,False,False
iscf10kt-temporal,r0f1,2,GARE9,M3_empirical,541,144.0,0.266173752310536,1.0,0.0018484288354898336,2140.0,3388.7002875924404,2212.0,False,True
iscf10kt-temporal,r0f1,2,GARE10,M3_empirical,541,0.0,0.0,1.0,0.0018484288354898336,2187.0,1695.1762530813476,2212.0,False,False
iscf10kt-temporal,r0f1,2,GARE11,M3_empirical,541,1.0,0.0018484288354898336,11.0,0.02033271719038817,1896.0,1924.8346343467542,2212.0,False,False
iscf10kt-temporal,r0f2,1,GARE4,M1_prop,541,0.0,0.0,1.0,0.0018484288354898336,2523.0,2047.1310901749662,2529.0,False,False
iscf10kt-temporal,r0f2,1,GARE5,M1_prop,541,0.0,0.0,1.0,0.0018484288354898336,2522.0,1690.6777927321668,2529.0,False,False
iscf10kt-temporal,r0f2,1,GARE6,M1_prop,541,0.0,0.0,3.0,0.005545286506469501,2206.0,2128.8183041722746,2529.0,False,False
iscf10kt-temporal,r0f2,1,GARE7,M1_prop,541,95.0,0.1756007393715342,1.0,0.0018484288354898336,2526.0,5433.437415881561,2529.0,False,True
iscf10kt-temporal,r0f2,1,GARE8,M1_prop,541,0.0,0.0,1.0,0.0018484288354898336,2330.0,1750.0866756393,2529.0,False,False
iscf10kt-temporal,r0f2,1,GARE9,M1_prop,541,0.0,0.0,91.0,0.16820702402957485,1393.0,1017.3771197846568,2529.0,False,False
iscf10kt-temporal,r0f2,1,GARE10,M1_prop,541,0.0,0.0,1.0,0.0018484288354898336,2375.0,2346.650874831763,2529.0,False,False
iscf10kt-temporal,r0f2,1,GARE11,M1_prop,541,0.0,0.0,1.0,0.0018484288354898336,2517.0,1977.8207267833106,2529.0,False,False
iscf10kt-temporal,r0f2,1,GARE4,M2_sqrt,541,0.0,0.0,1.0,0.0018484288354898336,2523.0,2047.1310901749662,2529.0,False,False
iscf10kt-temporal,r0f2,1,GARE5,M2_sqrt,541,0.0,0.0,1.0,0.0018484288354898336,2522.0,1690.6777927321668,2529.0,False,False
iscf10kt-temporal,r0f2,1,GARE6,M2_sqrt,541,0.0,0.0,5.0,0.009242144177449169,2206.0,2128.8183041722746,2529.0,False,False
iscf10kt-temporal,r0f2,1,GARE7,M2_sqrt,541,81.0,0.14972273567467653,1.0,0.0018484288354898336,2526.0,5433.437415881561,2529.0,False,True
iscf10kt-temporal,r0f2,1,GARE8,M2_sqrt,541,0.0,0.0,2.0,0.0036968576709796672,2330.0,1750.0866756393,2529.0,False,False
iscf10kt-temporal,r0f2,1,GARE9,M2_sqrt,541,0.0,0.0,34.0,0.06284658040665435,1393.0,1017.3771197846568,2529.0,False,False
iscf10kt-temporal,r0f2,1,GARE10,M2_sqrt,541,0.0,0.0,2.0,0.0036968576709796672,2375.0,2346.650874831763,2529.0,False,False
iscf10kt-temporal,r0f2,1,GARE11,M2_sqrt,541,0.0,0.0,1.0,0.0018484288354898336,2517.0,1977.8207267833106,2529.0,False,False
iscf10kt-temporal,r0f2,1,GARE4,M3_empirical,541,0.0,0.0,1.0,0.0018484288354898336,2523.0,2047.1310901749662,2529.0,False,False
iscf10kt-temporal,r0f2,1,GARE5,M3_empirical,541,0.0,0.0,1.0,0.0018484288354898336,2522.0,1690.6777927321668,2529.0,False,False
iscf10kt-temporal,r0f2,1,GARE6,M3_empirical,541,0.0,0.0,12.0,0.022181146025878003,2206.0,2128.8183041722746,2529.0,False,False
iscf10kt-temporal,r0f2,1,GARE7,M3_empirical,541,inf,inf,1.0,0.0018484288354898336,2526.0,5433.437415881561,2529.0,False,True
iscf10kt-temporal,r0f2,1,GARE8,M3_empirical,541,0.0,0.0,3.0,0.005545286506469501,2330.0,1750.0866756393,2529.0,False,False
iscf10kt-temporal,r0f2,1,GARE9,M3_empirical,541,0.0,0.0,280.0,0.5175600739371534,1393.0,1017.3771197846568,2529.0,False,False
iscf10kt-temporal,r0f2,1,GARE10,M3_empirical,541,0.0,0.0,3.0,0.005545286506469501,2375.0,2346.650874831763,2529.0,False,False
iscf10kt-temporal,r0f2,1,GARE11,M3_empirical,541,0.0,0.0,1.0,0.0018484288354898336,2517.0,1977.8207267833106,2529.0,False,False
iscf10kt-temporal,r0f2,2,GARE4,M1_prop,541,0.0,0.0,2.0,0.0036968576709796672,2281.0,1698.1039030955585,2529.0,False,False
iscf10kt-temporal,r0f2,2,GARE5,M1_prop,541,0.0,0.0,1.0,0.0018484288354898336,2446.0,2418.436608344549,2529.0,False,False
iscf10kt-temporal,r0f2,2,GARE6,M1_prop,541,0.0,0.0,1.0,0.0018484288354898336,2523.0,1797.1187079407805,2529.0,False,False
iscf10kt-temporal,r0f2,2,GARE7,M1_prop,541,0.0,0.0,14.0,0.025878003696857672,1923.0,1225.3082099596231,2529.0,False,False
iscf10kt-temporal,r0f2,2,GARE8,M1_prop,541,4.0,0.0073937153419593345,1.0,0.0018484288354898336,2495.0,3463.0427994616416,2529.0,False,True
iscf10kt-temporal,r0f2,2,GARE9,M1_prop,541,0.0,0.0,3.0,0.005545286506469501,2285.0,1584.2368775235532,2529.0,False,False
iscf10kt-temporal,r0f2,2,GARE10,M1_prop,541,1.0,0.0018484288354898336,4.0,0.0073937153419593345,1923.0,2007.5251682368773,2529.0,False,False
iscf10kt-temporal,r0f2,2,GARE11,M1_prop,541,25.0,0.04621072088724584,1.0,0.0018484288354898336,2516.0,4198.227725437416,2529.0,False,True
iscf10kt-temporal,r0f2,2,GARE4,M2_sqrt,541,0.0,0.0,3.0,0.005545286506469501,2281.0,1698.1039030955585,2529.0,False,False
iscf10kt-temporal,r0f2,2,GARE5,M2_sqrt,541,0.0,0.0,1.0,0.0018484288354898336,2446.0,2418.436608344549,2529.0,False,False
iscf10kt-temporal,r0f2,2,GARE6,M2_sqrt,541,0.0,0.0,1.0,0.0018484288354898336,2523.0,1797.1187079407805,2529.0,False,False
iscf10kt-temporal,r0f2,2,GARE7,M2_sqrt,541,0.0,0.0,12.0,0.022181146025878003,1923.0,1225.3082099596231,2529.0,False,False
