variant,fold,k,station,W_tr,W_te,T_s_stored,Tn,ratio_asrun,ratio_norm,share,viol_asrun_flag,viol_norm_flag,train_viol_flag
t500,1,6,GARE8,120.0,589.0,184.0,1339,3.2011,0.4399,0.0605,1,0,0
t500,1,6,GARE9,184.0,1385.0,184.0,1339,7.5272,1.0344,0.14226,1,1,0
t500,1,6,GARE10,171.0,1012.0,184.0,1339,5.5,0.7558,0.10394,1,0,0
t500,1,6,GARE11,160.0,978.0,184.0,1339,5.3152,0.7304,0.10045,1,0,0
t500,2,1,GARE4,119.0,726.0,189.0,1022,3.8413,0.7104,0.09771,1,0,0
t500,2,1,GARE5,156.0,584.0,189.0,1022,3.0899,0.5714,0.0786,1,0,0
t500,2,1,GARE6,188.0,655.0,189.0,1022,3.4656,0.6409,0.08816,1,0,0
t500,2,1,GARE7,186.0,2347.0,189.0,1022,12.418,2.2965,0.31588,1,1,0
t500,2,1,GARE8,183.0,964.0,189.0,1022,5.1005,0.9432,0.12974,1,0,0
t500,2,1,GARE9,188.0,704.0,189.0,1022,3.7249,0.6888,0.09475,1,0,0
t500,2,1,GARE10,184.0,591.0,189.0,1022,3.127,0.5783,0.07954,1,0,0
t500,2,1,GARE11,169.0,859.0,189.0,1022,4.545,0.8405,0.11561,1,0,0
t500,2,2,GARE4,144.0,480.0,189.0,1022,2.5397,0.4697,0.0646,1,0,0
t500,2,2,GARE5,187.0,1071.0,189.0,1022,5.6667,1.0479,0.14415,1,1,0
t500,2,2,GARE6,127.0,570.0,189.0,1022,3.0159,0.5577,0.07672,1,0,0
t500,2,2,GARE7,178.0,602.0,189.0,1022,3.1852,0.589,0.08102,1,0,0
t500,2,2,GARE8,184.0,621.0,189.0,1022,3.2857,0.6076,0.08358,1,0,0
t500,2,2,GARE9,189.0,1299.0,189.0,1022,6.873,1.271,0.17483,1,1,0
t500,2,2,GARE10,179.0,2075.0,189.0,1022,10.9788,2.0303,0.27927,1,1,0
t500,2,2,GARE11,185.0,712.0,189.0,1022,3.7672,0.6967,0.09583,1,0,0
t500,2,3,GARE4,187.0,678.0,189.0,1022,3.5873,0.6634,0.09125,1,0,0
t500,2,3,GARE5,189.0,1047.0,189.0,1022,5.5397,1.0245,0.14092,1,1,0
t500,2,3,GARE6,115.0,489.0,189.0,1022,2.5873,0.4785,0.06581,1,0,0
t500,2,3,GARE7,188.0,2165.0,189.0,1022,11.455,2.1184,0.29139,1,1,0
t500,2,3,GARE8,146.0,541.0,189.0,1022,2.8624,0.5294,0.07281,1,0,0
t500,2,3,GARE9,189.0,846.0,189.0,1022,4.4762,0.8278,0.11386,1,0,0
t500,2,3,GARE10,188.0,724.0,189.0,1022,3.8307,0.7084,0.09744,1,0,0
t500,2,3,GARE11,171.0,940.0,189.0,1022,4.9735,0.9198,0.12651,1,0,0
t500,2,4,GARE4,152.0,469.0,189.0,1022,2.4815,0.4589,0.06312,1,0,0
t500,2,4,GARE5,179.0,787.0,189.0,1022,4.164,0.7701,0.10592,1,0,0
t500,2,4,GARE6,165.0,2187.0,189.0,1022,11.5714,2.1399,0.29435,1,1,0
t500,2,4,GARE7,151.0,595.0,189.0,1022,3.1481,0.5822,0.08008,1,0,0
t500,2,4,GARE8,177.0,1198.0,189.0,1022,6.3386,1.1722,0.16124,1,1,0
t500,2,4,GARE9,175.0,514.0,189.0,1022,2.7196,0.5029,0.06918,1,0,0
t500,2,4,GARE10,186.0,1054.0,189.0,1022,5.5767,1.0313,0.14186,1,1,0
t500,2,4,GARE11,188.0,626.0,189.0,1022,3.3122,0.6125,0.08425,1,0,0
t500,2,6,GARE4,173.0,800.0,189.0,1022,4.2328,0.7828,0.10767,1,0,0
t500,2,6,GARE5,188.0,720.0,189.0,1022,3.8095,0.7045,0.0969,1,0,0
t500,2,6,GARE6,163.0,1583.0,189.0,1022,8.3757,1.5489,0.21306,1,1,0
t500,2,6,GARE7,167.0,628.0,189.0,1022,3.3228,0.6145,0.08452,1,0,0
t500,2,6,GARE8,134.0,468.0,189.0,1022,2.4762,0.4579,0.06299,1,0,0
t500,2,6,GARE9,175.0,1566.0,189.0,1022,8.2857,1.5323,0.21077,1,1,0
t500,2,6,GARE10,186.0,873.0,189.0,1022,4.619,0.8542,0.1175,1,0,0
t500,2,6,GARE11,187.0,792.0,189.0,1022,4.1905,0.775,0.10659,1,0,0
t500,3,1,GARE4,182.0,492.0,182.0,702,2.7033,0.7009,0.09649,1,0,0
t500,3,1,GARE5,178.0,801.0,182.0,702,4.4011,1.141,0.15709,1,1,0
t500,3,1,GARE6,134.0,303.0,182.0,702,1.6648,0.4316,0.05942,1,0,0
t500,3,1,GARE7,103.0,269.0,182.0,702,1.478,0.3832,0.05276,1,0,0
t500,3,1,GARE8,178.0,371.0,182.0,702,2.0385,0.5285,0.07276,1,0,0
t500,3,1,GARE9,182.0,1505.0,182.0,702,8.2692,2.1439,0.29516,1,1,0
t500,3,1,GARE10,182.0,809.0,182.0,702,4.4451,1.1524,0.15866,1,1,0
t500,3,1,GARE11,179.0,549.0,182.0,702,3.0165,0.7821,0.10767,1,0,0
t500,3,2,GARE4,162.0,504.0,182.0,702,2.7692,0.7179,0.09884,1,0,0
t500,3,2,GARE5,158.0,385.0,182.0,702,2.1154,0.5484,0.07551,1,0,0
t500,3,2,GARE6,181.0,476.0,182.0,702,2.6154,0.6781,0.09335,1,0,0
t500,3,2,GARE7,151.0,907.0,182.0,702,4.9835,1.292,0.17788,1,1,0
t500,3,2,GARE8,170.0,1531.0,182.0,702,8.4121,2.1809,0.30025,1,1,0
t500,3,2,GARE9,139.0,276.0,182.0,702,1.5165,0.3932,0.05413,1,0,0
t500,3,2,GARE10,176.0,520.0,182.0,702,2.8571,0.7407,0.10198,1,0,0
t500,3,2,GARE11,181.0,500.0,182.0,702,2.7473,0.7123,0.09806,1,0,0
t500,3,3,GARE4,147.0,317.0,182.0,702,1.7418,0.4516,0.06217,1,0,0
t500,3,3,GARE5,177.0,397.0,182.0,702,2.1813,0.5655,0.07786,1,0,0
t500,3,3,GARE6,168.0,381.0,182.0,702,2.0934,0.5427,0.07472,1,0,0
t500,3,3,GARE7,160.0,480.0,182.0,702,2.6374,0.6838,0.09414,1,0,0
t500,3,3,GARE8,174.0,487.0,182.0,702,2.6758,0.6937,0.09551,1,0,0
t500,3,3,GARE9,174.0,1878.0,182.0,702,10.3187,2.6752,0.36831,1,1,0
t500,3,3,GARE10,158.0,811.0,182.0,702,4.456,1.1553,0.15905,1,1,0
t500,3,3,GARE11,160.0,348.0,182.0,702,1.9121,0.4957,0.06825,1,0,0
t500,3,4,GARE4,168.0,796.0,182.0,702,4.3736,1.1339,0.15611,1,1,0
t500,3,4,GARE5,134.0,311.0,182.0,702,1.7088,0.443,0.06099,1,0,0
t500,3,4,GARE6,182.0,470.0,182.0,702,2.5824,0.6695,0.09217,1,0,0
t500,3,4,GARE7,157.0,317.0,182.0,702,1.7418,0.4516,0.06217,1,0,0
t500,3,4,GARE8,178.0,553.0,182.0,702,3.0385,0.7877,0.10845,1,0,0
t500,3,4,GARE9,154.0,423.0,182.0,702,2.3242,0.6026,0.08296,1,0,0
t500,3,4,GARE10,163.0,687.0,182.0,702,3.7747,0.9786,0.13473,1,0,0
t500,3,4,GARE11,182.0,1542.0,182.0,702,8.4725,2.1966,0.30241,1,1,0
t500,3,6,GARE4,176.0,408.0,182.0,702,2.2418,0.5812,0.08002,1,0,0
t500,3,6,GARE5,181.0,497.0,182.0,702,2.7308,0.708,0.09747,1,0,0
t500,3,6,GARE6,137.0,247.0,182.0,702,1.3571,0.3519,0.04844,1,0,0
t500,3,6,GARE7,162.0,910.0,182.0,702,5.0,1.2963,0.17847,1,1,0
t500,3,6,GARE8,181.0,594.0,182.0,702,3.2637,0.8462,0.11649,1,0,0
t500,3,6,GARE9,117.0,272.0,182.0,702,1.4945,0.3875,0.05334,1,0,0
t500,3,6,GARE10,182.0,849.0,182.0,702,4.6648,1.2094,0.1665,1,1,0
t500,3,6,GARE11,182.0,1322.0,182.0,702,7.2637,1.8832,0.25927,1,1,0
t500,4,1,GARE4,128.0,141.0,174.0,396,0.8103,0.3561,0.04899,0,0,0
t500,4,1,GARE5,174.0,1368.0,174.0,396,7.8621,3.4545,0.47533,1,1,0
t500,4,1,GARE6,172.0,205.0,174.0,396,1.1782,0.5177,0.07123,1,0,0
t500,4,1,GARE7,129.0,159.0,174.0,396,0.9138,0.4015,0.05525,0,0,0
t500,4,1,GARE8,172.0,125.0,174.0,396,0.7184,0.3157,0.04343,0,0,0
t500,4,1,GARE9,171.0,446.0,174.0,396,2.5632,1.1263,0.15497,1,1,0
t500,4,1,GARE10,173.0,154.0,174.0,396,0.8851,0.3889,0.05351,0,0,0
t500,4,1,GARE11,142.0,280.0,174.0,396,1.6092,0.7071,0.09729,1,0,0
t500,4,2,GARE4,159.0,923.0,174.0,396,5.3046,2.3308,0.32071,1,1,0
t500,4,2,GARE5,161.0,144.0,174.0,396,0.8276,0.3636,0.05003,0,0,0
t500,4,2,GARE6,133.0,192.0,174.0,396,1.1034,0.4848,0.06671,1,0,0
t500,4,2,GARE7,174.0,559.0,174.0,396,3.2126,1.4116,0.19423,1,1,0
t500,4,2,GARE8,168.0,482.0,174.0,396,2.7701,1.2172,0.16748,1,1,0
t500,4,2,GARE9,138.0,215.0,174.0,396,1.2356,0.5429,0.0747,1,0,0
t500,4,2,GARE10,169.0,185.0,174.0,396,1.0632,0.4672,0.06428,1,0,0
t500,4,2,GARE11,159.0,178.0,174.0,396,1.023,0.4495,0.06185,1,0,0
t500,4,3,GARE4,166.0,209.0,174.0,396,1.2011,0.5278,0.07262,1,0,0
t500,4,3,GARE5,134.0,182.0,174.0,396,1.046,0.4596,0.06324,1,0,0
t500,4,3,GARE6,162.0,267.0,174.0,396,1.5345,0.6742,0.09277,1,0,0
t500,4,3,GARE7,158.0,255.0,174.0,396,1.4655,0.6439,0.0886,1,0,0
t500,4,3,GARE8,173.0,993.0,174.0,396,5.7069,2.5076,0.34503,1,1,0
t500,4,3,GARE9,132.0,122.0,174.0,396,0.7011,0.3081,0.04239,0,0,0
t500,4,3,GARE10,173.0,657.0,174.0,396,3.7759,1.6591,0.22828,1,1,0
t500,4,3,GARE11,163.0,193.0,174.0,396,1.1092,0.4874,0.06706,1,0,0
t500,4,4,GARE4,127.0,109.0,174.0,396,0.6264,0.2753,0.03787,0,0,0
t500,4,4,GARE5,170.0,135.0,174.0,396,0.7759,0.3409,0.04691,0,0,0
t500,4,4,GARE6,171.0,475.0,174.0,396,2.7299,1.1995,0.16505,1,1,0
t500,4,4,GARE7,174.0,436.0,174.0,396,2.5057,1.101,0.15149,1,1,0
t500,4,4,GARE8,136.0,235.0,174.0,396,1.3506,0.5934,0.08165,1,0,0
t500,4,4,GARE9,141.0,237.0,174.0,396,1.3621,0.5985,0.08235,1,0,0
t500,4,4,GARE10,168.0,218.0,174.0,396,1.2529,0.5505,0.07575,1,0,0
t500,4,4,GARE11,174.0,1033.0,174.0,396,5.9368,2.6086,0.35893,1,1,0
t500,4,6,GARE4,168.0,212.0,174.0,396,1.2184,0.5354,0.07366,1,0,0
t500,4,6,GARE5,172.0,391.0,174.0,396,2.2471,0.9874,0.13586,1,0,0
t500,4,6,GARE6,174.0,1131.0,174.0,396,6.5,2.8561,0.39298,1,1,0
t500,4,6,GARE7,136.0,120.0,174.0,396,0.6897,0.303,0.0417,0,0,0
t500,4,6,GARE8,139.0,213.0,174.0,396,1.2241,0.5379,0.07401,1,0,0
t500,4,6,GARE9,173.0,138.0,174.0,396,0.7931,0.3485,0.04795,0,0,0
t500,4,6,GARE10,131.0,137.0,174.0,396,0.7874,0.346,0.0476,0,0,0
t500,4,6,GARE11,168.0,536.0,174.0,396,3.0805,1.3535,0.18624,1,1,0
t1000,0,1,GARE4,372.0,2042.0,372.0,1648,5.4892,1.2391,0.17045,1,1,0
t1000,0,1,GARE5,366.0,1335.0,372.0,1648,3.5887,0.8101,0.11144,1,0,0
t1000,0,1,GARE6,300.0,1042.0,372.0,1648,2.8011,0.6323,0.08698,1,0,0
t1000,0,1,GARE7,350.0,1109.0,372.0,1648,2.9812,0.6729,0.09257,1,0,0
t1000,0,1,GARE8,322.0,1544.0,372.0,1648,4.1505,0.9369,0.12888,1,0,0
t1000,0,1,GARE9,370.0,1364.0,372.0,1648,3.6667,0.8277,0.11386,1,0,0
t1000,0,1,GARE10,372.0,2578.0,372.0,1648,6.9301,1.5643,0.21519,1,1,0
t1000,0,1,GARE11,249.0,966.0,372.0,1648,2.5968,0.5862,0.08063,1,0,0
t1000,0,2,GARE4,340.0,1151.0,372.0,1648,3.0941,0.6984,0.09608,1,0,0
t1000,0,2,GARE5,359.0,1055.0,372.0,1648,2.836,0.6402,0.08806,1,0,0
t1000,0,2,GARE6,271.0,1362.0,372.0,1648,3.6613,0.8265,0.11369,1,0,0
t1000,0,2,GARE7,371.0,1957.0,372.0,1648,5.2608,1.1875,0.16336,1,1,0
t1000,0,2,GARE8,369.0,2486.0,372.0,1648,6.6828,1.5085,0.20751,1,1,0
t1000,0,2,GARE9,268.0,1189.0,372.0,1648,3.1962,0.7215,0.09925,1,0,0
t1000,0,2,GARE10,358.0,1306.0,372.0,1648,3.5108,0.7925,0.10902,1,0,0
t1000,0,2,GARE11,365.0,1474.0,372.0,1648,3.9624,0.8944,0.12304,1,0,0
t1000,0,3,GARE4,364.0,1466.0,372.0,1648,3.9409,0.8896,0.12237,1,0,0
t1000,0,3,GARE5,371.0,1620.0,372.0,1648,4.3548,0.983,0.13523,1,0,0
t1000,0,3,GARE6,296.0,1008.0,372.0,1648,2.7097,0.6117,0.08414,1,0,0
t1000,0,3,GARE7,366.0,2166.0,372.0,1648,5.8226,1.3143,0.1808,1,1,0
t1000,0,3,GARE8,371.0,1579.0,372.0,1648,4.2446,0.9581,0.1318,1,0,0
t1000,0,3,GARE9,371.0,1444.0,372.0,1648,3.8817,0.8762,0.12053,1,0,0
t1000,0,3,GARE10,370.0,2179.0,372.0,1648,5.8575,1.3222,0.18189,1,1,0
t1000,0,3,GARE11,192.0,518.0,372.0,1648,1.3925,0.3143,0.04324,1,0,0
t1000,0,4,GARE4,369.0,1466.0,372.0,1648,3.9409,0.8896,0.12237,1,0,0
t1000,0,4,GARE5,228.0,930.0,372.0,1648,2.5,0.5643,0.07763,1,0,0
t1000,0,4,GARE6,362.0,2339.0,372.0,1648,6.2876,1.4193,0.19524,1,1,0
t1000,0,4,GARE7,340.0,883.0,372.0,1648,2.3737,0.5358,0.07371,1,0,0
t1000,0,4,GARE8,371.0,1391.0,372.0,1648,3.7392,0.8441,0.11611,1,0,0
t1000,0,4,GARE9,372.0,1726.0,372.0,1648,4.6398,1.0473,0.14407,1,1,0
t1000,0,4,GARE10,369.0,2415.0,372.0,1648,6.4919,1.4654,0.20159,1,1,0
t1000,0,4,GARE11,290.0,830.0,372.0,1648,2.2312,0.5036,0.06928,1,0,0
t1000,0,6,GARE4,263.0,1033.0,372.0,1648,2.7769,0.6268,0.08623,1,0,0
t1000,0,6,GARE5,372.0,1514.0,372.0,1648,4.0699,0.9187,0.12638,1,0,0
t1000,0,6,GARE6,335.0,2363.0,372.0,1648,6.3522,1.4339,0.19725,1,1,0
t1000,0,6,GARE7,371.0,1721.0,372.0,1648,4.6263,1.0443,0.14366,1,1,0
t1000,0,6,GARE8,340.0,1451.0,372.0,1648,3.9005,0.8805,0.12112,1,0,0
t1000,0,6,GARE9,338.0,1481.0,372.0,1648,3.9812,0.8987,0.12362,1,0,0
t1000,0,6,GARE10,350.0,1070.0,372.0,1648,2.8763,0.6493,0.08932,1,0,0
t1000,0,6,GARE11,332.0,1347.0,372.0,1648,3.621,0.8174,0.11244,1,0,0
t1000,1,1,GARE4,352.0,971.0,371.0,1339,2.6173,0.7252,0.09973,1,0,0
t1000,1,1,GARE5,371.0,1306.0,371.0,1339,3.5202,0.9754,0.13414,1,0,0
t1000,1,1,GARE6,354.0,1205.0,371.0,1339,3.248,0.8999,0.12377,1,0,0
t1000,1,1,GARE7,371.0,1075.0,371.0,1339,2.8976,0.8028,0.11041,1,0,0
t1000,1,1,GARE8,368.0,2460.0,371.0,1339,6.6307,1.8372,0.25267,1,1,0
t1000,1,1,GARE9,268.0,808.0,371.0,1339,2.1779,0.6034,0.08299,1,0,0
t1000,1,1,GARE10,356.0,1228.0,371.0,1339,3.31,0.9171,0.12613,1,0,0
t1000,1,1,GARE11,253.0,683.0,371.0,1339,1.841,0.5101,0.07015,1,0,0
t1000,1,2,GARE4,320.0,903.0,371.0,1339,2.434,0.6744,0.09275,1,0,0
t1000,1,2,GARE5,371.0,2211.0,371.0,1339,5.9596,1.6512,0.2271,1,1,0
t1000,1,2,GARE6,370.0,1661.0,371.0,1339,4.4771,1.2405,0.1706,1,1,0
t1000,1,2,GARE7,371.0,1145.0,371.0,1339,3.0863,0.8551,0.1176,1,0,0
t1000,1,2,GARE8,371.0,1216.0,371.0,1339,3.2776,0.9081,0.1249,1,0,0
t1000,1,2,GARE9,148.0,505.0,371.0,1339,1.3612,0.3771,0.05187,1,0,0
t1000,1,2,GARE10,371.0,895.0,371.0,1339,2.4124,0.6684,0.09193,1,0,0
t1000,1,2,GARE11,371.0,1200.0,371.0,1339,3.2345,0.8962,0.12325,1,0,0
t1000,1,3,GARE4,341.0,953.0,371.0,1339,2.5687,0.7117,0.09788,1,0,0
t1000,1,3,GARE5,363.0,1081.0,371.0,1339,2.9137,0.8073,0.11103,1,0,0
t1000,1,3,GARE6,366.0,1693.0,371.0,1339,4.5633,1.2644,0.17389,1,1,0
t1000,1,3,GARE7,368.0,1166.0,371.0,1339,3.1429,0.8708,0.11976,1,0,0
t1000,1,3,GARE8,291.0,880.0,371.0,1339,2.372,0.6572,0.09039,1,0,0
t1000,1,3,GARE9,270.0,754.0,371.0,1339,2.0323,0.5631,0.07744,1,0,0
t1000,1,3,GARE10,370.0,2142.0,371.0,1339,5.7736,1.5997,0.22001,1,1,0
t1000,1,3,GARE11,324.0,1067.0,371.0,1339,2.876,0.7969,0.10959,1,0,0
t1000,1,4,GARE4,361.0,1355.0,371.0,1339,3.6523,1.0119,0.13917,1,1,0
t1000,1,4,GARE5,338.0,847.0,371.0,1339,2.283,0.6326,0.087,1,0,0
t1000,1,4,GARE6,358.0,1461.0,371.0,1339,3.938,1.0911,0.15006,1,1,0
t1000,1,4,GARE7,359.0,1189.0,371.0,1339,3.2049,0.888,0.12212,1,0,0
t1000,1,4,GARE8,351.0,950.0,371.0,1339,2.5606,0.7095,0.09758,1,0,0
t1000,1,4,GARE9,371.0,2417.0,371.0,1339,6.5148,1.8051,0.24825,1,1,0
t1000,1,4,GARE10,287.0,838.0,371.0,1339,2.2588,0.6258,0.08607,1,0,0
t1000,1,4,GARE11,268.0,679.0,371.0,1339,1.8302,0.5071,0.06974,1,0,0
t1000,1,6,GARE4,351.0,1144.0,371.0,1339,3.0836,0.8544,0.1175,1,0,0
t1000,1,6,GARE5,354.0,1697.0,371.0,1339,4.5741,1.2674,0.1743,1,1,0
t1000,1,6,GARE6,328.0,1765.0,371.0,1339,4.7574,1.3181,0.18129,1,1,0
t1000,1,6,GARE7,282.0,843.0,371.0,1339,2.2722,0.6296,0.08659,1,0,0
t1000,1,6,GARE8,365.0,1047.0,371.0,1339,2.8221,0.7819,0.10754,1,0,0
t1000,1,6,GARE9,302.0,1135.0,371.0,1339,3.0593,0.8476,0.11658,1,0,0
t1000,1,6,GARE10,368.0,1306.0,371.0,1339,3.5202,0.9754,0.13414,1,0,0
t1000,1,6,GARE11,343.0,799.0,371.0,1339,2.1536,0.5967,0.08207,1,0,0
t1000,2,1,GARE4,361.0,825.0,367.0,1022,2.248,0.8072,0.11104,1,0,0
t1000,2,1,GARE5,366.0,1038.0,367.0,1022,2.8283,1.0157,0.1397,1,1,0
t1000,2,1,GARE6,241.0,545.0,367.0,1022,1.485,0.5333,0.07335,1,0,0
t1000,2,1,GARE7,366.0,949.0,367.0,1022,2.5858,0.9286,0.12773,1,0,0
t1000,2,1,GARE8,366.0,732.0,367.0,1022,1.9946,0.7162,0.09852,1,0,0
t1000,2,1,GARE9,361.0,2133.0,367.0,1022,5.812,2.0871,0.28708,1,1,0
t1000,2,1,GARE10,235.0,460.0,367.0,1022,1.2534,0.4501,0.06191,1,0,0
t1000,2,1,GARE11,366.0,748.0,367.0,1022,2.0381,0.7319,0.10067,1,0,0
t1000,2,2,GARE4,354.0,732.0,367.0,1022,1.9946,0.7162,0.09852,1,0,0
t1000,2,2,GARE5,343.0,999.0,367.0,1022,2.7221,0.9775,0.13445,1,0,0
t1000,2,2,GARE6,361.0,761.0,367.0,1022,2.0736,0.7446,0.10242,1,0,0
t1000,2,2,GARE7,352.0,1442.0,367.0,1022,3.9292,1.411,0.19408,1,1,0
t1000,2,2,GARE8,286.0,640.0,367.0,1022,1.7439,0.6262,0.08614,1,0,0
t1000,2,2,GARE9,358.0,1575.0,367.0,1022,4.2916,1.5411,0.21198,1,1,0
t1000,2,2,GARE10,247.0,553.0,367.0,1022,1.5068,0.5411,0.07443,1,0,0
t1000,2,2,GARE11,361.0,728.0,367.0,1022,1.9837,0.7123,0.09798,1,0,0
t1000,2,3,GARE4,367.0,2219.0,367.0,1022,6.0463,2.1712,0.29865,1,1,0
t1000,2,3,GARE5,325.0,1055.0,367.0,1022,2.8747,1.0323,0.14199,1,1,0
t1000,2,3,GARE6,360.0,915.0,367.0,1022,2.4932,0.8953,0.12315,1,0,0
t1000,2,3,GARE7,348.0,720.0,367.0,1022,1.9619,0.7045,0.0969,1,0,0
t1000,2,3,GARE8,364.0,758.0,367.0,1022,2.0654,0.7417,0.10202,1,0,0
t1000,2,3,GARE9,268.0,450.0,367.0,1022,1.2262,0.4403,0.06057,1,0,0
t1000,2,3,GARE10,328.0,601.0,367.0,1022,1.6376,0.5881,0.08089,1,0,0
t1000,2,3,GARE11,302.0,712.0,367.0,1022,1.9401,0.6967,0.09583,1,0,0
t1000,2,4,GARE4,365.0,2236.0,367.0,1022,6.0926,2.1879,0.30094,1,1,0
t1000,2,4,GARE5,365.0,668.0,367.0,1022,1.8202,0.6536,0.08991,1,0,0
t1000,2,4,GARE6,305.0,489.0,367.0,1022,1.3324,0.4785,0.06581,1,0,0
t1000,2,4,GARE7,349.0,1104.0,367.0,1022,3.0082,1.0802,0.14859,1,1,0
t1000,2,4,GARE8,347.0,667.0,367.0,1022,1.8174,0.6526,0.08977,1,0,0
t1000,2,4,GARE9,302.0,609.0,367.0,1022,1.6594,0.5959,0.08197,1,0,0
t1000,2,4,GARE10,274.0,832.0,367.0,1022,2.267,0.8141,0.11198,1,0,0
t1000,2,4,GARE11,355.0,825.0,367.0,1022,2.248,0.8072,0.11104,1,0,0
t1000,2,6,GARE4,364.0,784.0,367.0,1022,2.1362,0.7671,0.10552,1,0,0
t1000,2,6,GARE5,329.0,674.0,367.0,1022,1.8365,0.6595,0.09071,1,0,0
t1000,2,6,GARE6,353.0,839.0,367.0,1022,2.2861,0.8209,0.11292,1,0,0
t1000,2,6,GARE7,359.0,1070.0,367.0,1022,2.9155,1.047,0.14401,1,1,0
t1000,2,6,GARE8,297.0,1103.0,367.0,1022,3.0054,1.0793,0.14845,1,1,0
t1000,2,6,GARE9,276.0,723.0,367.0,1022,1.97,0.7074,0.09731,1,0,0
t1000,2,6,GARE10,333.0,747.0,367.0,1022,2.0354,0.7309,0.10054,1,0,0
t1000,2,6,GARE11,351.0,1490.0,367.0,1022,4.0599,1.4579,0.20054,1,1,0
t1000,3,1,GARE4,226.0,291.0,360.0,702,0.8083,0.4145,0.05707,0,0,0
t1000,3,1,GARE5,303.0,699.0,360.0,702,1.9417,0.9957,0.13709,1,0,0
t1000,3,1,GARE6,359.0,1202.0,360.0,702,3.3389,1.7123,0.23573,1,1,0
t1000,3,1,GARE7,328.0,280.0,360.0,702,0.7778,0.3989,0.05491,0,0,0
t1000,3,1,GARE8,356.0,1077.0,360.0,702,2.9917,1.5342,0.21122,1,1,0
t1000,3,1,GARE9,329.0,408.0,360.0,702,1.1333,0.5812,0.08002,1,0,0
t1000,3,1,GARE10,358.0,379.0,360.0,702,1.0528,0.5399,0.07433,1,0,0
t1000,3,1,GARE11,352.0,763.0,360.0,702,2.1194,1.0869,0.14964,1,1,0
t1000,3,2,GARE4,342.0,738.0,360.0,702,2.05,1.0513,0.14473,1,1,0
t1000,3,2,GARE5,360.0,348.0,360.0,702,0.9667,0.4957,0.06825,0,0,0
t1000,3,2,GARE6,346.0,635.0,360.0,702,1.7639,0.9046,0.12453,1,0,0
t1000,3,2,GARE7,355.0,1610.0,360.0,702,4.4722,2.2934,0.31575,1,1,0
t1000,3,2,GARE8,253.0,438.0,360.0,702,1.2167,0.6239,0.0859,1,0,0
t1000,3,2,GARE9,238.0,295.0,360.0,702,0.8194,0.4202,0.05785,0,0,0
t1000,3,2,GARE10,359.0,590.0,360.0,702,1.6389,0.8405,0.11571,1,0,0
t1000,3,2,GARE11,358.0,445.0,360.0,702,1.2361,0.6339,0.08727,1,0,0
t1000,3,3,GARE4,328.0,508.0,360.0,702,1.4111,0.7236,0.09963,1,0,0
t1000,3,3,GARE5,342.0,594.0,360.0,702,1.65,0.8462,0.11649,1,0,0
t1000,3,3,GARE6,290.0,349.0,360.0,702,0.9694,0.4972,0.06844,0,0,0
t1000,3,3,GARE7,351.0,1510.0,360.0,702,4.1944,2.151,0.29614,1,1,0
t1000,3,3,GARE8,306.0,673.0,360.0,702,1.8694,0.9587,0.13199,1,0,0
t1000,3,3,GARE9,333.0,335.0,360.0,702,0.9306,0.4772,0.0657,0,0,0
t1000,3,3,GARE10,303.0,647.0,360.0,702,1.7972,0.9217,0.12689,1,0,0
t1000,3,3,GARE11,358.0,483.0,360.0,702,1.3417,0.688,0.09472,1,0,0
t1000,3,4,GARE4,355.0,1563.0,360.0,702,4.3417,2.2265,0.30653,1,1,0
t1000,3,4,GARE5,332.0,324.0,360.0,702,0.9,0.4615,0.06354,0,0,0
t1000,3,4,GARE6,321.0,689.0,360.0,702,1.9139,0.9815,0.13512,1,0,0
t1000,3,4,GARE7,350.0,401.0,360.0,702,1.1139,0.5712,0.07864,1,0,0
t1000,3,4,GARE8,332.0,266.0,360.0,702,0.7389,0.3789,0.05217,0,0,0
t1000,3,4,GARE9,228.0,272.0,360.0,702,0.7556,0.3875,0.05334,0,0,0
t1000,3,4,GARE10,333.0,581.0,360.0,702,1.6139,0.8276,0.11394,1,0,0
t1000,3,4,GARE11,360.0,1003.0,360.0,702,2.7861,1.4288,0.19671,1,1,0
t1000,3,6,GARE4,220.0,264.0,360.0,702,0.7333,0.3761,0.05177,0,0,0
t1000,3,6,GARE5,353.0,644.0,360.0,702,1.7889,0.9174,0.1263,1,0,0
t1000,3,6,GARE6,354.0,1548.0,360.0,702,4.3,2.2051,0.30359,1,1,0
t1000,3,6,GARE7,342.0,350.0,360.0,702,0.9722,0.4986,0.06864,0,0,0
t1000,3,6,GARE8,360.0,413.0,360.0,702,1.1472,0.5883,0.081,1,0,0
t1000,3,6,GARE9,268.0,349.0,360.0,702,0.9694,0.4972,0.06844,0,0,0
t1000,3,6,GARE10,354.0,1117.0,360.0,702,3.1028,1.5912,0.21906,1,1,0
t1000,3,6,GARE11,360.0,414.0,360.0,702,1.15,0.5897,0.08119,1,0,0
t1000,4,1,GARE4,338.0,138.0,340.0,396,0.4059,0.3485,0.04795,0,0,0
t1000,4,1,GARE5,307.0,121.0,340.0,396,0.3559,0.3056,0.04204,0,0,0
t1000,4,1,GARE6,312.0,449.0,340.0,396,1.3206,1.1338,0.15601,1,1,0
t1000,4,1,GARE7,333.0,177.0,340.0,396,0.5206,0.447,0.0615,0,0,0
