campaign,rule,dataset_id,n,arm,delta,nu,tightening,solve_mode,catalogue_size,cells,scored_cells,ineligible_cells,eligibility_reasons,allocation_returned,distinct_origins,distinct_seeds,joint_pass_mean,joint_pass_n,violation_count_mean,violation_count_n,worst_excess_pp_mean,worst_excess_pp_n,mean_visits_mean,mean_visits_n,positive_excess_sum_mean,positive_excess_sum_n,activation_mass_mean,activation_mass_n,station_novelty_count_mean,station_novelty_count_n,joint_pass_count
screen_20260910,upper_only,syn_500sku_seed1001,1000,TIGHT,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,1.0,1,0.04415870278074945,1,3.665,1,0.00044158702780749455,1,0.0,1,3.0,1,0
screen_20260910,upper_only,syn_500sku_seed1002,250,HIST,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,2.0,1,0.9034427924143483,1,3.94,1,0.011279758690761501,1,0.0,1,2.0,1,0
screen_20260910,upper_only,syn_500sku_seed1002,250,HIST+ACT,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,2.0,1,0.9034427924143483,1,3.94,1,0.011279758690761501,1,0.0,1,2.0,1,0
screen_20260910,upper_only,syn_500sku_seed1002,250,NOM,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,2.0,1,0.4240517966977048,1,3.7,1,0.007186039510077293,1,0.0,1,3.0,1,0
screen_20260910,upper_only,syn_500sku_seed1002,250,TIGHT,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,2.0,1,0.304886632306639,1,3.772,1,0.003182013418597329,1,0.0,1,3.0,1,0
screen_20260910,upper_only,syn_500sku_seed1002,500,HIST,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,3.818,1,0.0,1,0.0,1,0.0,1,1
screen_20260910,upper_only,syn_500sku_seed1002,500,HIST+ACT,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,3.818,1,0.0,1,0.0,1,0.0,1,1
screen_20260910,upper_only,syn_500sku_seed1002,500,NOM,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,2.0,1,0.4036091756218027,1,3.716,1,0.0063530334473886,1,0.0,1,4.0,1,0
screen_20260910,upper_only,syn_500sku_seed1002,500,TIGHT,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,3.77,1,0.0,1,0.0,1,3.0,1,1
screen_20260910,upper_only,syn_500sku_seed1002,1000,HIST,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,1.0,1,0.46981991237146276,1,3.697,1,0.004698199123714628,1,0.0,1,1.0,1,0
screen_20260910,upper_only,syn_500sku_seed1002,1000,HIST+ACT,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,1.0,1,0.46981991237146276,1,3.697,1,0.004698199123714628,1,0.0,1,1.0,1,0
screen_20260910,upper_only,syn_500sku_seed1002,1000,NOM,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,3.685,1,0.0,1,0.0,1,2.0,1,1
screen_20260910,upper_only,syn_500sku_seed1002,1000,TIGHT,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,1.0,1,0.00899041928390517,1,3.709,1,8.99041928390517e-05,1,0.0,1,3.0,1,0
screen_20260910,upper_only,syn_500sku_seed1003,250,HIST,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,3.956,1,0.0,1,0.0,1,0.0,1,1
screen_20260910,upper_only,syn_500sku_seed1003,250,HIST+ACT,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,3.956,1,0.0,1,0.0,1,0.0,1,1
screen_20260910,upper_only,syn_500sku_seed1003,250,NOM,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,2.0,1,1.9423799934006873,1,3.824,1,0.028842819866269295,1,0.0,1,2.0,1,0
screen_20260910,upper_only,syn_500sku_seed1003,250,TIGHT,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,1.0,1,1.5058042577930724,1,3.916,1,0.015058042577930725,1,0.0,1,2.0,1,0
screen_20260910,upper_only,syn_500sku_seed1003,500,HIST,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,1.0,1,0.25146837814169587,1,3.896,1,0.0025146837814169582,1,0.0,1,1.0,1,0
screen_20260910,upper_only,syn_500sku_seed1003,500,HIST+ACT,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,1.0,1,0.25146837814169587,1,3.896,1,0.0025146837814169582,1,0.0,1,1.0,1,0
screen_20260910,upper_only,syn_500sku_seed1003,500,NOM,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,2.0,1,0.8529118424560503,1,3.786,1,0.008614729730328114,1,0.0,1,2.0,1,0
screen_20260910,upper_only,syn_500sku_seed1003,500,TIGHT,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,3.866,1,0.0,1,0.0,1,2.0,1,1
screen_20260910,upper_only,syn_500sku_seed1003,1000,HIST,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,1.0,1,0.2989000831864663,1,3.805,1,0.002989000831864663,1,0.0,1,1.0,1,0
screen_20260910,upper_only,syn_500sku_seed1003,1000,HIST+ACT,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,1.0,1,0.2989000831864663,1,3.805,1,0.002989000831864663,1,0.0,1,1.0,1,0
screen_20260910,upper_only,syn_500sku_seed1003,1000,NOM,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,1.0,1,0.35149130409280843,1,3.724,1,0.0035149130409280844,1,0.0,1,2.0,1,0
screen_20260910,upper_only,syn_500sku_seed1003,1000,TIGHT,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,3.834,1,0.0,1,0.0,1,2.0,1,1
screen_20260910,upper_only,syn_500sku_seed1004,250,HIST,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,4.036,1,0.0,1,0.0,1,0.0,1,1
screen_20260910,upper_only,syn_500sku_seed1004,250,HIST+ACT,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,4.036,1,0.0,1,0.0,1,0.0,1,1
screen_20260910,upper_only,syn_500sku_seed1004,250,NOM,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,2.0,1,1.5311118057027433,1,3.668,1,0.022870899733242595,1,0.0,1,2.0,1,0
screen_20260910,upper_only,syn_500sku_seed1004,250,TIGHT,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,1.0,1,0.6217497297827727,1,3.704,1,0.006217497297827727,1,0.0,1,2.0,1,0
screen_20260910,upper_only,syn_500sku_seed1004,500,HIST,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,3.822,1,0.0,1,0.0,1,0.0,1,1
screen_20260910,upper_only,syn_500sku_seed1004,500,HIST+ACT,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,3.822,1,0.0,1,0.0,1,0.0,1,1
screen_20260910,upper_only,syn_500sku_seed1004,500,NOM,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,3.0,1,1.6433696810742269,1,3.656,1,0.021808550535063663,1,0.0,1,3.0,1,0
screen_20260910,upper_only,syn_500sku_seed1004,500,TIGHT,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,3.696,1,0.0,1,0.0,1,2.0,1,1
screen_20260910,upper_only,syn_500sku_seed1004,1000,HIST,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,3.722,1,0.0,1,0.0,1,1.0,1,1
screen_20260910,upper_only,syn_500sku_seed1004,1000,HIST+ACT,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,3.722,1,0.0,1,0.0,1,1.0,1,1
screen_20260910,upper_only,syn_500sku_seed1004,1000,NOM,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,2.0,1,0.6493798688201045,1,3.678,1,0.008261194641578753,1,0.0,1,3.0,1,0
screen_20260910,upper_only,syn_500sku_seed1004,1000,TIGHT,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,3.704,1,0.0,1,0.0,1,3.0,1,1
screen_20260910,upper_only,syn_500sku_seed1005,250,HIST,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,3.996,1,0.0,1,0.0,1,0.0,1,1
screen_20260910,upper_only,syn_500sku_seed1005,250,HIST+ACT,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,3.996,1,0.0,1,0.0,1,0.0,1,1
screen_20260910,upper_only,syn_500sku_seed1005,250,NOM,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,1.0,1,0.43213958136861946,1,3.86,1,0.004321395813686194,1,0.0,1,2.0,1,0
screen_20260910,upper_only,syn_500sku_seed1005,250,TIGHT,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,1.0,1,0.739604941293299,1,3.936,1,0.00739604941293299,1,0.0,1,3.0,1,0
screen_20260910,upper_only,syn_500sku_seed1005,500,HIST,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,1.0,1,0.03787120460141728,1,3.884,1,0.00037871204601417285,1,0.0,1,1.0,1,0
screen_20260910,upper_only,syn_500sku_seed1005,500,HIST+ACT,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,1.0,1,0.03787120460141728,1,3.884,1,0.00037871204601417285,1,0.0,1,1.0,1,0
screen_20260910,upper_only,syn_500sku_seed1005,500,NOM,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,1.0,1,0.4722959466062787,1,3.842,1,0.004722959466062787,1,0.0,1,3.0,1,0
screen_20260910,upper_only,syn_500sku_seed1005,500,TIGHT,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,3.906,1,0.0,1,0.0,1,2.0,1,1
screen_20260910,upper_only,syn_500sku_seed1005,1000,HIST,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,3.881,1,0.0,1,0.0,1,0.0,1,1
screen_20260910,upper_only,syn_500sku_seed1005,1000,HIST+ACT,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,3.881,1,0.0,1,0.0,1,0.0,1,1
screen_20260910,upper_only,syn_500sku_seed1005,1000,NOM,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,2.0,1,0.10725974441584551,1,3.816,1,0.00187458484099451,1,0.0,1,3.0,1,0
screen_20260910,upper_only,syn_500sku_seed1005,1000,TIGHT,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,3.847,1,0.0,1,0.0,1,3.0,1,1
screen_20260910,upper_only,syn_500sku_seed1006,250,HIST,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,1.0,1,0.20952367041283415,1,3.784,1,0.0020952367041283415,1,0.0,1,1.0,1,0
screen_20260910,upper_only,syn_500sku_seed1006,250,HIST+ACT,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,1.0,1,0.20952367041283415,1,3.784,1,0.0020952367041283415,1,0.0,1,1.0,1,0
screen_20260910,upper_only,syn_500sku_seed1006,250,NOM,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,1.0,1,1.3322181371329624,1,3.764,1,0.013322181371329624,1,0.0,1,2.0,1,0
screen_20260910,upper_only,syn_500sku_seed1006,250,TIGHT,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,2.0,1,0.45010105613857593,1,3.732,1,0.007023131532683244,1,0.0,1,3.0,1,0
screen_20260910,upper_only,syn_500sku_seed1006,500,HIST,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,3.84,1,0.0,1,0.0,1,0.0,1,1
screen_20260910,upper_only,syn_500sku_seed1006,500,HIST+ACT,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,3.84,1,0.0,1,0.0,1,0.0,1,1
screen_20260910,upper_only,syn_500sku_seed1006,500,NOM,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,1.0,1,0.6427795289530766,1,3.838,1,0.006427795289530766,1,0.0,1,3.0,1,0
screen_20260910,upper_only,syn_500sku_seed1006,500,TIGHT,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,1.0,1,0.1489459900056132,1,3.808,1,0.0014894599000561319,1,0.0,1,3.0,1,0
screen_20260910,upper_only,syn_500sku_seed1006,1000,HIST,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,3.906,1,0.0,1,0.0,1,0.0,1,1
screen_20260910,upper_only,syn_500sku_seed1006,1000,HIST+ACT,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,3.906,1,0.0,1,0.0,1,0.0,1,1
screen_20260910,upper_only,syn_500sku_seed1006,1000,NOM,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,3.876,1,0.0,1,0.0,1,2.0,1,1
screen_20260910,upper_only,syn_500sku_seed1006,1000,TIGHT,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,1.0,1,0.3172338713182339,1,3.849,1,0.003172338713182339,1,0.0,1,2.0,1,0
screen_20260910,upper_only,syn_500sku_seed1007,250,HIST,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,2.0,1,0.44522849382699337,1,3.948,1,0.00735606746953901,1,0.0,1,2.0,1,0
screen_20260910,upper_only,syn_500sku_seed1007,250,HIST+ACT,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,2.0,1,0.44522849382699337,1,3.948,1,0.00735606746953901,1,0.0,1,2.0,1,0
screen_20260910,upper_only,syn_500sku_seed1007,250,NOM,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,2.0,1,0.768984058375759,1,3.716,1,0.008974845292282839,1,0.0,1,3.0,1,0
screen_20260910,upper_only,syn_500sku_seed1007,250,TIGHT,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,1.0,1,0.6488534565016623,1,3.776,1,0.006488534565016623,1,0.0,1,3.0,1,0
screen_20260910,upper_only,syn_500sku_seed1007,500,HIST,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,3.844,1,0.0,1,0.0,1,0.0,1,1
screen_20260910,upper_only,syn_500sku_seed1007,500,HIST+ACT,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,3.844,1,0.0,1,0.0,1,0.0,1,1
screen_20260910,upper_only,syn_500sku_seed1007,500,NOM,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,1.0,1,0.2511981317332818,1,3.806,1,0.0025119813173328184,1,0.0,1,2.0,1,0
screen_20260910,upper_only,syn_500sku_seed1007,500,TIGHT,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,1.0,1,0.2524758665649722,1,3.81,1,0.002524758665649722,1,0.0,1,2.0,1,0
screen_20260910,upper_only,syn_500sku_seed1007,1000,HIST,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,3.788,1,0.0,1,0.0,1,1.0,1,1
screen_20260910,upper_only,syn_500sku_seed1007,1000,HIST+ACT,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,3.788,1,0.0,1,0.0,1,1.0,1,1
screen_20260910,upper_only,syn_500sku_seed1007,1000,NOM,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,2.0,1,0.4112783303439299,1,3.775,1,0.004455518626967198,1,0.0,1,3.0,1,0
screen_20260910,upper_only,syn_500sku_seed1007,1000,TIGHT,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,3.813,1,0.0,1,0.0,1,3.0,1,1
screen_20260910,upper_only,syn_500sku_seed1008,250,HIST,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,1.0,1,0.13463946390799558,1,3.96,1,0.0013463946390799557,1,0.0,1,1.0,1,0
screen_20260910,upper_only,syn_500sku_seed1008,250,HIST+ACT,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,1.0,1,0.13463946390799558,1,3.96,1,0.0013463946390799557,1,0.0,1,1.0,1,0
screen_20260910,upper_only,syn_500sku_seed1008,250,NOM,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,2.0,1,0.29470348951823966,1,3.772,1,0.0034071638040475945,1,0.0,1,2.0,1,0
screen_20260910,upper_only,syn_500sku_seed1008,250,TIGHT,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,3.816,1,0.0,1,0.0,1,2.0,1,1
screen_20260910,upper_only,syn_500sku_seed1008,500,HIST,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,3.744,1,0.0,1,0.0,1,0.0,1,1
screen_20260910,upper_only,syn_500sku_seed1008,500,HIST+ACT,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,3.744,1,0.0,1,0.0,1,0.0,1,1
screen_20260910,upper_only,syn_500sku_seed1008,500,NOM,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,3.778,1,0.0,1,0.0,1,2.0,1,1
screen_20260910,upper_only,syn_500sku_seed1008,500,TIGHT,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,3.77,1,0.0,1,0.0,1,2.0,1,1
screen_20260910,upper_only,syn_500sku_seed1008,1000,HIST,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,1.0,1,0.14722774144145206,1,3.777,1,0.0014722774144145206,1,0.0,1,1.0,1,0
screen_20260910,upper_only,syn_500sku_seed1008,1000,HIST+ACT,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,1.0,1,0.14722774144145206,1,3.777,1,0.0014722774144145206,1,0.0,1,1.0,1,0
screen_20260910,upper_only,syn_500sku_seed1008,1000,NOM,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,3.769,1,0.0,1,0.0,1,3.0,1,1
screen_20260910,upper_only,syn_500sku_seed1008,1000,TIGHT,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,3.78,1,0.0,1,0.0,1,2.0,1,1
screen_20260910,upper_only,syn_500sku_seed1009,250,HIST,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,4.004,1,0.0,1,0.0,1,0.0,1,1
screen_20260910,upper_only,syn_500sku_seed1009,250,HIST+ACT,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,4.004,1,0.0,1,0.0,1,0.0,1,1
screen_20260910,upper_only,syn_500sku_seed1009,250,NOM,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,1.0,1,0.2679574401688282,1,3.74,1,0.0026795744016882826,1,0.0,1,2.0,1,0
screen_20260910,upper_only,syn_500sku_seed1009,250,TIGHT,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,1.0,1,0.8483886176149311,1,3.692,1,0.00848388617614931,1,0.0,1,1.0,1,0
screen_20260910,upper_only,syn_500sku_seed1009,500,HIST,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,1.0,1,0.21826234903308483,1,3.79,1,0.0021826234903308483,1,0.0,1,1.0,1,0
screen_20260910,upper_only,syn_500sku_seed1009,500,HIST+ACT,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,1.0,1,0.21826234903308483,1,3.79,1,0.0021826234903308483,1,0.0,1,1.0,1,0
screen_20260910,upper_only,syn_500sku_seed1009,500,NOM,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,1.0,1,0.9570269704162164,1,3.802,1,0.009570269704162164,1,0.0,1,3.0,1,0
screen_20260910,upper_only,syn_500sku_seed1009,500,TIGHT,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,3.794,1,0.0,1,0.0,1,3.0,1,1
screen_20260910,upper_only,syn_500sku_seed1009,1000,HIST,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,3.821,1,0.0,1,0.0,1,0.0,1,1
screen_20260910,upper_only,syn_500sku_seed1009,1000,HIST+ACT,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,3.821,1,0.0,1,0.0,1,0.0,1,1
screen_20260910,upper_only,syn_500sku_seed1009,1000,NOM,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,1.0,1,0.8205892954666681,1,3.82,1,0.008205892954666682,1,0.0,1,2.0,1,0
screen_20260910,upper_only,syn_500sku_seed1009,1000,TIGHT,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,3.81,1,0.0,1,0.0,1,4.0,1,1
screen_20260910,upper_only,syn_500sku_seed1010,250,HIST,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,1.0,1,2.026899192567814,1,3.872,1,0.02026899192567814,1,0.0,1,1.0,1,0
screen_20260910,upper_only,syn_500sku_seed1010,250,HIST+ACT,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,1.0,1,2.026899192567814,1,3.872,1,0.02026899192567814,1,0.0,1,1.0,1,0
screen_20260910,upper_only,syn_500sku_seed1010,250,NOM,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,1.0,1,0.6949913206087953,1,3.792,1,0.0069499132060879525,1,0.0,1,2.0,1,0
screen_20260910,upper_only,syn_500sku_seed1010,250,TIGHT,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,2.0,1,0.9304643902558072,1,3.844,1,0.011590836766469204,1,0.0,1,2.0,1,0
screen_20260910,upper_only,syn_500sku_seed1010,500,HIST,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,1.0,1,0.37798024170179556,1,3.894,1,0.0037798024170179554,1,0.0,1,1.0,1,0
screen_20260910,upper_only,syn_500sku_seed1010,500,HIST+ACT,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,1.0,1,0.37798024170179556,1,3.894,1,0.0037798024170179554,1,0.0,1,1.0,1,0
screen_20260910,upper_only,syn_500sku_seed1010,500,NOM,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,1.0,1,0.12098191595307631,1,3.856,1,0.001209819159530763,1,0.0,1,3.0,1,0
screen_20260910,upper_only,syn_500sku_seed1010,500,TIGHT,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,2.0,1,0.3174766313552017,1,3.852,1,0.006172249153022545,1,0.0,1,3.0,1,0
screen_20260910,upper_only,syn_500sku_seed1010,1000,HIST,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,1.0,1,0.11666419359961423,1,3.818,1,0.0011666419359961423,1,0.0,1,1.0,1,0
screen_20260910,upper_only,syn_500sku_seed1010,1000,HIST+ACT,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,1.0,1,0.11666419359961423,1,3.818,1,0.0011666419359961423,1,0.0,1,1.0,1,0
screen_20260910,upper_only,syn_500sku_seed1010,1000,NOM,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,2.0,1,0.10582578421479143,1,3.793,1,0.0017287203596663351,1,0.0,1,3.0,1,0
screen_20260910,upper_only,syn_500sku_seed1010,1000,TIGHT,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,1.0,1,0.7436799029120801,1,3.826,1,0.007436799029120801,1,0.0,1,2.0,1,0
screen_20260910,upper_only,syn_50sku_seed1001,25,HIST,0.01,0.01,0.5,visits,50,1,0,0,,0,1,1,,0,,0,,0,,0,,0,,0,,0,0
screen_20260910,upper_only,syn_50sku_seed1001,25,HIST+ACT,0.01,0.01,0.5,visits,50,1,0,0,,0,1,1,,0,,0,,0,,0,,0,,0,,0,0
screen_20260910,upper_only,syn_50sku_seed1001,25,NOM,0.01,0.01,0.5,visits,50,1,1,0,,1,1,1,0.0,1,3.0,1,0.6505725207022318,1,3.96,1,0.010968465900793228,1,0.0,1,3.0,1,0
screen_20260910,upper_only,syn_50sku_seed1001,25,TIGHT,0.01,0.01,0.5,visits,50,1,1,0,,1,1,1,0.0,1,1.0,1,1.2323737773929462,1,3.96,1,0.012323737773929462,1,0.0,1,3.0,1,0
screen_20260910,upper_only,syn_50sku_seed1001,50,HIST,0.01,0.01,0.5,visits,50,1,0,0,,0,1,1,,0,,0,,0,,0,,0,,0,,0,0
screen_20260910,upper_only,syn_50sku_seed1001,50,HIST+ACT,0.01,0.01,0.5,visits,50,1,0,0,,0,1,1,,0,,0,,0,,0,,0,,0,,0,0
screen_20260910,upper_only,syn_50sku_seed1001,50,NOM,0.01,0.01,0.5,visits,50,1,1,0,,1,1,1,0.0,1,2.0,1,2.0115350332175583,1,3.8,1,0.03819244473132003,1,0.0,1,3.0,1,0
screen_20260910,upper_only,syn_50sku_seed1001,50,TIGHT,0.01,0.01,0.5,visits,50,1,1,0,,1,1,1,0.0,1,2.0,1,2.6404658508276215,1,3.76,1,0.027489253142824525,1,0.0,1,2.0,1,0
screen_20260910,upper_only,syn_50sku_seed1001,100,HIST,0.01,0.01,0.5,visits,50,1,1,0,,1,1,1,0.0,1,1.0,1,0.7394438547597019,1,4.11,1,0.007394438547597019,1,0.0,1,1.0,1,0
screen_20260910,upper_only,syn_50sku_seed1001,100,HIST+ACT,0.01,0.01,0.5,visits,50,1,1,0,,1,1,1,0.0,1,1.0,1,0.7394438547597019,1,4.11,1,0.007394438547597019,1,0.0,1,1.0,1,0
screen_20260910,upper_only,syn_50sku_seed1001,100,NOM,0.01,0.01,0.5,visits,50,1,1,0,,1,1,1,0.0,1,2.0,1,2.8514533679197624,1,3.74,1,0.03359690349288878,1,0.0,1,2.0,1,0
screen_20260910,upper_only,syn_50sku_seed1001,100,TIGHT,0.01,0.01,0.5,visits,50,1,1,0,,1,1,1,0.0,1,1.0,1,3.455391452913831,1,3.77,1,0.03455391452913831,1,0.0,1,2.0,1,0
screen_20260910,upper_only,syn_50sku_seed1002,25,HIST,0.01,0.01,0.5,visits,50,1,0,0,,0,1,1,,0,,0,,0,,0,,0,,0,,0,0
screen_20260910,upper_only,syn_50sku_seed1002,25,HIST+ACT,0.01,0.01,0.5,visits,50,1,0,0,,0,1,1,,0,,0,,0,,0,,0,,0,,0,0
screen_20260910,upper_only,syn_50sku_seed1002,25,NOM,0.01,0.01,0.5,visits,50,1,1,0,,1,1,1,0.0,1,1.0,1,0.37371311675894425,1,3.64,1,0.0037371311675894426,1,0.0,1,2.0,1,0
