campaign,rule,stage,dataset_id,arm,n,allocation_returned,authorized_rows,retries,scored,status:COMPLETE,status:NUMERICAL_ISSUE,status:NO_INCUMBENT_LIMIT
screen_20260910,upper_only,screen,syn_50sku_seed1006,NOM,25,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1006,NOM,50,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1006,NOM,100,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1006,TIGHT,25,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1006,TIGHT,50,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1006,TIGHT,100,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1007,HIST,25,0,1,0,0,,,1
screen_20260910,upper_only,screen,syn_50sku_seed1007,HIST,50,0,1,0,0,,,1
screen_20260910,upper_only,screen,syn_50sku_seed1007,HIST,100,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1007,HIST+ACT,25,0,1,0,0,,,1
screen_20260910,upper_only,screen,syn_50sku_seed1007,HIST+ACT,50,0,1,0,0,,,1
screen_20260910,upper_only,screen,syn_50sku_seed1007,HIST+ACT,100,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1007,NOM,25,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1007,NOM,50,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1007,NOM,100,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1007,TIGHT,25,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1007,TIGHT,50,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1007,TIGHT,100,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1008,HIST,25,0,1,0,0,,,1
screen_20260910,upper_only,screen,syn_50sku_seed1008,HIST,50,0,1,0,0,,,1
screen_20260910,upper_only,screen,syn_50sku_seed1008,HIST,100,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1008,HIST+ACT,25,0,1,0,0,,,1
screen_20260910,upper_only,screen,syn_50sku_seed1008,HIST+ACT,50,0,1,0,0,,,1
screen_20260910,upper_only,screen,syn_50sku_seed1008,HIST+ACT,100,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1008,NOM,25,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1008,NOM,50,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1008,NOM,100,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1008,TIGHT,25,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1008,TIGHT,50,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1008,TIGHT,100,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1009,HIST,25,0,1,0,0,,,1
screen_20260910,upper_only,screen,syn_50sku_seed1009,HIST,50,0,1,0,0,,,1
screen_20260910,upper_only,screen,syn_50sku_seed1009,HIST,100,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1009,HIST+ACT,25,0,1,0,0,,,1
screen_20260910,upper_only,screen,syn_50sku_seed1009,HIST+ACT,50,0,1,0,0,,,1
screen_20260910,upper_only,screen,syn_50sku_seed1009,HIST+ACT,100,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1009,NOM,25,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1009,NOM,50,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1009,NOM,100,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1009,TIGHT,25,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1009,TIGHT,50,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1009,TIGHT,100,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1010,HIST,25,0,1,0,0,,,1
screen_20260910,upper_only,screen,syn_50sku_seed1010,HIST,50,0,1,0,0,,,1
screen_20260910,upper_only,screen,syn_50sku_seed1010,HIST,100,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1010,HIST+ACT,25,0,1,0,0,,,1
screen_20260910,upper_only,screen,syn_50sku_seed1010,HIST+ACT,50,0,1,0,0,,,1
screen_20260910,upper_only,screen,syn_50sku_seed1010,HIST+ACT,100,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1010,NOM,25,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1010,NOM,50,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1010,NOM,100,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1010,TIGHT,25,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1010,TIGHT,50,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1010,TIGHT,100,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1011,HIST,25,0,1,0,0,,,1
screen_20260910,upper_only,screen,syn_50sku_seed1011,HIST,50,0,1,0,0,,,1
screen_20260910,upper_only,screen,syn_50sku_seed1011,HIST,100,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1011,HIST+ACT,25,0,1,0,0,,,1
screen_20260910,upper_only,screen,syn_50sku_seed1011,HIST+ACT,50,0,1,0,0,,,1
screen_20260910,upper_only,screen,syn_50sku_seed1011,HIST+ACT,100,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1011,NOM,25,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1011,NOM,50,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1011,NOM,100,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1011,TIGHT,25,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1011,TIGHT,50,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1011,TIGHT,100,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1012,HIST,25,0,1,0,0,,,1
screen_20260910,upper_only,screen,syn_50sku_seed1012,HIST,50,0,1,0,0,,,1
screen_20260910,upper_only,screen,syn_50sku_seed1012,HIST,100,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1012,HIST+ACT,25,0,1,0,0,,,1
screen_20260910,upper_only,screen,syn_50sku_seed1012,HIST+ACT,50,0,1,0,0,,,1
screen_20260910,upper_only,screen,syn_50sku_seed1012,HIST+ACT,100,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1012,NOM,25,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1012,NOM,50,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1012,NOM,100,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1012,TIGHT,25,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1012,TIGHT,50,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1012,TIGHT,100,1,1,0,1,1,,
ts_b01_20260912,two_sided,sensitivity,BERNER,HIST,10937,1,1,0,1,1,,
ts_b01_20260912,two_sided,sensitivity,BERNER,HIST,21874,1,1,0,1,1,,
ts_b01_20260912,two_sided,sensitivity,BERNER,HIST,43748,1,1,0,1,1,,
ts_b01_20260912,two_sided,sensitivity,BERNER,HIST+ACT,10937,1,1,0,1,1,,
ts_b01_20260912,two_sided,sensitivity,BERNER,HIST+ACT,21874,1,1,0,1,1,,
ts_b01_20260912,two_sided,sensitivity,BERNER,HIST+ACT,43748,1,1,0,1,1,,
ts_b01_20260912,two_sided,sensitivity,BERNER,NOM,10937,1,1,0,1,1,,
ts_b01_20260912,two_sided,sensitivity,BERNER,NOM,21874,1,1,0,1,1,,
ts_b01_20260912,two_sided,sensitivity,BERNER,NOM,43748,1,1,0,1,1,,
ts_b01_20260912,two_sided,sensitivity,BERNER,TIGHT,10937,1,1,0,1,1,,
ts_b01_20260912,two_sided,sensitivity,BERNER,TIGHT,21874,1,1,0,1,1,,
ts_b01_20260912,two_sided,sensitivity,BERNER,TIGHT,43748,1,1,0,1,1,,
ts_b03_20260912,two_sided,sensitivity,BERNER,HIST,10937,1,1,0,1,1,,
ts_b03_20260912,two_sided,sensitivity,BERNER,HIST,21874,1,1,0,1,1,,
ts_b03_20260912,two_sided,sensitivity,BERNER,HIST,43748,1,1,0,1,1,,
ts_b03_20260912,two_sided,sensitivity,BERNER,HIST+ACT,10937,1,1,0,1,1,,
ts_b03_20260912,two_sided,sensitivity,BERNER,HIST+ACT,21874,1,1,0,1,1,,
ts_b03_20260912,two_sided,sensitivity,BERNER,HIST+ACT,43748,1,1,0,1,1,,
ts_b03_20260912,two_sided,sensitivity,BERNER,NOM,10937,1,1,0,1,1,,
ts_b03_20260912,two_sided,sensitivity,BERNER,NOM,21874,1,1,0,1,1,,
ts_b03_20260912,two_sided,sensitivity,BERNER,NOM,43748,1,1,0,1,1,,
ts_b03_20260912,two_sided,sensitivity,BERNER,TIGHT,10937,1,1,0,1,1,,
ts_b03_20260912,two_sided,sensitivity,BERNER,TIGHT,21874,1,1,0,1,1,,
ts_b03_20260912,two_sided,sensitivity,BERNER,TIGHT,43748,1,1,0,1,1,,
ts_d02_20260912,two_sided,screen,BERNER,HIST,10937,1,1,0,1,1,,
ts_d02_20260912,two_sided,screen,BERNER,HIST,21874,1,1,0,1,1,,
ts_d02_20260912,two_sided,screen,BERNER,HIST,43748,1,1,0,1,1,,
ts_d02_20260912,two_sided,screen,BERNER,HIST+ACT,10937,1,1,0,1,1,,
ts_d02_20260912,two_sided,screen,BERNER,HIST+ACT,21874,1,1,0,1,1,,
ts_d02_20260912,two_sided,screen,BERNER,HIST+ACT,43748,1,1,0,1,1,,
ts_d02_20260912,two_sided,screen,BERNER,NOM,10937,1,1,0,1,1,,
ts_d02_20260912,two_sided,screen,BERNER,NOM,21874,1,1,0,1,1,,
ts_d02_20260912,two_sided,screen,BERNER,NOM,43748,1,1,0,1,1,,
ts_d02_20260912,two_sided,screen,BERNER,TIGHT,10937,1,1,0,1,1,,
ts_d02_20260912,two_sided,screen,BERNER,TIGHT,21874,1,1,0,1,1,,
ts_d02_20260912,two_sided,screen,BERNER,TIGHT,43748,1,1,0,1,1,,
ts_d02_20260912,two_sided,screen,syn_1000sku_seed1001,HIST,500,1,1,0,1,1,,
ts_d02_20260912,two_sided,screen,syn_1000sku_seed1001,HIST,1000,1,1,0,1,1,,
ts_d02_20260912,two_sided,screen,syn_1000sku_seed1001,HIST,2000,1,1,0,1,1,,
ts_d02_20260912,two_sided,screen,syn_1000sku_seed1001,HIST+ACT,500,1,1,0,1,1,,
ts_d02_20260912,two_sided,screen,syn_1000sku_seed1001,HIST+ACT,1000,1,1,0,1,1,,
ts_d02_20260912,two_sided,screen,syn_1000sku_seed1001,HIST+ACT,2000,1,1,0,1,1,,
ts_d02_20260912,two_sided,screen,syn_1000sku_seed1001,NOM,500,1,1,0,1,1,,
ts_d02_20260912,two_sided,screen,syn_1000sku_seed1001,NOM,1000,1,1,0,1,1,,
ts_d02_20260912,two_sided,screen,syn_1000sku_seed1001,NOM,2000,1,1,0,1,1,,
ts_d02_20260912,two_sided,screen,syn_1000sku_seed1001,TIGHT,500,1,1,0,1,1,,
ts_d02_20260912,two_sided,screen,syn_1000sku_seed1001,TIGHT,1000,1,1,0,1,1,,
ts_d02_20260912,two_sided,screen,syn_1000sku_seed1001,TIGHT,2000,1,1,0,1,1,,
ts_d02_20260912,two_sided,screen,syn_2000sku_seed1001,HIST,1000,1,1,0,1,1,,
ts_d02_20260912,two_sided,screen,syn_2000sku_seed1001,HIST,2000,1,1,0,1,1,,
ts_d02_20260912,two_sided,screen,syn_2000sku_seed1001,HIST,4000,1,1,0,1,1,,
ts_d02_20260912,two_sided,screen,syn_2000sku_seed1001,HIST+ACT,1000,1,1,0,1,1,,
ts_d02_20260912,two_sided,screen,syn_2000sku_seed1001,HIST+ACT,2000,1,1,0,1,1,,
ts_d02_20260912,two_sided,screen,syn_2000sku_seed1001,HIST+ACT,4000,1,1,0,1,1,,
ts_d02_20260912,two_sided,screen,syn_2000sku_seed1001,NOM,1000,1,1,0,1,1,,
ts_d02_20260912,two_sided,screen,syn_2000sku_seed1001,NOM,2000,1,1,0,1,1,,
ts_d02_20260912,two_sided,screen,syn_2000sku_seed1001,NOM,4000,1,1,0,1,1,,
ts_d02_20260912,two_sided,screen,syn_2000sku_seed1001,TIGHT,1000,1,1,0,1,1,,
ts_d02_20260912,two_sided,screen,syn_2000sku_seed1001,TIGHT,2000,1,1,0,1,1,,
ts_d02_20260912,two_sided,screen,syn_2000sku_seed1001,TIGHT,4000,1,1,0,1,1,,
ts_d02_20260912,two_sided,screen,syn_500sku_seed1001,HIST,250,1,1,0,1,1,,
ts_d02_20260912,two_sided,screen,syn_500sku_seed1001,HIST,500,1,1,0,1,1,,
ts_d02_20260912,two_sided,screen,syn_500sku_seed1001,HIST,1000,1,1,0,1,1,,
ts_d02_20260912,two_sided,screen,syn_500sku_seed1001,HIST+ACT,250,1,1,0,1,1,,
ts_d02_20260912,two_sided,screen,syn_500sku_seed1001,HIST+ACT,500,1,1,0,1,1,,
ts_d02_20260912,two_sided,screen,syn_500sku_seed1001,HIST+ACT,1000,1,1,0,1,1,,
ts_d02_20260912,two_sided,screen,syn_500sku_seed1001,NOM,250,1,1,0,1,1,,
ts_d02_20260912,two_sided,screen,syn_500sku_seed1001,NOM,500,1,1,0,1,1,,
ts_d02_20260912,two_sided,screen,syn_500sku_seed1001,NOM,1000,1,1,0,1,1,,
ts_d02_20260912,two_sided,screen,syn_500sku_seed1001,TIGHT,250,1,1,0,1,1,,
ts_d02_20260912,two_sided,screen,syn_500sku_seed1001,TIGHT,500,1,1,0,1,1,,
ts_d02_20260912,two_sided,screen,syn_500sku_seed1001,TIGHT,1000,1,1,0,1,1,,
ts_d02_20260912,two_sided,screen,syn_50sku_seed1001,HIST,25,0,1,0,0,,,1
ts_d02_20260912,two_sided,screen,syn_50sku_seed1001,HIST,50,1,1,0,1,1,,
ts_d02_20260912,two_sided,screen,syn_50sku_seed1001,HIST,100,1,1,0,1,1,,
ts_d02_20260912,two_sided,screen,syn_50sku_seed1001,HIST+ACT,25,0,1,0,0,,,1
ts_d02_20260912,two_sided,screen,syn_50sku_seed1001,HIST+ACT,50,1,1,0,1,1,,
ts_d02_20260912,two_sided,screen,syn_50sku_seed1001,HIST+ACT,100,1,1,0,1,1,,
ts_d02_20260912,two_sided,screen,syn_50sku_seed1001,NOM,25,1,1,0,1,1,,
ts_d02_20260912,two_sided,screen,syn_50sku_seed1001,NOM,50,1,1,0,1,1,,
ts_d02_20260912,two_sided,screen,syn_50sku_seed1001,NOM,100,1,1,0,1,1,,
ts_d02_20260912,two_sided,screen,syn_50sku_seed1001,TIGHT,25,1,1,0,1,1,,
ts_d02_20260912,two_sided,screen,syn_50sku_seed1001,TIGHT,50,1,1,0,1,1,,
ts_d02_20260912,two_sided,screen,syn_50sku_seed1001,TIGHT,100,1,1,0,1,1,,
