campaign,rule,dataset_id,origin,n,seed,delta,nu,tightening,solve_mode,catalogue_size,baseline,arm,both_scored,arm_status,baseline_status,joint_pass_arm,joint_pass_baseline,joint_pass_diff,violation_count_arm,violation_count_baseline,violation_count_diff,worst_excess_pp_arm,worst_excess_pp_baseline,worst_excess_pp_diff,mean_visits_arm,mean_visits_baseline,mean_visits_diff,positive_excess_sum_arm,positive_excess_sum_baseline,positive_excess_sum_diff,activation_mass_arm,activation_mass_baseline,activation_mass_diff,station_novelty_count_arm,station_novelty_count_baseline,station_novelty_count_diff,visit_cost_pct
screen_20260910,upper_only,syn_2000sku_seed1003,51627,2000,11,0.01,0.01,0.5,visits,2000,NOM,TIGHT,True,COMPLETE,COMPLETE,True,True,0.0,0,0,0.0,0.0,0.0,0.0,6.532,6.5415,-0.009500000000000064,0.0,0.0,0.0,0.0,0.0,0.0,10,9,1.0,-0.1452266299778348
screen_20260910,upper_only,syn_2000sku_seed1003,51627,2000,11,0.01,0.01,0.5,visits,2000,TIGHT,HIST,True,COMPLETE,COMPLETE,True,True,0.0,0,0,0.0,0.0,0.0,0.0,6.527,6.532,-0.004999999999999893,0.0,0.0,0.0,0.0,0.0,0.0,0,10,-10.0,-0.07654623392528924
screen_20260910,upper_only,syn_2000sku_seed1003,51627,2000,11,0.01,0.01,0.5,visits,2000,TIGHT,HIST+ACT,True,COMPLETE,COMPLETE,True,True,0.0,0,0,0.0,0.0,0.0,0.0,6.527,6.532,-0.004999999999999893,0.0,0.0,0.0,0.0,0.0,0.0,0,10,-10.0,-0.07654623392528924
screen_20260910,upper_only,syn_2000sku_seed1003,51627,2000,11,0.01,0.01,0.5,visits,2000,TIGHT,NOM,True,COMPLETE,COMPLETE,True,True,0.0,0,0,0.0,0.0,0.0,0.0,6.5415,6.532,0.009500000000000064,0.0,0.0,0.0,0.0,0.0,0.0,9,10,-1.0,0.14543784445805363
screen_20260910,upper_only,syn_2000sku_seed1003,51627,4000,11,0.01,0.01,0.5,visits,2000,NOM,HIST,True,COMPLETE,COMPLETE,False,False,0.0,1,1,0.0,0.12347632584592225,0.25218272667667735,-0.1287064008307551,6.5555,6.5255,0.03000000000000025,0.0012347632584592224,0.002521827266766773,-0.0012870640083075507,0.0,0.0,0.0,2,10,-8.0,0.4597348862156195
screen_20260910,upper_only,syn_2000sku_seed1003,51627,4000,11,0.01,0.01,0.5,visits,2000,NOM,HIST+ACT,True,COMPLETE,COMPLETE,False,False,0.0,1,1,0.0,0.12347632584592225,0.25218272667667735,-0.1287064008307551,6.5555,6.5255,0.03000000000000025,0.0012347632584592224,0.002521827266766773,-0.0012870640083075507,0.0,0.0,0.0,2,10,-8.0,0.4597348862156195
screen_20260910,upper_only,syn_2000sku_seed1003,51627,4000,11,0.01,0.01,0.5,visits,2000,NOM,TIGHT,True,COMPLETE,COMPLETE,True,False,1.0,0,1,-1.0,0.0,0.25218272667667735,-0.25218272667667735,6.53025,6.5255,0.004749999999999588,0.0,0.002521827266766773,-0.002521827266766773,0.0,0.0,0.0,10,10,0.0,0.07279135698413283
screen_20260910,upper_only,syn_2000sku_seed1003,51627,4000,11,0.01,0.01,0.5,visits,2000,TIGHT,HIST,True,COMPLETE,COMPLETE,False,True,-1.0,1,0,1.0,0.12347632584592225,0.0,0.12347632584592225,6.5555,6.53025,0.02525000000000066,0.0012347632584592224,0.0,0.0012347632584592224,0.0,0.0,0.0,2,10,-8.0,0.3866620726618531
screen_20260910,upper_only,syn_2000sku_seed1003,51627,4000,11,0.01,0.01,0.5,visits,2000,TIGHT,HIST+ACT,True,COMPLETE,COMPLETE,False,True,-1.0,1,0,1.0,0.12347632584592225,0.0,0.12347632584592225,6.5555,6.53025,0.02525000000000066,0.0012347632584592224,0.0,0.0012347632584592224,0.0,0.0,0.0,2,10,-8.0,0.3866620726618531
screen_20260910,upper_only,syn_2000sku_seed1003,51627,4000,11,0.01,0.01,0.5,visits,2000,TIGHT,NOM,True,COMPLETE,COMPLETE,False,True,-1.0,1,0,1.0,0.25218272667667735,0.0,0.25218272667667735,6.5255,6.53025,-0.004749999999999588,0.002521827266766773,0.0,0.002521827266766773,0.0,0.0,0.0,10,10,0.0,-0.07273840970865722
screen_20260910,upper_only,syn_500sku_seed1001,16830,250,11,0.01,0.01,0.5,visits,500,NOM,HIST,True,COMPLETE,COMPLETE,False,False,0.0,1,2,-1.0,0.7302611510595389,1.1360797016784925,-0.40581855061895356,3.972,3.648,0.32399999999999984,0.0073026115105953885,0.018663408527380312,-0.011360797016784923,0.0,0.0,0.0,1,3,-2.0,8.881578947368416
screen_20260910,upper_only,syn_500sku_seed1001,16830,250,11,0.01,0.01,0.5,visits,500,NOM,HIST+ACT,True,COMPLETE,COMPLETE,False,False,0.0,1,2,-1.0,0.7302611510595389,1.1360797016784925,-0.40581855061895356,3.972,3.648,0.32399999999999984,0.0073026115105953885,0.018663408527380312,-0.011360797016784923,0.0,0.0,0.0,1,3,-2.0,8.881578947368416
screen_20260910,upper_only,syn_500sku_seed1001,16830,250,11,0.01,0.01,0.5,visits,500,NOM,TIGHT,True,COMPLETE,COMPLETE,False,False,0.0,1,2,-1.0,0.9316886375535577,1.1360797016784925,-0.2043910641249348,3.648,3.648,0.0,0.009316886375535577,0.018663408527380312,-0.009346522151844736,0.0,0.0,0.0,3,3,0.0,0.0
screen_20260910,upper_only,syn_500sku_seed1001,16830,250,11,0.01,0.01,0.5,visits,500,TIGHT,HIST,True,COMPLETE,COMPLETE,False,False,0.0,1,1,0.0,0.7302611510595389,0.9316886375535577,-0.20142748649401876,3.972,3.648,0.32399999999999984,0.0073026115105953885,0.009316886375535577,-0.002014274864940188,0.0,0.0,0.0,1,3,-2.0,8.881578947368416
screen_20260910,upper_only,syn_500sku_seed1001,16830,250,11,0.01,0.01,0.5,visits,500,TIGHT,HIST+ACT,True,COMPLETE,COMPLETE,False,False,0.0,1,1,0.0,0.7302611510595389,0.9316886375535577,-0.20142748649401876,3.972,3.648,0.32399999999999984,0.0073026115105953885,0.009316886375535577,-0.002014274864940188,0.0,0.0,0.0,1,3,-2.0,8.881578947368416
screen_20260910,upper_only,syn_500sku_seed1001,16830,250,11,0.01,0.01,0.5,visits,500,TIGHT,NOM,True,COMPLETE,COMPLETE,False,False,0.0,2,1,1.0,1.1360797016784925,0.9316886375535577,0.2043910641249348,3.648,3.648,0.0,0.018663408527380312,0.009316886375535577,0.009346522151844736,0.0,0.0,0.0,3,3,0.0,0.0
screen_20260910,upper_only,syn_500sku_seed1001,16830,500,11,0.01,0.01,0.5,visits,500,NOM,HIST,True,COMPLETE,COMPLETE,False,False,0.0,1,1,0.0,0.09009908937718317,1.7092364185477842,-1.619137329170601,3.704,3.66,0.04400000000000004,0.0009009908937718316,0.017092364185477844,-0.016191373291706012,0.0,0.0,0.0,1,3,-2.0,1.2021857923497279
screen_20260910,upper_only,syn_500sku_seed1001,16830,500,11,0.01,0.01,0.5,visits,500,NOM,HIST+ACT,True,COMPLETE,COMPLETE,False,False,0.0,1,1,0.0,0.09009908937718317,1.7092364185477842,-1.619137329170601,3.704,3.66,0.04400000000000004,0.0009009908937718316,0.017092364185477844,-0.016191373291706012,0.0,0.0,0.0,1,3,-2.0,1.2021857923497279
screen_20260910,upper_only,syn_500sku_seed1001,16830,500,11,0.01,0.01,0.5,visits,500,NOM,TIGHT,True,COMPLETE,COMPLETE,False,False,0.0,1,1,0.0,0.6090611652254866,1.7092364185477842,-1.1001752533222975,3.618,3.66,-0.04200000000000026,0.006090611652254866,0.017092364185477844,-0.011001752533222978,0.0,0.0,0.0,2,3,-1.0,-1.1475409836065644
screen_20260910,upper_only,syn_500sku_seed1001,16830,500,11,0.01,0.01,0.5,visits,500,TIGHT,HIST,True,COMPLETE,COMPLETE,False,False,0.0,1,1,0.0,0.09009908937718317,0.6090611652254866,-0.5189620758483035,3.704,3.618,0.0860000000000003,0.0009009908937718316,0.006090611652254866,-0.005189620758483034,0.0,0.0,0.0,1,2,-1.0,2.3770038695411912
screen_20260910,upper_only,syn_500sku_seed1001,16830,500,11,0.01,0.01,0.5,visits,500,TIGHT,HIST+ACT,True,COMPLETE,COMPLETE,False,False,0.0,1,1,0.0,0.09009908937718317,0.6090611652254866,-0.5189620758483035,3.704,3.618,0.0860000000000003,0.0009009908937718316,0.006090611652254866,-0.005189620758483034,0.0,0.0,0.0,1,2,-1.0,2.3770038695411912
screen_20260910,upper_only,syn_500sku_seed1001,16830,500,11,0.01,0.01,0.5,visits,500,TIGHT,NOM,True,COMPLETE,COMPLETE,False,False,0.0,1,1,0.0,1.7092364185477842,0.6090611652254866,1.1001752533222975,3.66,3.618,0.04200000000000026,0.017092364185477844,0.006090611652254866,0.011001752533222978,0.0,0.0,0.0,3,2,1.0,1.1608623548922128
screen_20260910,upper_only,syn_500sku_seed1001,16830,1000,11,0.01,0.01,0.5,visits,500,NOM,HIST,True,COMPLETE,COMPLETE,True,False,1.0,0,1,-1.0,0.0,0.8491676473245777,-0.8491676473245777,3.71,3.691,0.019000000000000128,0.0,0.008491676473245778,-0.008491676473245778,0.0,0.0,0.0,0,2,-2.0,0.5147656461663541
screen_20260910,upper_only,syn_500sku_seed1001,16830,1000,11,0.01,0.01,0.5,visits,500,NOM,HIST+ACT,True,COMPLETE,COMPLETE,True,False,1.0,0,1,-1.0,0.0,0.8491676473245777,-0.8491676473245777,3.71,3.691,0.019000000000000128,0.0,0.008491676473245778,-0.008491676473245778,0.0,0.0,0.0,0,2,-2.0,0.5147656461663541
screen_20260910,upper_only,syn_500sku_seed1001,16830,1000,11,0.01,0.01,0.5,visits,500,NOM,TIGHT,True,COMPLETE,COMPLETE,False,False,0.0,1,1,0.0,0.04415870278074945,0.8491676473245777,-0.8050089445438283,3.665,3.691,-0.0259999999999998,0.00044158702780749455,0.008491676473245778,-0.008050089445438283,0.0,0.0,0.0,3,2,1.0,-0.704416147385527
screen_20260910,upper_only,syn_500sku_seed1001,16830,1000,11,0.01,0.01,0.5,visits,500,TIGHT,HIST,True,COMPLETE,COMPLETE,True,False,1.0,0,1,-1.0,0.0,0.04415870278074945,-0.04415870278074945,3.71,3.665,0.04499999999999993,0.0,0.00044158702780749455,-0.00044158702780749455,0.0,0.0,0.0,0,3,-3.0,1.227830832196451
screen_20260910,upper_only,syn_500sku_seed1001,16830,1000,11,0.01,0.01,0.5,visits,500,TIGHT,HIST+ACT,True,COMPLETE,COMPLETE,True,False,1.0,0,1,-1.0,0.0,0.04415870278074945,-0.04415870278074945,3.71,3.665,0.04499999999999993,0.0,0.00044158702780749455,-0.00044158702780749455,0.0,0.0,0.0,0,3,-3.0,1.227830832196451
screen_20260910,upper_only,syn_500sku_seed1001,16830,1000,11,0.01,0.01,0.5,visits,500,TIGHT,NOM,True,COMPLETE,COMPLETE,False,False,0.0,1,1,0.0,0.8491676473245777,0.04415870278074945,0.8050089445438283,3.691,3.665,0.0259999999999998,0.008491676473245778,0.00044158702780749455,0.008050089445438283,0.0,0.0,0.0,2,3,-1.0,0.7094133697135007
screen_20260910,upper_only,syn_500sku_seed1002,14639,250,11,0.01,0.01,0.5,visits,500,NOM,HIST,True,COMPLETE,COMPLETE,False,False,0.0,2,2,0.0,0.9034427924143483,0.4240517966977048,0.4793909957166435,3.94,3.7,0.23999999999999977,0.011279758690761501,0.007186039510077293,0.004093719180684208,0.0,0.0,0.0,2,3,-1.0,6.486486486486481
screen_20260910,upper_only,syn_500sku_seed1002,14639,250,11,0.01,0.01,0.5,visits,500,NOM,HIST+ACT,True,COMPLETE,COMPLETE,False,False,0.0,2,2,0.0,0.9034427924143483,0.4240517966977048,0.4793909957166435,3.94,3.7,0.23999999999999977,0.011279758690761501,0.007186039510077293,0.004093719180684208,0.0,0.0,0.0,2,3,-1.0,6.486486486486481
screen_20260910,upper_only,syn_500sku_seed1002,14639,250,11,0.01,0.01,0.5,visits,500,NOM,TIGHT,True,COMPLETE,COMPLETE,False,False,0.0,2,2,0.0,0.304886632306639,0.4240517966977048,-0.11916516439106584,3.772,3.7,0.07199999999999962,0.003182013418597329,0.007186039510077293,-0.004004026091479963,0.0,0.0,0.0,3,3,0.0,1.9459459459459356
screen_20260910,upper_only,syn_500sku_seed1002,14639,250,11,0.01,0.01,0.5,visits,500,TIGHT,HIST,True,COMPLETE,COMPLETE,False,False,0.0,2,2,0.0,0.9034427924143483,0.304886632306639,0.5985561601077094,3.94,3.772,0.16800000000000015,0.011279758690761501,0.003182013418597329,0.008097745272164171,0.0,0.0,0.0,2,3,-1.0,4.453870625662782
screen_20260910,upper_only,syn_500sku_seed1002,14639,250,11,0.01,0.01,0.5,visits,500,TIGHT,HIST+ACT,True,COMPLETE,COMPLETE,False,False,0.0,2,2,0.0,0.9034427924143483,0.304886632306639,0.5985561601077094,3.94,3.772,0.16800000000000015,0.011279758690761501,0.003182013418597329,0.008097745272164171,0.0,0.0,0.0,2,3,-1.0,4.453870625662782
screen_20260910,upper_only,syn_500sku_seed1002,14639,250,11,0.01,0.01,0.5,visits,500,TIGHT,NOM,True,COMPLETE,COMPLETE,False,False,0.0,2,2,0.0,0.4240517966977048,0.304886632306639,0.11916516439106584,3.7,3.772,-0.07199999999999962,0.007186039510077293,0.003182013418597329,0.004004026091479963,0.0,0.0,0.0,3,3,0.0,-1.9088016967126094
screen_20260910,upper_only,syn_500sku_seed1002,14639,500,11,0.01,0.01,0.5,visits,500,NOM,HIST,True,COMPLETE,COMPLETE,True,False,1.0,0,2,-2.0,0.0,0.4036091756218027,-0.4036091756218027,3.818,3.716,0.10199999999999987,0.0,0.0063530334473886,-0.0063530334473886,0.0,0.0,0.0,0,4,-4.0,2.744886975242192
screen_20260910,upper_only,syn_500sku_seed1002,14639,500,11,0.01,0.01,0.5,visits,500,NOM,HIST+ACT,True,COMPLETE,COMPLETE,True,False,1.0,0,2,-2.0,0.0,0.4036091756218027,-0.4036091756218027,3.818,3.716,0.10199999999999987,0.0,0.0063530334473886,-0.0063530334473886,0.0,0.0,0.0,0,4,-4.0,2.744886975242192
screen_20260910,upper_only,syn_500sku_seed1002,14639,500,11,0.01,0.01,0.5,visits,500,NOM,TIGHT,True,COMPLETE,COMPLETE,True,False,1.0,0,2,-2.0,0.0,0.4036091756218027,-0.4036091756218027,3.77,3.716,0.053999999999999826,0.0,0.0063530334473886,-0.0063530334473886,0.0,0.0,0.0,3,4,-1.0,1.4531754574811577
screen_20260910,upper_only,syn_500sku_seed1002,14639,500,11,0.01,0.01,0.5,visits,500,TIGHT,HIST,True,COMPLETE,COMPLETE,True,True,0.0,0,0,0.0,0.0,0.0,0.0,3.818,3.77,0.04800000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0,3,-3.0,1.273209549071619
screen_20260910,upper_only,syn_500sku_seed1002,14639,500,11,0.01,0.01,0.5,visits,500,TIGHT,HIST+ACT,True,COMPLETE,COMPLETE,True,True,0.0,0,0,0.0,0.0,0.0,0.0,3.818,3.77,0.04800000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0,3,-3.0,1.273209549071619
screen_20260910,upper_only,syn_500sku_seed1002,14639,500,11,0.01,0.01,0.5,visits,500,TIGHT,NOM,True,COMPLETE,COMPLETE,False,True,-1.0,2,0,2.0,0.4036091756218027,0.0,0.4036091756218027,3.716,3.77,-0.053999999999999826,0.0063530334473886,0.0,0.0063530334473886,0.0,0.0,0.0,4,3,1.0,-1.4323607427055656
screen_20260910,upper_only,syn_500sku_seed1002,14639,1000,11,0.01,0.01,0.5,visits,500,NOM,HIST,True,COMPLETE,COMPLETE,False,True,-1.0,1,0,1.0,0.46981991237146276,0.0,0.46981991237146276,3.697,3.685,0.01200000000000001,0.004698199123714628,0.0,0.004698199123714628,0.0,0.0,0.0,1,2,-1.0,0.32564450474898265
screen_20260910,upper_only,syn_500sku_seed1002,14639,1000,11,0.01,0.01,0.5,visits,500,NOM,HIST+ACT,True,COMPLETE,COMPLETE,False,True,-1.0,1,0,1.0,0.46981991237146276,0.0,0.46981991237146276,3.697,3.685,0.01200000000000001,0.004698199123714628,0.0,0.004698199123714628,0.0,0.0,0.0,1,2,-1.0,0.32564450474898265
screen_20260910,upper_only,syn_500sku_seed1002,14639,1000,11,0.01,0.01,0.5,visits,500,NOM,TIGHT,True,COMPLETE,COMPLETE,False,True,-1.0,1,0,1.0,0.00899041928390517,0.0,0.00899041928390517,3.709,3.685,0.02400000000000002,8.99041928390517e-05,0.0,8.99041928390517e-05,0.0,0.0,0.0,3,2,1.0,0.6512890094979653
screen_20260910,upper_only,syn_500sku_seed1002,14639,1000,11,0.01,0.01,0.5,visits,500,TIGHT,HIST,True,COMPLETE,COMPLETE,False,False,0.0,1,1,0.0,0.46981991237146276,0.00899041928390517,0.4608294930875576,3.697,3.709,-0.01200000000000001,0.004698199123714628,8.99041928390517e-05,0.004608294930875576,0.0,0.0,0.0,1,3,-2.0,-0.3235373416015101
screen_20260910,upper_only,syn_500sku_seed1002,14639,1000,11,0.01,0.01,0.5,visits,500,TIGHT,HIST+ACT,True,COMPLETE,COMPLETE,False,False,0.0,1,1,0.0,0.46981991237146276,0.00899041928390517,0.4608294930875576,3.697,3.709,-0.01200000000000001,0.004698199123714628,8.99041928390517e-05,0.004608294930875576,0.0,0.0,0.0,1,3,-2.0,-0.3235373416015101
screen_20260910,upper_only,syn_500sku_seed1002,14639,1000,11,0.01,0.01,0.5,visits,500,TIGHT,NOM,True,COMPLETE,COMPLETE,True,False,1.0,0,1,-1.0,0.0,0.00899041928390517,-0.00899041928390517,3.685,3.709,-0.02400000000000002,0.0,8.99041928390517e-05,-8.99041928390517e-05,0.0,0.0,0.0,2,3,-1.0,-0.6470746832030202
screen_20260910,upper_only,syn_500sku_seed1003,12901,250,11,0.01,0.01,0.5,visits,500,NOM,HIST,True,COMPLETE,COMPLETE,True,False,1.0,0,2,-2.0,0.0,1.9423799934006873,-1.9423799934006873,3.956,3.824,0.13200000000000012,0.0,0.028842819866269295,-0.028842819866269295,0.0,0.0,0.0,0,2,-2.0,3.4518828451882877
screen_20260910,upper_only,syn_500sku_seed1003,12901,250,11,0.01,0.01,0.5,visits,500,NOM,HIST+ACT,True,COMPLETE,COMPLETE,True,False,1.0,0,2,-2.0,0.0,1.9423799934006873,-1.9423799934006873,3.956,3.824,0.13200000000000012,0.0,0.028842819866269295,-0.028842819866269295,0.0,0.0,0.0,0,2,-2.0,3.4518828451882877
screen_20260910,upper_only,syn_500sku_seed1003,12901,250,11,0.01,0.01,0.5,visits,500,NOM,TIGHT,True,COMPLETE,COMPLETE,False,False,0.0,1,2,-1.0,1.5058042577930724,1.9423799934006873,-0.436575735607615,3.916,3.824,0.09200000000000008,0.015058042577930725,0.028842819866269295,-0.01378477728833857,0.0,0.0,0.0,2,2,0.0,2.4058577405857764
screen_20260910,upper_only,syn_500sku_seed1003,12901,250,11,0.01,0.01,0.5,visits,500,TIGHT,HIST,True,COMPLETE,COMPLETE,True,False,1.0,0,1,-1.0,0.0,1.5058042577930724,-1.5058042577930724,3.956,3.916,0.040000000000000036,0.0,0.015058042577930725,-0.015058042577930725,0.0,0.0,0.0,0,2,-2.0,1.0214504596527079
screen_20260910,upper_only,syn_500sku_seed1003,12901,250,11,0.01,0.01,0.5,visits,500,TIGHT,HIST+ACT,True,COMPLETE,COMPLETE,True,False,1.0,0,1,-1.0,0.0,1.5058042577930724,-1.5058042577930724,3.956,3.916,0.040000000000000036,0.0,0.015058042577930725,-0.015058042577930725,0.0,0.0,0.0,0,2,-2.0,1.0214504596527079
screen_20260910,upper_only,syn_500sku_seed1003,12901,250,11,0.01,0.01,0.5,visits,500,TIGHT,NOM,True,COMPLETE,COMPLETE,False,False,0.0,2,1,1.0,1.9423799934006873,1.5058042577930724,0.436575735607615,3.824,3.916,-0.09200000000000008,0.028842819866269295,0.015058042577930725,0.01378477728833857,0.0,0.0,0.0,2,2,0.0,-2.349336057201228
screen_20260910,upper_only,syn_500sku_seed1003,12901,500,11,0.01,0.01,0.5,visits,500,NOM,HIST,True,COMPLETE,COMPLETE,False,False,0.0,1,2,-1.0,0.25146837814169587,0.8529118424560503,-0.6014434643143545,3.896,3.786,0.10999999999999988,0.0025146837814169582,0.008614729730328114,-0.0061000459489111555,0.0,0.0,0.0,1,2,-1.0,2.905441098784994
screen_20260910,upper_only,syn_500sku_seed1003,12901,500,11,0.01,0.01,0.5,visits,500,NOM,HIST+ACT,True,COMPLETE,COMPLETE,False,False,0.0,1,2,-1.0,0.25146837814169587,0.8529118424560503,-0.6014434643143545,3.896,3.786,0.10999999999999988,0.0025146837814169582,0.008614729730328114,-0.0061000459489111555,0.0,0.0,0.0,1,2,-1.0,2.905441098784994
screen_20260910,upper_only,syn_500sku_seed1003,12901,500,11,0.01,0.01,0.5,visits,500,NOM,TIGHT,True,COMPLETE,COMPLETE,True,False,1.0,0,2,-2.0,0.0,0.8529118424560503,-0.8529118424560503,3.866,3.786,0.08000000000000007,0.0,0.008614729730328114,-0.008614729730328114,0.0,0.0,0.0,2,2,0.0,2.1130480718436364
screen_20260910,upper_only,syn_500sku_seed1003,12901,500,11,0.01,0.01,0.5,visits,500,TIGHT,HIST,True,COMPLETE,COMPLETE,False,True,-1.0,1,0,1.0,0.25146837814169587,0.0,0.25146837814169587,3.896,3.866,0.029999999999999805,0.0025146837814169582,0.0,0.0025146837814169582,0.0,0.0,0.0,1,2,-1.0,0.775995861355401
screen_20260910,upper_only,syn_500sku_seed1003,12901,500,11,0.01,0.01,0.5,visits,500,TIGHT,HIST+ACT,True,COMPLETE,COMPLETE,False,True,-1.0,1,0,1.0,0.25146837814169587,0.0,0.25146837814169587,3.896,3.866,0.029999999999999805,0.0025146837814169582,0.0,0.0025146837814169582,0.0,0.0,0.0,1,2,-1.0,0.775995861355401
screen_20260910,upper_only,syn_500sku_seed1003,12901,500,11,0.01,0.01,0.5,visits,500,TIGHT,NOM,True,COMPLETE,COMPLETE,False,True,-1.0,2,0,2.0,0.8529118424560503,0.0,0.8529118424560503,3.786,3.866,-0.08000000000000007,0.008614729730328114,0.0,0.008614729730328114,0.0,0.0,0.0,2,2,0.0,-2.0693222969477514
screen_20260910,upper_only,syn_500sku_seed1003,12901,1000,11,0.01,0.01,0.5,visits,500,NOM,HIST,True,COMPLETE,COMPLETE,False,False,0.0,1,1,0.0,0.2989000831864663,0.35149130409280843,-0.05259122090634211,3.805,3.724,0.08099999999999996,0.002989000831864663,0.0035149130409280844,-0.0005259122090634214,0.0,0.0,0.0,1,2,-1.0,2.175080558539204
screen_20260910,upper_only,syn_500sku_seed1003,12901,1000,11,0.01,0.01,0.5,visits,500,NOM,HIST+ACT,True,COMPLETE,COMPLETE,False,False,0.0,1,1,0.0,0.2989000831864663,0.35149130409280843,-0.05259122090634211,3.805,3.724,0.08099999999999996,0.002989000831864663,0.0035149130409280844,-0.0005259122090634214,0.0,0.0,0.0,1,2,-1.0,2.175080558539204
screen_20260910,upper_only,syn_500sku_seed1003,12901,1000,11,0.01,0.01,0.5,visits,500,NOM,TIGHT,True,COMPLETE,COMPLETE,True,False,1.0,0,1,-1.0,0.0,0.35149130409280843,-0.35149130409280843,3.834,3.724,0.10999999999999988,0.0,0.0035149130409280844,-0.0035149130409280844,0.0,0.0,0.0,2,2,0.0,2.9538131041890408
screen_20260910,upper_only,syn_500sku_seed1003,12901,1000,11,0.01,0.01,0.5,visits,500,TIGHT,HIST,True,COMPLETE,COMPLETE,False,True,-1.0,1,0,1.0,0.2989000831864663,0.0,0.2989000831864663,3.805,3.834,-0.028999999999999915,0.002989000831864663,0.0,0.002989000831864663,0.0,0.0,0.0,1,2,-1.0,-0.7563901930099091
screen_20260910,upper_only,syn_500sku_seed1003,12901,1000,11,0.01,0.01,0.5,visits,500,TIGHT,HIST+ACT,True,COMPLETE,COMPLETE,False,True,-1.0,1,0,1.0,0.2989000831864663,0.0,0.2989000831864663,3.805,3.834,-0.028999999999999915,0.002989000831864663,0.0,0.002989000831864663,0.0,0.0,0.0,1,2,-1.0,-0.7563901930099091
screen_20260910,upper_only,syn_500sku_seed1003,12901,1000,11,0.01,0.01,0.5,visits,500,TIGHT,NOM,True,COMPLETE,COMPLETE,False,True,-1.0,1,0,1.0,0.35149130409280843,0.0,0.35149130409280843,3.724,3.834,-0.10999999999999988,0.0035149130409280844,0.0,0.0035149130409280844,0.0,0.0,0.0,2,2,0.0,-2.869066249347936
screen_20260910,upper_only,syn_500sku_seed1004,16654,250,11,0.01,0.01,0.5,visits,500,NOM,HIST,True,COMPLETE,COMPLETE,True,False,1.0,0,2,-2.0,0.0,1.5311118057027433,-1.5311118057027433,4.036,3.668,0.36799999999999944,0.0,0.022870899733242595,-0.022870899733242595,0.0,0.0,0.0,0,2,-2.0,10.03271537622681
screen_20260910,upper_only,syn_500sku_seed1004,16654,250,11,0.01,0.01,0.5,visits,500,NOM,HIST+ACT,True,COMPLETE,COMPLETE,True,False,1.0,0,2,-2.0,0.0,1.5311118057027433,-1.5311118057027433,4.036,3.668,0.36799999999999944,0.0,0.022870899733242595,-0.022870899733242595,0.0,0.0,0.0,0,2,-2.0,10.03271537622681
screen_20260910,upper_only,syn_500sku_seed1004,16654,250,11,0.01,0.01,0.5,visits,500,NOM,TIGHT,True,COMPLETE,COMPLETE,False,False,0.0,1,2,-1.0,0.6217497297827727,1.5311118057027433,-0.9093620759199706,3.704,3.668,0.03600000000000003,0.006217497297827727,0.022870899733242595,-0.01665340243541487,0.0,0.0,0.0,2,2,0.0,0.981461286804799
screen_20260910,upper_only,syn_500sku_seed1004,16654,250,11,0.01,0.01,0.5,visits,500,TIGHT,HIST,True,COMPLETE,COMPLETE,True,False,1.0,0,1,-1.0,0.0,0.6217497297827727,-0.6217497297827727,4.036,3.704,0.3319999999999994,0.0,0.006217497297827727,-0.006217497297827727,0.0,0.0,0.0,0,2,-2.0,8.963282937364994
screen_20260910,upper_only,syn_500sku_seed1004,16654,250,11,0.01,0.01,0.5,visits,500,TIGHT,HIST+ACT,True,COMPLETE,COMPLETE,True,False,1.0,0,1,-1.0,0.0,0.6217497297827727,-0.6217497297827727,4.036,3.704,0.3319999999999994,0.0,0.006217497297827727,-0.006217497297827727,0.0,0.0,0.0,0,2,-2.0,8.963282937364994
screen_20260910,upper_only,syn_500sku_seed1004,16654,250,11,0.01,0.01,0.5,visits,500,TIGHT,NOM,True,COMPLETE,COMPLETE,False,False,0.0,2,1,1.0,1.5311118057027433,0.6217497297827727,0.9093620759199706,3.668,3.704,-0.03600000000000003,0.022870899733242595,0.006217497297827727,0.01665340243541487,0.0,0.0,0.0,2,2,0.0,-0.9719222462203032
screen_20260910,upper_only,syn_500sku_seed1004,16654,500,11,0.01,0.01,0.5,visits,500,NOM,HIST,True,COMPLETE,COMPLETE,True,False,1.0,0,3,-3.0,0.0,1.6433696810742269,-1.6433696810742269,3.822,3.656,0.16599999999999993,0.0,0.021808550535063663,-0.021808550535063663,0.0,0.0,0.0,0,3,-3.0,4.540481400437635
screen_20260910,upper_only,syn_500sku_seed1004,16654,500,11,0.01,0.01,0.5,visits,500,NOM,HIST+ACT,True,COMPLETE,COMPLETE,True,False,1.0,0,3,-3.0,0.0,1.6433696810742269,-1.6433696810742269,3.822,3.656,0.16599999999999993,0.0,0.021808550535063663,-0.021808550535063663,0.0,0.0,0.0,0,3,-3.0,4.540481400437635
screen_20260910,upper_only,syn_500sku_seed1004,16654,500,11,0.01,0.01,0.5,visits,500,NOM,TIGHT,True,COMPLETE,COMPLETE,True,False,1.0,0,3,-3.0,0.0,1.6433696810742269,-1.6433696810742269,3.696,3.656,0.040000000000000036,0.0,0.021808550535063663,-0.021808550535063663,0.0,0.0,0.0,2,3,-1.0,1.0940919037199135
