campaign,rule,dataset_id,catalogue_size,n,arm,seed,solve_mode,status,native_status,solver_status,configured_time_limit,build_seconds,solve_seconds,process_elapsed,process_status,peak_rss_bytes,peak_rss_gib,reused_solve,objective,bound,gap,used_full_cap
screen_20260910,upper_only,syn_2000sku_seed1003,2000,4000,HIST+ACT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,1200,47.37684539984912,1201.034339300124,1254.0149999998976,EXITED,909365248,0.8469123840332031,True,330744,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1001,500,250,NOM,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,3.2150964001193643,299.80203879997134,305.60900000017136,EXITED,159371264,0.14842605590820312,False,60498,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1001,500,250,TIGHT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,3.1684721999336034,299.48879309999757,305.20300000021234,EXITED,161837056,0.15072250366210938,False,60935,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1001,500,250,HIST,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,4.353679400170222,299.8473906000145,306.875,EXITED,172072960,0.16025543212890625,False,66012,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1001,500,250,HIST+ACT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,4.353679400170222,299.8473906000145,306.875,EXITED,172072960,0.16025543212890625,True,66012,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1001,500,500,NOM,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,3.2150964001193643,299.80203879997134,305.60900000017136,EXITED,159371264,0.14842605590820312,True,60498,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1001,500,500,TIGHT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,3.1684721999336034,299.48879309999757,305.20300000021234,EXITED,161837056,0.15072250366210938,True,60935,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1001,500,500,HIST,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,3.81830419995822,299.96850740001537,306.094000000041,EXITED,162553856,0.15139007568359375,False,61824,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1001,500,500,HIST+ACT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,3.81830419995822,299.96850740001537,306.094000000041,EXITED,162553856,0.15139007568359375,True,61824,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1001,500,1000,NOM,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,3.2150964001193643,299.80203879997134,305.60900000017136,EXITED,159371264,0.14842605590820312,True,60498,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1001,500,1000,TIGHT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,3.1684721999336034,299.48879309999757,305.20300000021234,EXITED,161837056,0.15072250366210938,True,60935,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1001,500,1000,HIST,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,3.4818990000057966,299.0992471999489,304.7039999999106,EXITED,156643328,0.14588546752929688,False,60837,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1001,500,1000,HIST+ACT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,3.4818990000057966,299.0992471999489,304.7039999999106,EXITED,156643328,0.14588546752929688,True,60837,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1002,500,250,NOM,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,2.831500200089067,299.3655246999115,304.5,EXITED,144621568,0.1346893310546875,False,52574,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1002,500,250,TIGHT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,2.8418417999055237,299.740030300105,304.8289999999106,EXITED,144781312,0.13483810424804688,False,52881,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1002,500,250,HIST,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,3.7904556998983026,299.72503410000354,305.89100000006147,EXITED,158646272,0.1477508544921875,False,55995,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1002,500,250,HIST+ACT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,3.7904556998983026,299.72503410000354,305.89100000006147,EXITED,158646272,0.1477508544921875,True,55995,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1002,500,500,NOM,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,2.831500200089067,299.3655246999115,304.5,EXITED,144621568,0.1346893310546875,True,52574,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1002,500,500,TIGHT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,2.8418417999055237,299.740030300105,304.8289999999106,EXITED,144781312,0.13483810424804688,True,52881,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1002,500,500,HIST,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,3.3275993999559432,299.86914329999126,305.3120000001509,EXITED,148414464,0.13822174072265625,False,54101,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1002,500,500,HIST+ACT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,3.3275993999559432,299.86914329999126,305.3120000001509,EXITED,148414464,0.13822174072265625,True,54101,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1002,500,1000,NOM,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,2.831500200089067,299.3655246999115,304.5,EXITED,144621568,0.1346893310546875,True,52574,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1002,500,1000,TIGHT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,2.8418417999055237,299.740030300105,304.8289999999106,EXITED,144781312,0.13483810424804688,True,52881,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1002,500,1000,HIST,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,3.0646589999087155,299.74192369985394,304.76600000006147,EXITED,143368192,0.13352203369140625,False,52726,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1002,500,1000,HIST+ACT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,3.0646589999087155,299.74192369985394,304.76600000006147,EXITED,143368192,0.13352203369140625,True,52726,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1003,500,250,NOM,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,2.5246731999795884,299.35638989997096,303.905999999959,EXITED,135020544,0.1257476806640625,False,47805,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1003,500,250,TIGHT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,2.5160072001162916,299.69949049991556,304.23399999993853,EXITED,134815744,0.12555694580078125,False,48050,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1003,500,250,HIST,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,3.3849449001718313,299.7331115999259,305.25,EXITED,146219008,0.13617706298828125,False,49710,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1003,500,250,HIST+ACT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,3.3849449001718313,299.7331115999259,305.25,EXITED,146219008,0.13617706298828125,True,49710,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1003,500,500,NOM,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,2.5246731999795884,299.35638989997096,303.905999999959,EXITED,135020544,0.1257476806640625,True,47805,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1003,500,500,TIGHT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,2.5160072001162916,299.69949049991556,304.23399999993853,EXITED,134815744,0.12555694580078125,True,48050,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1003,500,500,HIST,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,2.9401629001367837,299.60617409995757,304.48400000017136,EXITED,141459456,0.131744384765625,False,48445,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1003,500,500,HIST+ACT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,2.9401629001367837,299.60617409995757,304.48400000017136,EXITED,141459456,0.131744384765625,True,48445,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1003,500,1000,NOM,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,2.5246731999795884,299.35638989997096,303.905999999959,EXITED,135020544,0.1257476806640625,True,47805,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1003,500,1000,TIGHT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,2.5160072001162916,299.69949049991556,304.23399999993853,EXITED,134815744,0.12555694580078125,True,48050,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1003,500,1000,HIST,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,2.7569969000760466,299.62407959997654,304.2349999998696,EXITED,133873664,0.1246795654296875,False,47961,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1003,500,1000,HIST+ACT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,2.7569969000760466,299.62407959997654,304.2349999998696,EXITED,133873664,0.1246795654296875,True,47961,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1004,500,250,NOM,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,3.1247237999923527,299.77714550006203,305.48399999993853,EXITED,155607040,0.14492034912109375,False,59225,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1004,500,250,TIGHT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,3.1235861000604928,299.5773263000883,305.14100000006147,EXITED,156241920,0.14551162719726562,False,60018,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1004,500,250,HIST,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,4.223370200023055,299.5151002998464,306.31199999991804,EXITED,169533440,0.15789031982421875,False,66031,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1004,500,250,HIST+ACT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,4.223370200023055,299.5151002998464,306.31199999991804,EXITED,169533440,0.15789031982421875,True,66031,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1004,500,500,NOM,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,3.1247237999923527,299.77714550006203,305.48399999993853,EXITED,155607040,0.14492034912109375,True,59225,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1004,500,500,TIGHT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,3.1235861000604928,299.5773263000883,305.14100000006147,EXITED,156241920,0.14551162719726562,True,60018,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1004,500,500,HIST,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,3.707985899876803,299.1918822999578,305.3279999999795,EXITED,160591872,0.14956283569335938,False,60553,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1004,500,500,HIST+ACT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,3.707985899876803,299.1918822999578,305.3279999999795,EXITED,160591872,0.14956283569335938,True,60553,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1004,500,1000,NOM,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,3.1247237999923527,299.77714550006203,305.48399999993853,EXITED,155607040,0.14492034912109375,True,59225,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1004,500,1000,TIGHT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,3.1235861000604928,299.5773263000883,305.14100000006147,EXITED,156241920,0.14551162719726562,True,60018,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1004,500,1000,HIST,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,3.4187244998756796,299.15480999997817,304.76599999982864,EXITED,155598848,0.1449127197265625,False,60208,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1004,500,1000,HIST+ACT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,3.4187244998756796,299.15480999997817,304.76599999982864,EXITED,155598848,0.1449127197265625,True,60208,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1005,500,250,NOM,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,2.874353999970481,299.45718330005184,304.6710000000894,EXITED,147783680,0.13763427734375,False,55507,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1005,500,250,TIGHT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,2.8877275998238474,299.5626276000403,304.780999999959,EXITED,147955712,0.13779449462890625,False,55873,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1005,500,250,HIST,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,3.8879368999041617,299.1597857000306,305.5470000000205,EXITED,159752192,0.14878082275390625,False,58784,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1005,500,250,HIST+ACT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,3.8879368999041617,299.1597857000306,305.5470000000205,EXITED,159752192,0.14878082275390625,True,58784,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1005,500,500,NOM,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,2.874353999970481,299.45718330005184,304.6710000000894,EXITED,147783680,0.13763427734375,True,55507,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1005,500,500,TIGHT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,2.8877275998238474,299.5626276000403,304.780999999959,EXITED,147955712,0.13779449462890625,True,55873,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1005,500,500,HIST,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,3.409864899935201,299.29333190014586,304.8599999998696,EXITED,153047040,0.14253616333007812,False,56342,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1005,500,500,HIST+ACT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,3.409864899935201,299.29333190014586,304.8599999998696,EXITED,153047040,0.14253616333007812,True,56342,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1005,500,1000,NOM,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,2.874353999970481,299.45718330005184,304.6710000000894,EXITED,147783680,0.13763427734375,True,55507,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1005,500,1000,TIGHT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,2.8877275998238474,299.5626276000403,304.780999999959,EXITED,147955712,0.13779449462890625,True,55873,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1005,500,1000,HIST,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,3.127201500115916,300.0280165998265,305.25,EXITED,146305024,0.13625717163085938,False,56109,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1005,500,1000,HIST+ACT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,3.127201500115916,300.0280165998265,305.25,EXITED,146305024,0.13625717163085938,True,56109,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1006,500,250,NOM,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,2.251113799866289,299.8528666999191,304.01600000006147,EXITED,126820352,0.11811065673828125,False,43373,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1006,500,250,TIGHT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,2.266479100100696,299.8530852999538,304.0319999998901,EXITED,127541248,0.11878204345703125,False,43234,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1006,500,250,HIST,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,3.057437099982053,299.92777130007744,305.03100000019185,EXITED,146636800,0.136566162109375,False,44236,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1006,500,250,HIST+ACT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,3.057437099982053,299.92777130007744,305.03100000019185,EXITED,146636800,0.136566162109375,True,44236,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1006,500,500,NOM,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,2.251113799866289,299.8528666999191,304.01600000006147,EXITED,126820352,0.11811065673828125,True,43373,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1006,500,500,TIGHT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,2.266479100100696,299.8530852999538,304.0319999998901,EXITED,127541248,0.11878204345703125,True,43234,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1006,500,500,HIST,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,2.63573809992522,299.58313889987767,304.01600000006147,EXITED,129769472,0.12085723876953125,False,43321,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1006,500,500,HIST+ACT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,2.63573809992522,299.58313889987767,304.01600000006147,EXITED,129769472,0.12085723876953125,True,43321,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1006,500,1000,NOM,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,2.251113799866289,299.8528666999191,304.01600000006147,EXITED,126820352,0.11811065673828125,True,43373,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1006,500,1000,TIGHT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,2.266479100100696,299.8530852999538,304.0319999998901,EXITED,127541248,0.11878204345703125,True,43234,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1006,500,1000,HIST,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,2.450330900028348,299.1643906000536,303.39099999982864,EXITED,125140992,0.116546630859375,False,43288,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1006,500,1000,HIST+ACT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,2.450330900028348,299.1643906000536,303.39099999982864,EXITED,125140992,0.116546630859375,True,43288,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1007,500,250,NOM,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,2.974107699934393,299.1037930001039,304.45300000021234,EXITED,151605248,0.14119338989257812,False,58199,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1007,500,250,TIGHT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,3.11740759992972,299.71108020003885,305.219000000041,EXITED,155324416,0.14465713500976562,False,58276,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1007,500,250,HIST,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,4.040253300219774,299.7308597997762,306.280999999959,EXITED,163713024,0.15246963500976562,False,61392,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1007,500,250,HIST+ACT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,4.040253300219774,299.7308597997762,306.280999999959,EXITED,163713024,0.15246963500976562,True,61392,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1007,500,500,NOM,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,2.974107699934393,299.1037930001039,304.45300000021234,EXITED,151605248,0.14119338989257812,True,58199,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1007,500,500,TIGHT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,3.11740759992972,299.71108020003885,305.219000000041,EXITED,155324416,0.14465713500976562,True,58276,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1007,500,500,HIST,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,3.5536948000080884,299.4616698999889,305.31300000008196,EXITED,155009024,0.1443634033203125,False,59030,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1007,500,500,HIST+ACT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,3.5536948000080884,299.4616698999889,305.31300000008196,EXITED,155009024,0.1443634033203125,True,59030,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1007,500,1000,NOM,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,2.974107699934393,299.1037930001039,304.45300000021234,EXITED,151605248,0.14119338989257812,True,58199,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1007,500,1000,TIGHT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,3.11740759992972,299.71108020003885,305.219000000041,EXITED,155324416,0.14465713500976562,True,58276,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1007,500,1000,HIST,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,3.2712147999554873,299.93516510003246,305.28100000019185,EXITED,152264704,0.14180755615234375,False,57996,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1007,500,1000,HIST+ACT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,3.2712147999554873,299.93516510003246,305.28100000019185,EXITED,152264704,0.14180755615234375,True,57996,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1008,500,250,NOM,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,3.33227670006454,300.0519617998507,306.06300000008196,EXITED,174645248,0.16265106201171875,False,64409,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1008,500,250,TIGHT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,3.3615276999771595,299.75072199990973,305.6720000002533,EXITED,163303424,0.15208816528320312,False,64403,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1008,500,250,HIST,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,4.544781599659473,299.57539820019156,306.8589999997057,EXITED,177750016,0.1655426025390625,False,69356,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1008,500,250,HIST+ACT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,4.544781599659473,299.57539820019156,306.8589999997057,EXITED,177750016,0.1655426025390625,True,69356,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1008,500,500,NOM,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,3.33227670006454,300.0519617998507,306.06300000008196,EXITED,174645248,0.16265106201171875,True,64409,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1008,500,500,TIGHT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,3.3615276999771595,299.75072199990973,305.6720000002533,EXITED,163303424,0.15208816528320312,True,64403,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1008,500,500,HIST,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,3.9187172004021704,299.89209240023047,306.2350000003353,EXITED,166252544,0.15483474731445312,False,65200,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1008,500,500,HIST+ACT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,3.9187172004021704,299.89209240023047,306.2350000003353,EXITED,166252544,0.15483474731445312,True,65200,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1008,500,1000,NOM,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,3.33227670006454,300.0519617998507,306.06300000008196,EXITED,174645248,0.16265106201171875,True,64409,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1008,500,1000,TIGHT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,3.3615276999771595,299.75072199990973,305.6720000002533,EXITED,163303424,0.15208816528320312,True,64403,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1008,500,1000,HIST,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,3.6327403001487255,299.82006150018424,305.79699999978766,EXITED,161607680,0.15050888061523438,False,64431,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1008,500,1000,HIST+ACT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,3.6327403001487255,299.82006150018424,305.79699999978766,EXITED,161607680,0.15050888061523438,True,64431,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1009,500,250,NOM,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,2.77524199988693,299.6159356003627,304.719000000041,EXITED,143560704,0.13370132446289062,False,53449,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1009,500,250,TIGHT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,2.7830682997591794,299.6801835000515,304.67199999978766,EXITED,142807040,0.13299942016601562,False,53284,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1009,500,250,HIST,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,3.7294005998410285,299.9851973997429,306.030999999959,EXITED,155107328,0.1444549560546875,False,55964,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1009,500,250,HIST+ACT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,3.7294005998410285,299.9851973997429,306.030999999959,EXITED,155107328,0.1444549560546875,True,55964,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1009,500,500,NOM,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,2.77524199988693,299.6159356003627,304.719000000041,EXITED,143560704,0.13370132446289062,True,53449,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1009,500,500,TIGHT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,2.7830682997591794,299.6801835000515,304.67199999978766,EXITED,142807040,0.13299942016601562,True,53284,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1009,500,500,HIST,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,3.391347600147128,299.13659190014005,304.67199999978766,EXITED,148688896,0.13847732543945312,False,53799,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1009,500,500,HIST+ACT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,3.391347600147128,299.13659190014005,304.67199999978766,EXITED,148688896,0.13847732543945312,True,53799,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1009,500,1000,NOM,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,2.77524199988693,299.6159356003627,304.719000000041,EXITED,143560704,0.13370132446289062,True,53449,0,1.0,True
screen_20260910,upper_only,syn_500sku_seed1009,500,1000,TIGHT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,2.7830682997591794,299.6801835000515,304.67199999978766,EXITED,142807040,0.13299942016601562,True,53284,0,1.0,True
