campaign,catalogue_size,horizon_multiple,arm,delta,nu,tightening,solve_mode,instances,instances_with_any_scored_cell,total_cells,total_scored_cells,instances_all_cells_joint_pass,joint_pass_instance_mean,joint_pass_instance_median,joint_pass_instances,worst_excess_pp_instance_mean,worst_excess_pp_instance_median,worst_excess_pp_instances,mean_visits_instance_mean,mean_visits_instance_median,mean_visits_instances,violation_count_instance_mean,violation_count_instance_median,violation_count_instances,activation_mass_instance_mean,activation_mass_instance_median,activation_mass_instances
ts_d02_20260912,1000,1,TIGHT,0.02,0.01,0.5,visits,1,1,1,1,1,1.0,1.0,1,0.0,0.0,1,5.09,5.09,1,0.0,0.0,1,0.0,0.0,1
ts_d02_20260912,1000,1,HIST,0.02,0.01,0.5,visits,1,1,1,1,1,1.0,1.0,1,0.0,0.0,1,5.138,5.138,1,0.0,0.0,1,0.0,0.0,1
ts_d02_20260912,1000,1,HIST+ACT,0.02,0.01,0.5,visits,1,1,1,1,1,1.0,1.0,1,0.0,0.0,1,5.138,5.138,1,0.0,0.0,1,0.0,0.0,1
ts_d02_20260912,1000,2,NOM,0.02,0.01,0.5,visits,1,1,1,1,0,0.0,0.0,1,0.0406085239950784,0.0406085239950784,1,5.1165,5.1165,1,1.0,1.0,1,0.0,0.0,1
ts_d02_20260912,1000,2,TIGHT,0.02,0.01,0.5,visits,1,1,1,1,1,1.0,1.0,1,0.0,0.0,1,5.152,5.152,1,0.0,0.0,1,0.0,0.0,1
ts_d02_20260912,1000,2,HIST,0.02,0.01,0.5,visits,1,1,1,1,1,1.0,1.0,1,0.0,0.0,1,5.171,5.171,1,0.0,0.0,1,0.0,0.0,1
ts_d02_20260912,1000,2,HIST+ACT,0.02,0.01,0.5,visits,1,1,1,1,1,1.0,1.0,1,0.0,0.0,1,5.171,5.171,1,0.0,0.0,1,0.0,0.0,1
ts_d02_20260912,2000,1/2,NOM,0.02,0.01,0.5,visits,1,1,1,1,1,1.0,1.0,1,0.0,0.0,1,6.09,6.09,1,0.0,0.0,1,0.0,0.0,1
ts_d02_20260912,2000,1/2,TIGHT,0.02,0.01,0.5,visits,1,1,1,1,1,1.0,1.0,1,0.0,0.0,1,6.006,6.006,1,0.0,0.0,1,0.0,0.0,1
ts_d02_20260912,2000,1/2,HIST,0.02,0.01,0.5,visits,1,1,1,1,1,1.0,1.0,1,0.0,0.0,1,6.022,6.022,1,0.0,0.0,1,0.0,0.0,1
ts_d02_20260912,2000,1/2,HIST+ACT,0.02,0.01,0.5,visits,1,1,1,1,1,1.0,1.0,1,0.0,0.0,1,6.022,6.022,1,0.0,0.0,1,0.0,0.0,1
ts_d02_20260912,2000,1,NOM,0.02,0.01,0.5,visits,1,1,1,1,1,1.0,1.0,1,0.0,0.0,1,6.16,6.16,1,0.0,0.0,1,0.0,0.0,1
ts_d02_20260912,2000,1,TIGHT,0.02,0.01,0.5,visits,1,1,1,1,1,1.0,1.0,1,0.0,0.0,1,6.14,6.14,1,0.0,0.0,1,0.0,0.0,1
ts_d02_20260912,2000,1,HIST,0.02,0.01,0.5,visits,1,1,1,1,1,1.0,1.0,1,0.0,0.0,1,6.1755,6.1755,1,0.0,0.0,1,0.0,0.0,1
ts_d02_20260912,2000,1,HIST+ACT,0.02,0.01,0.5,visits,1,1,1,1,1,1.0,1.0,1,0.0,0.0,1,6.1755,6.1755,1,0.0,0.0,1,0.0,0.0,1
ts_d02_20260912,2000,2,NOM,0.02,0.01,0.5,visits,1,1,1,1,1,1.0,1.0,1,0.0,0.0,1,6.243,6.243,1,0.0,0.0,1,0.0,0.0,1
ts_d02_20260912,2000,2,TIGHT,0.02,0.01,0.5,visits,1,1,1,1,1,1.0,1.0,1,0.0,0.0,1,6.236,6.236,1,0.0,0.0,1,0.0,0.0,1
ts_d02_20260912,2000,2,HIST,0.02,0.01,0.5,visits,1,1,1,1,1,1.0,1.0,1,0.0,0.0,1,6.24825,6.24825,1,0.0,0.0,1,0.0,0.0,1
ts_d02_20260912,2000,2,HIST+ACT,0.02,0.01,0.5,visits,1,1,1,1,1,1.0,1.0,1,0.0,0.0,1,6.24825,6.24825,1,0.0,0.0,1,0.0,0.0,1
ts_d02_20260912,21874,1/2,NOM,0.02,0.01,0.5,visits,1,1,1,1,0,0.0,0.0,1,0.3813479308824676,0.3813479308824676,1,2.704123617079638,2.704123617079638,1,11.0,11.0,1,0.0024865402495189083,0.0024865402495189083,1
ts_d02_20260912,21874,1/2,TIGHT,0.02,0.01,0.5,visits,1,1,1,1,1,1.0,1.0,1,0.0,0.0,1,2.7025692603090428,2.7025692603090428,1,0.0,0.0,1,0.0024865402495189083,0.0024865402495189083,1
ts_d02_20260912,21874,1/2,HIST,0.02,0.01,0.5,visits,1,1,1,1,0,0.0,0.0,1,0.4087555486036132,0.4087555486036132,1,2.705586541099022,2.705586541099022,1,3.0,3.0,1,0.0024865402495189083,0.0024865402495189083,1
ts_d02_20260912,21874,1/2,HIST+ACT,0.02,0.01,0.5,visits,1,1,1,1,0,0.0,0.0,1,0.019093714472607996,0.019093714472607996,1,2.678613879491634,2.678613879491634,1,1.0,1.0,1,0.0024865402495189083,0.0024865402495189083,1
ts_d02_20260912,21874,1,NOM,0.02,0.01,0.5,visits,1,1,1,1,0,0.0,0.0,1,0.3891890147998161,0.3891890147998161,1,2.8252262960592485,2.8252262960592485,1,11.0,11.0,1,0.003658524157469402,0.003658524157469402,1
ts_d02_20260912,21874,1,TIGHT,0.02,0.01,0.5,visits,1,1,1,1,1,1.0,1.0,1,0.0,0.0,1,2.8355581969461463,2.8355581969461463,1,0.0,0.0,1,0.003658524157469402,0.003658524157469402,1
ts_d02_20260912,21874,1,HIST,0.02,0.01,0.5,visits,1,1,1,1,0,0.0,0.0,1,0.07239513100804222,0.07239513100804222,1,2.788790344701472,2.788790344701472,1,3.0,3.0,1,0.003658524157469402,0.003658524157469402,1
ts_d02_20260912,21874,1,HIST+ACT,0.02,0.01,0.5,visits,1,1,1,1,0,0.0,0.0,1,0.2515195271875093,0.2515195271875093,1,2.837706866599616,2.837706866599616,1,2.0,2.0,1,0.003658524157469402,0.003658524157469402,1
ts_d02_20260912,21874,2,NOM,0.02,0.01,0.5,visits,1,1,1,1,0,0.0,0.0,1,0.45070693958663094,0.45070693958663094,1,2.9287281704306483,2.9287281704306483,1,9.0,9.0,1,0.006762381877400791,0.006762381877400791,1
ts_d02_20260912,21874,2,TIGHT,0.02,0.01,0.5,visits,1,1,1,1,1,1.0,1.0,1,0.0,0.0,1,2.9369571180396816,2.9369571180396816,1,0.0,0.0,1,0.006762381877400791,0.006762381877400791,1
ts_d02_20260912,21874,2,HIST,0.02,0.01,0.5,visits,1,1,1,1,0,0.0,0.0,1,0.16661556275805514,0.16661556275805514,1,2.915859010697632,2.915859010697632,1,3.0,3.0,1,0.006762381877400791,0.006762381877400791,1
ts_d02_20260912,21874,2,HIST+ACT,0.02,0.01,0.5,visits,1,1,1,1,1,1.0,1.0,1,0.0,0.0,1,2.895629514492091,2.895629514492091,1,0.0,0.0,1,0.006762381877400791,0.006762381877400791,1
