dataset_id,kind,catalogue_size,stations,orders,origin,n,horizon_multiple,arm,delta,nu,eligibility,scenarios,inactive_products,mean_lines_per_order,expected_block_lines,reference_eta,reference_eta_exact,reference_feasible_at_delta,smallest_grid_delta_admitting_reference,noise_scale_pp
syn_500sku_seed1007,synthetic,500,5,22332,15632,1000,2,TIGHT,0.01,0.01,,16,0,10.0132,10013.2,0.0,0,True,0,0.3997
syn_500sku_seed1007,synthetic,500,5,22332,15632,1000,2,HIST,0.01,0.01,,16,0,10.0132,10013.2,0.007815434386824437,12349481/1580140065,True,0.01,0.3997
syn_500sku_seed1007,synthetic,500,5,22332,15632,1000,2,HIST+ACT,0.01,0.01,,16,0,10.0132,10013.2,0.007815434386824437,12349481/1580140065,True,0.01,0.3997
syn_500sku_seed1008,synthetic,500,5,24865,17405,250,1/2,NOM,0.01,0.01,,70,0,10.0275,2506.9,0.0,0,True,0,0.7989
syn_500sku_seed1008,synthetic,500,5,24865,17405,250,1/2,TIGHT,0.01,0.01,,70,0,10.0275,2506.9,0.0,0,True,0,0.7989
syn_500sku_seed1008,synthetic,500,5,24865,17405,250,1/2,HIST,0.01,0.01,,70,0,10.0275,2506.9,0.021865004625585972,10009571/457789567,False,0.05,0.7989
syn_500sku_seed1008,synthetic,500,5,24865,17405,250,1/2,HIST+ACT,0.01,0.01,,70,0,10.0275,2506.9,0.021865004625585972,10009571/457789567,False,0.05,0.7989
syn_500sku_seed1008,synthetic,500,5,24865,17405,500,1,NOM,0.01,0.01,,35,0,10.0275,5013.8,0.0,0,True,0,0.5649
syn_500sku_seed1008,synthetic,500,5,24865,17405,500,1,TIGHT,0.01,0.01,,35,0,10.0275,5013.8,0.0,0,True,0,0.5649
syn_500sku_seed1008,synthetic,500,5,24865,17405,500,1,HIST,0.01,0.01,,35,0,10.0275,5013.8,0.015259449222615497,4380991/287100205,False,0.02,0.5649
syn_500sku_seed1008,synthetic,500,5,24865,17405,500,1,HIST+ACT,0.01,0.01,,35,0,10.0275,5013.8,0.015259449222615497,4380991/287100205,False,0.02,0.5649
syn_500sku_seed1008,synthetic,500,5,24865,17405,1000,2,NOM,0.01,0.01,,18,0,10.0275,10027.5,0.0,0,True,0,0.3995
syn_500sku_seed1008,synthetic,500,5,24865,17405,1000,2,TIGHT,0.01,0.01,,18,0,10.0275,10027.5,0.0,0,True,0,0.3995
syn_500sku_seed1008,synthetic,500,5,24865,17405,1000,2,HIST,0.01,0.01,,18,0,10.0275,10027.5,0.010591481497451517,18642331/1760124965,False,0.02,0.3995
syn_500sku_seed1008,synthetic,500,5,24865,17405,1000,2,HIST+ACT,0.01,0.01,,18,0,10.0275,10027.5,0.010591481497451517,18642331/1760124965,False,0.02,0.3995
syn_500sku_seed1009,synthetic,500,5,20491,14343,250,1/2,NOM,0.01,0.01,,58,0,9.9704,2492.6,0.0,0,True,0,0.8012
syn_500sku_seed1009,synthetic,500,5,20491,14343,250,1/2,TIGHT,0.01,0.01,,58,0,9.9704,2492.6,0.0,0,True,0,0.8012
syn_500sku_seed1009,synthetic,500,5,20491,14343,250,1/2,HIST,0.01,0.01,,58,0,9.9704,2492.6,0.028881737731295255,359/12430,False,0.05,0.8012
syn_500sku_seed1009,synthetic,500,5,20491,14343,250,1/2,HIST+ACT,0.01,0.01,,58,0,9.9704,2492.6,0.028881737731295255,359/12430,False,0.05,0.8012
syn_500sku_seed1009,synthetic,500,5,20491,14343,500,1,NOM,0.01,0.01,,29,0,9.9704,4985.2,0.0,0,True,0,0.5665
syn_500sku_seed1009,synthetic,500,5,20491,14343,500,1,TIGHT,0.01,0.01,,29,0,9.9704,4985.2,0.0,0,True,0,0.5665
syn_500sku_seed1009,synthetic,500,5,20491,14343,500,1,HIST,0.01,0.01,,29,0,9.9704,4985.2,0.017888822555674606,2463538/137713815,False,0.02,0.5665
syn_500sku_seed1009,synthetic,500,5,20491,14343,500,1,HIST+ACT,0.01,0.01,,29,0,9.9704,4985.2,0.017888822555674606,2463538/137713815,False,0.02,0.5665
syn_500sku_seed1009,synthetic,500,5,20491,14343,1000,2,NOM,0.01,0.01,,15,0,9.9704,9970.4,0.0,0,True,0,0.4006
syn_500sku_seed1009,synthetic,500,5,20491,14343,1000,2,TIGHT,0.01,0.01,,15,0,9.9704,9970.4,0.0,0,True,0,0.4006
syn_500sku_seed1009,synthetic,500,5,20491,14343,1000,2,HIST,0.01,0.01,,15,0,9.9704,9970.4,0.01250752860871311,623/49810,False,0.02,0.4006
syn_500sku_seed1009,synthetic,500,5,20491,14343,1000,2,HIST+ACT,0.01,0.01,,15,0,9.9704,9970.4,0.01250752860871311,623/49810,False,0.02,0.4006
syn_500sku_seed1010,synthetic,500,5,15621,10934,250,1/2,NOM,0.01,0.01,,44,0,9.9973,2499.3,0.0,0,True,0,0.8001
syn_500sku_seed1010,synthetic,500,5,15621,10934,250,1/2,TIGHT,0.01,0.01,,44,0,9.9973,2499.3,0.0,0,True,0,0.8001
syn_500sku_seed1010,synthetic,500,5,15621,10934,250,1/2,HIST,0.01,0.01,,44,0,9.9973,2499.3,0.02378871542621213,917930/38586783,False,0.05,0.8001
syn_500sku_seed1010,synthetic,500,5,15621,10934,250,1/2,HIST+ACT,0.01,0.01,,44,0,9.9973,2499.3,0.02378871542621213,917930/38586783,False,0.05,0.8001
syn_500sku_seed1010,synthetic,500,5,15621,10934,500,1,NOM,0.01,0.01,,22,0,9.9973,4998.7,0.0,0,True,0,0.5658
syn_500sku_seed1010,synthetic,500,5,15621,10934,500,1,TIGHT,0.01,0.01,,22,0,9.9973,4998.7,0.0,0,True,0,0.5658
syn_500sku_seed1010,synthetic,500,5,15621,10934,500,1,HIST,0.01,0.01,,22,0,9.9973,4998.7,0.012295912583493428,6489211/527753508,False,0.02,0.5658
syn_500sku_seed1010,synthetic,500,5,15621,10934,500,1,HIST+ACT,0.01,0.01,,22,0,9.9973,4998.7,0.012295912583493428,6489211/527753508,False,0.02,0.5658
syn_500sku_seed1010,synthetic,500,5,15621,10934,1000,2,NOM,0.01,0.01,,11,0,9.9973,9997.3,0.0,0,True,0,0.4001
syn_500sku_seed1010,synthetic,500,5,15621,10934,1000,2,TIGHT,0.01,0.01,,11,0,9.9973,9997.3,0.0,0,True,0,0.4001
syn_500sku_seed1010,synthetic,500,5,15621,10934,1000,2,HIST,0.01,0.01,,11,0,9.9973,9997.3,0.0072689626242587665,2678521/368487381,True,0.01,0.4001
syn_500sku_seed1010,synthetic,500,5,15621,10934,1000,2,HIST+ACT,0.01,0.01,,11,0,9.9973,9997.3,0.0072689626242587665,2678521/368487381,True,0.01,0.4001
syn_50sku_seed1001,synthetic,50,5,2482,1737,25,1/2,NOM,0.01,0.01,,70,0,9.8952,247.4,0.0,0,True,0,2.5432
syn_50sku_seed1001,synthetic,50,5,2482,1737,25,1/2,TIGHT,0.01,0.01,,70,0,9.8952,247.4,0.0,0,True,0,2.5432
syn_50sku_seed1001,synthetic,50,5,2482,1737,25,1/2,HIST,0.01,0.01,,70,0,9.8952,247.4,0.07789380437964971,10376/133207,False,,2.5432
syn_50sku_seed1001,synthetic,50,5,2482,1737,25,1/2,HIST+ACT,0.01,0.01,,70,0,9.8952,247.4,0.07789380437964971,10376/133207,False,,2.5432
syn_50sku_seed1001,synthetic,50,5,2482,1737,50,1,NOM,0.01,0.01,,35,0,9.8952,494.8,0.0,0,True,0,1.7983
syn_50sku_seed1001,synthetic,50,5,2482,1737,50,1,TIGHT,0.01,0.01,,35,0,9.8952,494.8,0.0,0,True,0,1.7983
syn_50sku_seed1001,synthetic,50,5,2482,1737,50,1,HIST,0.01,0.01,,35,0,9.8952,494.8,0.055818900060349556,113211/2028184,False,,1.7983
syn_50sku_seed1001,synthetic,50,5,2482,1737,50,1,HIST+ACT,0.01,0.01,,35,0,9.8952,494.8,0.055818900060349556,113211/2028184,False,,1.7983
syn_50sku_seed1001,synthetic,50,5,2482,1737,100,2,NOM,0.01,0.01,,18,0,9.8952,989.5,0.0,0,True,0,1.2716
syn_50sku_seed1001,synthetic,50,5,2482,1737,100,2,TIGHT,0.01,0.01,,18,0,9.8952,989.5,0.0,0,True,0,1.2716
syn_50sku_seed1001,synthetic,50,5,2482,1737,100,2,HIST,0.01,0.01,,18,0,9.8952,989.5,0.03422985100812927,94429/2758674,False,0.05,1.2716
syn_50sku_seed1001,synthetic,50,5,2482,1737,100,2,HIST+ACT,0.01,0.01,,18,0,9.8952,989.5,0.03422985100812927,94429/2758674,False,0.05,1.2716
syn_50sku_seed1002,synthetic,50,5,1697,1187,25,1/2,NOM,0.01,0.01,,48,0,9.9705,249.3,0.0,0,True,0,2.5336
syn_50sku_seed1002,synthetic,50,5,1697,1187,25,1/2,TIGHT,0.01,0.01,,48,0,9.9705,249.3,0.0,0,True,0,2.5336
syn_50sku_seed1002,synthetic,50,5,1697,1187,25,1/2,HIST,0.01,0.01,,48,0,9.9705,249.3,0.0602304117513243,37067/615420,False,,2.5336
syn_50sku_seed1002,synthetic,50,5,1697,1187,25,1/2,HIST+ACT,0.01,0.01,,48,0,9.9705,249.3,0.0602304117513243,37067/615420,False,,2.5336
syn_50sku_seed1002,synthetic,50,5,1697,1187,50,1,NOM,0.01,0.01,,24,0,9.9705,498.5,0.0,0,True,0,1.7915
syn_50sku_seed1002,synthetic,50,5,1697,1187,50,1,TIGHT,0.01,0.01,,24,0,9.9705,498.5,0.0,0,True,0,1.7915
syn_50sku_seed1002,synthetic,50,5,1697,1187,50,1,HIST,0.01,0.01,,24,0,9.9705,498.5,0.03916587155789104,41254/1053315,False,0.05,1.7915
syn_50sku_seed1002,synthetic,50,5,1697,1187,50,1,HIST+ACT,0.01,0.01,,24,0,9.9705,498.5,0.03916587155789104,41254/1053315,False,0.05,1.7915
syn_50sku_seed1002,synthetic,50,5,1697,1187,100,2,NOM,0.01,0.01,,12,0,9.9705,997.1,0.0,0,True,0,1.2668
syn_50sku_seed1002,synthetic,50,5,1697,1187,100,2,TIGHT,0.01,0.01,,12,0,9.9705,997.1,0.0,0,True,0,1.2668
syn_50sku_seed1002,synthetic,50,5,1697,1187,100,2,HIST,0.01,0.01,,12,0,9.9705,997.1,0.02683950736123812,25094/934965,False,0.05,1.2668
syn_50sku_seed1002,synthetic,50,5,1697,1187,100,2,HIST+ACT,0.01,0.01,,12,0,9.9705,997.1,0.02683950736123812,25094/934965,False,0.05,1.2668
syn_50sku_seed1003,synthetic,50,5,1768,1237,25,1/2,NOM,0.01,0.01,,50,0,9.9943,249.9,0.0,0,True,0,2.5305
syn_50sku_seed1003,synthetic,50,5,1768,1237,25,1/2,TIGHT,0.01,0.01,,50,0,9.9943,249.9,0.0,0,True,0,2.5305
syn_50sku_seed1003,synthetic,50,5,1768,1237,25,1/2,HIST,0.01,0.01,,50,0,9.9943,249.9,0.07440385332926291,4387/58962,False,,2.5305
syn_50sku_seed1003,synthetic,50,5,1768,1237,25,1/2,HIST+ACT,0.01,0.01,,50,0,9.9943,249.9,0.07440385332926291,4387/58962,False,,2.5305
syn_50sku_seed1003,synthetic,50,5,1768,1237,50,1,NOM,0.01,0.01,,25,0,9.9943,499.7,0.0,0,True,0,1.7894
syn_50sku_seed1003,synthetic,50,5,1768,1237,50,1,TIGHT,0.01,0.01,,25,0,9.9943,499.7,0.0,0,True,0,1.7894
syn_50sku_seed1003,synthetic,50,5,1768,1237,50,1,HIST,0.01,0.01,,25,0,9.9943,499.7,0.03461484180416992,17414/503079,False,0.05,1.7894
syn_50sku_seed1003,synthetic,50,5,1768,1237,50,1,HIST+ACT,0.01,0.01,,25,0,9.9943,499.7,0.03461484180416992,17414/503079,False,0.05,1.7894
syn_50sku_seed1003,synthetic,50,5,1768,1237,100,2,NOM,0.01,0.01,,13,0,9.9943,999.4,0.0,0,True,0,1.2653
syn_50sku_seed1003,synthetic,50,5,1768,1237,100,2,TIGHT,0.01,0.01,,13,0,9.9943,999.4,0.0,0,True,0,1.2653
syn_50sku_seed1003,synthetic,50,5,1768,1237,100,2,HIST,0.01,0.01,,13,0,9.9943,999.4,0.021992483159987922,10562/480255,False,0.05,1.2653
syn_50sku_seed1003,synthetic,50,5,1768,1237,100,2,HIST+ACT,0.01,0.01,,13,0,9.9943,999.4,0.021992483159987922,10562/480255,False,0.05,1.2653
syn_50sku_seed1004,synthetic,50,5,1930,1351,25,1/2,NOM,0.01,0.01,,55,0,10.0762,251.9,0.0,0,True,0,2.5202
syn_50sku_seed1004,synthetic,50,5,1930,1351,25,1/2,TIGHT,0.01,0.01,,55,0,10.0762,251.9,0.0,0,True,0,2.5202
syn_50sku_seed1004,synthetic,50,5,1930,1351,25,1/2,HIST,0.01,0.01,,55,0,10.0762,251.9,0.11110035193631755,33273/299486,False,,2.5202
syn_50sku_seed1004,synthetic,50,5,1930,1351,25,1/2,HIST+ACT,0.01,0.01,,55,0,10.0762,251.9,0.11110035193631755,33273/299486,False,,2.5202
syn_50sku_seed1004,synthetic,50,5,1930,1351,50,1,NOM,0.01,0.01,,28,0,10.0762,503.8,0.0,0,True,0,1.7821
syn_50sku_seed1004,synthetic,50,5,1930,1351,50,1,TIGHT,0.01,0.01,,28,0,10.0762,503.8,0.0,0,True,0,1.7821
syn_50sku_seed1004,synthetic,50,5,1930,1351,50,1,HIST,0.01,0.01,,28,0,10.0762,503.8,0.05007859581370969,362675/7242116,False,,1.7821
syn_50sku_seed1004,synthetic,50,5,1930,1351,50,1,HIST+ACT,0.01,0.01,,28,0,10.0762,503.8,0.05007859581370969,362675/7242116,False,,1.7821
syn_50sku_seed1004,synthetic,50,5,1930,1351,100,2,NOM,0.01,0.01,,14,0,10.0762,1007.6,0.0,0,True,0,1.2601
syn_50sku_seed1004,synthetic,50,5,1930,1351,100,2,TIGHT,0.01,0.01,,14,0,10.0762,1007.6,0.0,0,True,0,1.2601
syn_50sku_seed1004,synthetic,50,5,1930,1351,100,2,HIST,0.01,0.01,,14,0,10.0762,1007.6,0.026338285345801155,370375/14062229,False,0.05,1.2601
syn_50sku_seed1004,synthetic,50,5,1930,1351,100,2,HIST+ACT,0.01,0.01,,14,0,10.0762,1007.6,0.026338285345801155,370375/14062229,False,0.05,1.2601
syn_50sku_seed1005,synthetic,50,5,1880,1316,25,1/2,NOM,0.01,0.01,,53,0,10.035,250.9,0.0,0,True,0,2.5254
syn_50sku_seed1005,synthetic,50,5,1880,1316,25,1/2,TIGHT,0.01,0.01,,53,0,10.035,250.9,0.0,0,True,0,2.5254
syn_50sku_seed1005,synthetic,50,5,1880,1316,25,1/2,HIST,0.01,0.01,,53,0,10.035,250.9,0.06689907131625543,71561/1069686,False,,2.5254
syn_50sku_seed1005,synthetic,50,5,1880,1316,25,1/2,HIST+ACT,0.01,0.01,,53,0,10.035,250.9,0.06689907131625543,71561/1069686,False,,2.5254
syn_50sku_seed1005,synthetic,50,5,1880,1316,50,1,NOM,0.01,0.01,,27,0,10.035,501.7,0.0,0,True,0,1.7857
syn_50sku_seed1005,synthetic,50,5,1880,1316,50,1,TIGHT,0.01,0.01,,27,0,10.035,501.7,0.0,0,True,0,1.7857
syn_50sku_seed1005,synthetic,50,5,1880,1316,50,1,HIST,0.01,0.01,,27,0,10.035,501.7,0.04786931831433724,102621/2143774,False,0.05,1.7857
syn_50sku_seed1005,synthetic,50,5,1880,1316,50,1,HIST+ACT,0.01,0.01,,27,0,10.035,501.7,0.04786931831433724,102621/2143774,False,0.05,1.7857
syn_50sku_seed1005,synthetic,50,5,1880,1316,100,2,NOM,0.01,0.01,,14,0,10.035,1003.5,0.0,0,True,0,1.2627
syn_50sku_seed1005,synthetic,50,5,1880,1316,100,2,TIGHT,0.01,0.01,,14,0,10.035,1003.5,0.0,0,True,0,1.2627
syn_50sku_seed1005,synthetic,50,5,1880,1316,100,2,HIST,0.01,0.01,,14,0,10.035,1003.5,0.018156255743837325,80803/4450422,False,0.02,1.2627
syn_50sku_seed1005,synthetic,50,5,1880,1316,100,2,HIST+ACT,0.01,0.01,,14,0,10.035,1003.5,0.018156255743837325,80803/4450422,False,0.02,1.2627
syn_50sku_seed1006,synthetic,50,5,1814,1269,25,1/2,NOM,0.01,0.01,,51,0,9.9504,248.8,0.0,0,True,0,2.5361
syn_50sku_seed1006,synthetic,50,5,1814,1269,25,1/2,TIGHT,0.01,0.01,,51,0,9.9504,248.8,0.0,0,True,0,2.5361
syn_50sku_seed1006,synthetic,50,5,1814,1269,25,1/2,HIST,0.01,0.01,,51,0,9.9504,248.8,0.07978728942628156,84292/1056459,False,,2.5361
syn_50sku_seed1006,synthetic,50,5,1814,1269,25,1/2,HIST+ACT,0.01,0.01,,51,0,9.9504,248.8,0.07978728942628156,84292/1056459,False,,2.5361
syn_50sku_seed1006,synthetic,50,5,1814,1269,50,1,NOM,0.01,0.01,,26,0,9.9504,497.5,0.0,0,True,0,1.7933
syn_50sku_seed1006,synthetic,50,5,1814,1269,50,1,TIGHT,0.01,0.01,,26,0,9.9504,497.5,0.0,0,True,0,1.7933
syn_50sku_seed1006,synthetic,50,5,1814,1269,50,1,HIST,0.01,0.01,,26,0,9.9504,497.5,0.06305927547784698,125542/1990857,False,,1.7933
syn_50sku_seed1006,synthetic,50,5,1814,1269,50,1,HIST+ACT,0.01,0.01,,26,0,9.9504,497.5,0.06305927547784698,125542/1990857,False,,1.7933
syn_50sku_seed1006,synthetic,50,5,1814,1269,100,2,NOM,0.01,0.01,,13,0,9.9504,995.0,0.0,0,True,0,1.2681
syn_50sku_seed1006,synthetic,50,5,1814,1269,100,2,TIGHT,0.01,0.01,,13,0,9.9504,995.0,0.0,0,True,0,1.2681
syn_50sku_seed1006,synthetic,50,5,1814,1269,100,2,HIST,0.01,0.01,,13,0,9.9504,995.0,0.029828101863552364,189073/6338754,False,0.05,1.2681
syn_50sku_seed1006,synthetic,50,5,1814,1269,100,2,HIST+ACT,0.01,0.01,,13,0,9.9504,995.0,0.029828101863552364,189073/6338754,False,0.05,1.2681
syn_50sku_seed1007,synthetic,50,5,2421,1694,25,1/2,NOM,0.01,0.01,,68,0,9.9693,249.2,0.0,0,True,0,2.5337
syn_50sku_seed1007,synthetic,50,5,2421,1694,25,1/2,TIGHT,0.01,0.01,,68,0,9.9693,249.2,0.0,0,True,0,2.5337
syn_50sku_seed1007,synthetic,50,5,2421,1694,25,1/2,HIST,0.01,0.01,,68,0,9.9693,249.2,0.07335172598874076,36079/491863,False,,2.5337
syn_50sku_seed1007,synthetic,50,5,2421,1694,25,1/2,HIST+ACT,0.01,0.01,,68,0,9.9693,249.2,0.07335172598874076,36079/491863,False,,2.5337
syn_50sku_seed1007,synthetic,50,5,2421,1694,50,1,NOM,0.01,0.01,,34,0,9.9693,498.5,0.0,0,True,0,1.7916
syn_50sku_seed1007,synthetic,50,5,2421,1694,50,1,TIGHT,0.01,0.01,,34,0,9.9693,498.5,0.0,0,True,0,1.7916
syn_50sku_seed1007,synthetic,50,5,2421,1694,50,1,HIST,0.01,0.01,,34,0,9.9693,498.5,0.05139856132115599,229591/4466876,False,,1.7916
syn_50sku_seed1007,synthetic,50,5,2421,1694,50,1,HIST+ACT,0.01,0.01,,34,0,9.9693,498.5,0.05139856132115599,229591/4466876,False,,1.7916
syn_50sku_seed1007,synthetic,50,5,2421,1694,100,2,NOM,0.01,0.01,,17,0,9.9693,996.9,0.0,0,True,0,1.2669
syn_50sku_seed1007,synthetic,50,5,2421,1694,100,2,TIGHT,0.01,0.01,,17,0,9.9693,996.9,0.0,0,True,0,1.2669
syn_50sku_seed1007,synthetic,50,5,2421,1694,100,2,HIST,0.01,0.01,,17,0,9.9693,996.9,0.039230274440519367,41656/1061833,False,0.05,1.2669
syn_50sku_seed1007,synthetic,50,5,2421,1694,100,2,HIST+ACT,0.01,0.01,,17,0,9.9693,996.9,0.039230274440519367,41656/1061833,False,0.05,1.2669
syn_50sku_seed1008,synthetic,50,5,2109,1476,25,1/2,NOM,0.01,0.01,,60,0,9.8496,246.2,0.0,0,True,0,2.5491
syn_50sku_seed1008,synthetic,50,5,2109,1476,25,1/2,TIGHT,0.01,0.01,,60,0,9.8496,246.2,0.0,0,True,0,2.5491
syn_50sku_seed1008,synthetic,50,5,2109,1476,25,1/2,HIST,0.01,0.01,,60,0,9.8496,246.2,0.10156798870871703,32239/317413,False,,2.5491
syn_50sku_seed1008,synthetic,50,5,2109,1476,25,1/2,HIST+ACT,0.01,0.01,,60,0,9.8496,246.2,0.10156798870871703,32239/317413,False,,2.5491
syn_50sku_seed1008,synthetic,50,5,2109,1476,50,1,NOM,0.01,0.01,,30,0,9.8496,492.5,0.0,0,True,0,1.8025
syn_50sku_seed1008,synthetic,50,5,2109,1476,50,1,TIGHT,0.01,0.01,,30,0,9.8496,492.5,0.0,0,True,0,1.8025
syn_50sku_seed1008,synthetic,50,5,2109,1476,50,1,HIST,0.01,0.01,,30,0,9.8496,492.5,0.05148081049887396,129977/2524766,False,,1.8025
syn_50sku_seed1008,synthetic,50,5,2109,1476,50,1,HIST+ACT,0.01,0.01,,30,0,9.8496,492.5,0.05148081049887396,129977/2524766,False,,1.8025
syn_50sku_seed1008,synthetic,50,5,2109,1476,100,2,NOM,0.01,0.01,,15,0,9.8496,985.0,0.0,0,True,0,1.2745
syn_50sku_seed1008,synthetic,50,5,2109,1476,100,2,TIGHT,0.01,0.01,,15,0,9.8496,985.0,0.0,0,True,0,1.2745
syn_50sku_seed1008,synthetic,50,5,2109,1476,100,2,HIST,0.01,0.01,,15,0,9.8496,985.0,0.030622351563872136,225265/7356228,False,0.05,1.2745
syn_50sku_seed1008,synthetic,50,5,2109,1476,100,2,HIST+ACT,0.01,0.01,,15,0,9.8496,985.0,0.030622351563872136,225265/7356228,False,0.05,1.2745
syn_50sku_seed1009,synthetic,50,5,2033,1423,25,1/2,NOM,0.01,0.01,,57,0,9.948,248.7,0.0,0,True,0,2.5364
syn_50sku_seed1009,synthetic,50,5,2033,1423,25,1/2,TIGHT,0.01,0.01,,57,0,9.948,248.7,0.0,0,True,0,2.5364
syn_50sku_seed1009,synthetic,50,5,2033,1423,25,1/2,HIST,0.01,0.01,,57,0,9.948,248.7,0.06988067033277545,3215/46007,False,,2.5364
syn_50sku_seed1009,synthetic,50,5,2033,1423,25,1/2,HIST+ACT,0.01,0.01,,57,0,9.948,248.7,0.06988067033277545,3215/46007,False,,2.5364
syn_50sku_seed1009,synthetic,50,5,2033,1423,50,1,NOM,0.01,0.01,,29,0,9.948,497.4,0.0,0,True,0,1.7935
syn_50sku_seed1009,synthetic,50,5,2033,1423,50,1,TIGHT,0.01,0.01,,29,0,9.948,497.4,0.0,0,True,0,1.7935
syn_50sku_seed1009,synthetic,50,5,2033,1423,50,1,HIST,0.01,0.01,,29,0,9.948,497.4,0.05446669499513599,101005/1854436,False,,1.7935
syn_50sku_seed1009,synthetic,50,5,2033,1423,50,1,HIST+ACT,0.01,0.01,,29,0,9.948,497.4,0.05446669499513599,101005/1854436,False,,1.7935
syn_50sku_seed1009,synthetic,50,5,2033,1423,100,2,NOM,0.01,0.01,,15,0,9.948,994.8,0.0,0,True,0,1.2682
syn_50sku_seed1009,synthetic,50,5,2033,1423,100,2,TIGHT,0.01,0.01,,15,0,9.948,994.8,0.0,0,True,0,1.2682
syn_50sku_seed1009,synthetic,50,5,2033,1423,100,2,HIST,0.01,0.01,,15,0,9.948,994.8,0.025047561469307814,355637/14198468,False,0.05,1.2682
syn_50sku_seed1009,synthetic,50,5,2033,1423,100,2,HIST+ACT,0.01,0.01,,15,0,9.948,994.8,0.025047561469307814,355637/14198468,False,0.05,1.2682
syn_50sku_seed1010,synthetic,50,5,2158,1510,25,1/2,NOM,0.01,0.01,,61,0,9.8762,246.9,0.0,0,True,0,2.5456
syn_50sku_seed1010,synthetic,50,5,2158,1510,25,1/2,TIGHT,0.01,0.01,,61,0,9.8762,246.9,0.0,0,True,0,2.5456
syn_50sku_seed1010,synthetic,50,5,2158,1510,25,1/2,HIST,0.01,0.01,,61,0,9.8762,246.9,0.06060703410579842,26412/435791,False,,2.5456
syn_50sku_seed1010,synthetic,50,5,2158,1510,25,1/2,HIST+ACT,0.01,0.01,,61,0,9.8762,246.9,0.06060703410579842,26412/435791,False,,2.5456
syn_50sku_seed1010,synthetic,50,5,2158,1510,50,1,NOM,0.01,0.01,,31,0,9.8762,493.8,0.0,0,True,0,1.8
syn_50sku_seed1010,synthetic,50,5,2158,1510,50,1,TIGHT,0.01,0.01,,31,0,9.8762,493.8,0.0,0,True,0,1.8
syn_50sku_seed1010,synthetic,50,5,2158,1510,50,1,HIST,0.01,0.01,,31,0,9.8762,493.8,0.05354409699611872,384080/7173153,False,,1.8
syn_50sku_seed1010,synthetic,50,5,2158,1510,50,1,HIST+ACT,0.01,0.01,,31,0,9.8762,493.8,0.05354409699611872,384080/7173153,False,,1.8
syn_50sku_seed1010,synthetic,50,5,2158,1510,100,2,NOM,0.01,0.01,,16,0,9.8762,987.6,0.0,0,True,0,1.2728
syn_50sku_seed1010,synthetic,50,5,2158,1510,100,2,TIGHT,0.01,0.01,,16,0,9.8762,987.6,0.0,0,True,0,1.2728
syn_50sku_seed1010,synthetic,50,5,2158,1510,100,2,HIST,0.01,0.01,,16,0,9.8762,987.6,0.02672592309214911,44152/1652029,False,0.05,1.2728
syn_50sku_seed1010,synthetic,50,5,2158,1510,100,2,HIST+ACT,0.01,0.01,,16,0,9.8762,987.6,0.02672592309214911,44152/1652029,False,0.05,1.2728
syn_50sku_seed1011,synthetic,50,5,1661,1162,25,1/2,NOM,0.01,0.01,,47,0,9.9131,247.8,0.0,0,True,0,2.5409
syn_50sku_seed1011,synthetic,50,5,1661,1162,25,1/2,TIGHT,0.01,0.01,,47,0,9.9131,247.8,0.0,0,True,0,2.5409
syn_50sku_seed1011,synthetic,50,5,1661,1162,25,1/2,HIST,0.01,0.01,,47,0,9.9131,247.8,0.07037208384020091,192116/2730003,False,,2.5409
syn_50sku_seed1011,synthetic,50,5,1661,1162,25,1/2,HIST+ACT,0.01,0.01,,47,0,9.9131,247.8,0.07037208384020091,192116/2730003,False,,2.5409
syn_50sku_seed1011,synthetic,50,5,1661,1162,50,1,NOM,0.01,0.01,,24,0,9.9131,495.7,0.0,0,True,0,1.7967
syn_50sku_seed1011,synthetic,50,5,1661,1162,50,1,TIGHT,0.01,0.01,,24,0,9.9131,495.7,0.0,0,True,0,1.7967
syn_50sku_seed1011,synthetic,50,5,1661,1162,50,1,HIST,0.01,0.01,,24,0,9.9131,495.7,0.045055628143998376,123002/2730003,False,0.05,1.7967
syn_50sku_seed1011,synthetic,50,5,1661,1162,50,1,HIST+ACT,0.01,0.01,,24,0,9.9131,495.7,0.045055628143998376,123002/2730003,False,0.05,1.7967
syn_50sku_seed1011,synthetic,50,5,1661,1162,100,2,NOM,0.01,0.01,,12,0,9.9131,991.3,0.0,0,True,0,1.2704
syn_50sku_seed1011,synthetic,50,5,1661,1162,100,2,TIGHT,0.01,0.01,,12,0,9.9131,991.3,0.0,0,True,0,1.2704
syn_50sku_seed1011,synthetic,50,5,1661,1162,100,2,HIST,0.01,0.01,,12,0,9.9131,991.3,0.029622819040303196,337813/11403810,False,0.05,1.2704
syn_50sku_seed1011,synthetic,50,5,1661,1162,100,2,HIST+ACT,0.01,0.01,,12,0,9.9131,991.3,0.029622819040303196,337813/11403810,False,0.05,1.2704
syn_50sku_seed1012,synthetic,50,5,2478,1734,25,1/2,NOM,0.01,0.01,,70,0,10.0646,251.6,0.0,0,True,0,2.5217
syn_50sku_seed1012,synthetic,50,5,2478,1734,25,1/2,TIGHT,0.01,0.01,,70,0,10.0646,251.6,0.0,0,True,0,2.5217
syn_50sku_seed1012,synthetic,50,5,2478,1734,25,1/2,HIST,0.01,0.01,,70,0,10.0646,251.6,0.05189971614450184,29437/567190,False,,2.5217
