campaign,catalogue_size,n,baseline,arm,delta,nu,tightening,solve_mode,paired_instances,joint_pass_mean_diff,joint_pass_median_diff,joint_pass_instances_better,joint_pass_instances_worse,joint_pass_instances_equal,joint_pass_paired_n,violation_count_mean_diff,violation_count_median_diff,violation_count_instances_better,violation_count_instances_worse,violation_count_instances_equal,violation_count_paired_n,worst_excess_pp_mean_diff,worst_excess_pp_median_diff,worst_excess_pp_instances_better,worst_excess_pp_instances_worse,worst_excess_pp_instances_equal,worst_excess_pp_paired_n,mean_visits_mean_diff,mean_visits_median_diff,mean_visits_instances_better,mean_visits_instances_worse,mean_visits_instances_equal,mean_visits_paired_n,positive_excess_sum_mean_diff,positive_excess_sum_median_diff,positive_excess_sum_instances_better,positive_excess_sum_instances_worse,positive_excess_sum_instances_equal,positive_excess_sum_paired_n,activation_mass_mean_diff,activation_mass_median_diff,activation_mass_instances_better,activation_mass_instances_worse,activation_mass_instances_equal,activation_mass_paired_n,station_novelty_count_mean_diff,station_novelty_count_median_diff,station_novelty_count_instances_better,station_novelty_count_instances_worse,station_novelty_count_instances_equal,station_novelty_count_paired_n
screen_20260910,2000,4000,NOM,TIGHT,0.01,0.01,0.5,visits,3,1.0,1.0,3,0,0,3,-1.6666666666666667,-2.0,3,0,0,3,-0.151901387181149,-0.15839414390057668,3,0,0,3,-0.005666666666666782,-0.009000000000000341,2,1,0,3,-0.00168896168550413,-0.001839078632940343,3,0,0,3,0.0,0.0,,,3,3,0.0,0.0,0,0,3,3
screen_20260910,2000,4000,TIGHT,HIST,0.01,0.01,0.5,visits,3,-0.3333333333333333,0.0,0,1,2,3,0.3333333333333333,0.0,0,1,2,3,0.041158775281974085,0.0,0,1,2,3,0.005250000000000495,0.015500000000000291,1,2,0,3,0.0004115877528197408,0.0,0,1,2,3,0.0,0.0,,,3,3,-8.333333333333334,-8.0,3,0,0,3
screen_20260910,2000,4000,TIGHT,HIST+ACT,0.01,0.01,0.5,visits,3,-0.3333333333333333,0.0,0,1,2,3,0.3333333333333333,0.0,0,1,2,3,0.041158775281974085,0.0,0,1,2,3,0.005250000000000495,0.015500000000000291,1,2,0,3,0.0004115877528197408,0.0,0,1,2,3,0.0,0.0,,,3,3,-8.333333333333334,-8.0,3,0,0,3
screen_20260910,2000,4000,TIGHT,NOM,0.01,0.01,0.5,visits,3,-1.0,-1.0,0,3,0,3,1.6666666666666667,2.0,0,3,0,3,0.151901387181149,0.15839414390057668,0,3,0,3,0.005666666666666782,0.009000000000000341,1,2,0,3,0.00168896168550413,0.001839078632940343,0,3,0,3,0.0,0.0,,,3,3,0.0,0.0,0,0,3,3
screen_20260910,21874,10937,NOM,HIST,0.01,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,-4.0,-4.0,1,0,0,1,-1.9342727341980126,-1.9342727341980126,1,0,0,1,0.06555728261863392,0.06555728261863392,0,1,0,1,-0.02895635994938806,-0.02895635994938806,1,0,0,1,0.0,0.0,,,1,1,-9.0,-9.0,1,0,0,1
screen_20260910,21874,10937,NOM,HIST+ACT,0.01,0.01,0.5,visits,1,1.0,1.0,1,0,0,1,-6.0,-6.0,1,0,0,1,-2.3654790843113505,-2.3654790843113505,1,0,0,1,0.08722684465575581,0.08722684465575581,0,1,0,1,-0.03409804777324692,-0.03409804777324692,1,0,0,1,0.0,0.0,,,1,1,-11.0,-11.0,1,0,0,1
screen_20260910,21874,10937,NOM,TIGHT,0.01,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,-4.0,-4.0,1,0,0,1,-1.1265108434776967,-1.1265108434776967,1,0,0,1,0.020938100027429574,0.020938100027429574,0,1,0,1,-0.021372458563170126,-0.021372458563170126,1,0,0,1,0.0,0.0,,,1,1,1.0,1.0,0,1,0,1
screen_20260910,21874,10937,TIGHT,HIST,0.01,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,-0.8077618907203159,-0.8077618907203159,1,0,0,1,0.04461918259120434,0.04461918259120434,0,1,0,1,-0.007583901386217934,-0.007583901386217934,1,0,0,1,0.0,0.0,,,1,1,-10.0,-10.0,1,0,0,1
screen_20260910,21874,10937,TIGHT,HIST+ACT,0.01,0.01,0.5,visits,1,1.0,1.0,1,0,0,1,-2.0,-2.0,1,0,0,1,-1.2389682408336538,-1.2389682408336538,1,0,0,1,0.06628874462832623,0.06628874462832623,0,1,0,1,-0.012725589210076793,-0.012725589210076793,1,0,0,1,0.0,0.0,,,1,1,-12.0,-12.0,1,0,0,1
screen_20260910,21874,10937,TIGHT,NOM,0.01,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,4.0,4.0,0,1,0,1,1.1265108434776967,1.1265108434776967,0,1,0,1,-0.020938100027429574,-0.020938100027429574,1,0,0,1,0.021372458563170126,0.021372458563170126,0,1,0,1,0.0,0.0,,,1,1,-1.0,-1.0,1,0,0,1
screen_20260910,21874,21874,NOM,HIST,0.01,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,-1.0,-1.0,1,0,0,1,-2.442479966080433,-2.442479966080433,1,0,0,1,0.05216238456615141,0.05216238456615141,0,1,0,1,-0.02888109892895381,-0.02888109892895381,1,0,0,1,0.0,0.0,,,1,1,-6.0,-6.0,1,0,0,1
screen_20260910,21874,21874,NOM,HIST+ACT,0.01,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,-3.0,-3.0,1,0,0,1,-2.6591971311466494,-2.6591971311466494,1,0,0,1,0.07625491451037725,0.07625491451037725,0,1,0,1,-0.03556297847220088,-0.03556297847220088,1,0,0,1,0.0,0.0,,,1,1,-8.0,-8.0,1,0,0,1
screen_20260910,21874,21874,NOM,TIGHT,0.01,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,-2.0,-2.0,1,0,0,1,-1.619330051871554,-1.619330051871554,1,0,0,1,0.017463655481393392,0.017463655481393392,0,1,0,1,-0.022894552709581344,-0.022894552709581344,1,0,0,1,0.0,0.0,,,1,1,0.0,0.0,0,0,1,1
screen_20260910,21874,21874,TIGHT,HIST,0.01,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,1.0,1.0,0,1,0,1,-0.823149914208879,-0.823149914208879,1,0,0,1,0.03469872908475802,0.03469872908475802,0,1,0,1,-0.005986546219372468,-0.005986546219372468,1,0,0,1,0.0,0.0,,,1,1,-6.0,-6.0,1,0,0,1
screen_20260910,21874,21874,TIGHT,HIST+ACT,0.01,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,-1.0,-1.0,1,0,0,1,-1.0398670792750953,-1.0398670792750953,1,0,0,1,0.058791259028983855,0.058791259028983855,0,1,0,1,-0.012668425762619537,-0.012668425762619537,1,0,0,1,0.0,0.0,,,1,1,-8.0,-8.0,1,0,0,1
screen_20260910,21874,21874,TIGHT,NOM,0.01,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,2.0,2.0,0,1,0,1,1.619330051871554,1.619330051871554,0,1,0,1,-0.017463655481393392,-0.017463655481393392,1,0,0,1,0.022894552709581344,0.022894552709581344,0,1,0,1,0.0,0.0,,,1,1,0.0,0.0,0,0,1,1
screen_20260910,21874,43748,NOM,HIST,0.01,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,-2.0,-2.0,1,0,0,1,-1.8799368473807359,-1.8799368473807359,1,0,0,1,0.00018286550242319066,0.00018286550242319066,0,1,0,1,-0.023946312180728062,-0.023946312180728062,1,0,0,1,0.0,0.0,,,1,1,-4.0,-4.0,1,0,0,1
screen_20260910,21874,43748,NOM,HIST+ACT,0.01,0.01,0.5,visits,1,1.0,1.0,1,0,0,1,-6.0,-6.0,1,0,0,1,-2.2341061946956495,-2.2341061946956495,1,0,0,1,0.04443631708878115,0.04443631708878115,0,1,0,1,-0.03330022288248161,-0.03330022288248161,1,0,0,1,0.0,0.0,,,1,1,-11.0,-11.0,1,0,0,1
screen_20260910,21874,43748,NOM,TIGHT,0.01,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,-4.0,-4.0,1,0,0,1,-1.3670819518892312,-1.3670819518892312,1,0,0,1,0.00900612599433126,0.00900612599433126,0,1,0,1,-0.0233403518404421,-0.0233403518404421,1,0,0,1,0.0,0.0,,,1,1,-1.0,-1.0,1,0,0,1
screen_20260910,21874,43748,TIGHT,HIST,0.01,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,2.0,2.0,0,1,0,1,-0.5128548954915046,-0.5128548954915046,1,0,0,1,-0.00882326049190807,-0.00882326049190807,1,0,0,1,-0.00060596034028596,-0.00060596034028596,1,0,0,1,0.0,0.0,,,1,1,-3.0,-3.0,1,0,0,1
screen_20260910,21874,43748,TIGHT,HIST+ACT,0.01,0.01,0.5,visits,1,1.0,1.0,1,0,0,1,-2.0,-2.0,1,0,0,1,-0.8670242428064183,-0.8670242428064183,1,0,0,1,0.03543019109444989,0.03543019109444989,0,1,0,1,-0.009959871042039513,-0.009959871042039513,1,0,0,1,0.0,0.0,,,1,1,-10.0,-10.0,1,0,0,1
screen_20260910,21874,43748,TIGHT,NOM,0.01,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,4.0,4.0,0,1,0,1,1.3670819518892312,1.3670819518892312,0,1,0,1,-0.00900612599433126,-0.00900612599433126,1,0,0,1,0.0233403518404421,0.0233403518404421,0,1,0,1,0.0,0.0,,,1,1,1.0,1.0,0,1,0,1
ts_b01_20260912,21874,10937,NOM,HIST,0.01,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,-4.0,-4.0,1,0,0,1,-0.12431970483738103,-0.12431970483738103,1,0,0,1,0.04635640486422199,0.04635640486422199,0,1,0,1,-0.013119158539849188,-0.013119158539849188,1,0,0,1,0.0,0.0,,,1,1,-9.0,-9.0,1,0,0,1
ts_b01_20260912,21874,10937,NOM,HIST+ACT,0.01,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,-9.0,-9.0,1,0,0,1,-0.3080977391323947,-0.3080977391323947,1,0,0,1,0.03447014720672925,0.03447014720672925,0,1,0,1,-0.01893958878185824,-0.01893958878185824,1,0,0,1,0.0,0.0,,,1,1,-11.0,-11.0,1,0,0,1
ts_b01_20260912,21874,10937,NOM,TIGHT,0.01,0.01,0.5,visits,1,1.0,1.0,1,0,0,1,-10.0,-10.0,1,0,0,1,-0.3125156299026683,-0.3125156299026683,1,0,0,1,-0.039133217518515284,-0.039133217518515284,1,0,0,1,-0.018983767689560976,-0.018983767689560976,1,0,0,1,0.0,0.0,,,1,1,-3.0,-3.0,1,0,0,1
ts_b01_20260912,21874,10937,TIGHT,HIST,0.01,0.01,0.5,visits,1,-1.0,-1.0,0,1,0,1,6.0,6.0,0,1,0,1,0.18819592506528726,0.18819592506528726,0,1,0,1,0.08548962238273727,0.08548962238273727,0,1,0,1,0.005864609149711787,0.005864609149711787,0,1,0,1,0.0,0.0,,,1,1,-6.0,-6.0,1,0,0,1
ts_b01_20260912,21874,10937,TIGHT,HIST+ACT,0.01,0.01,0.5,visits,1,-1.0,-1.0,0,1,0,1,1.0,1.0,0,1,0,1,0.004417890770273618,0.004417890770273618,0,1,0,1,0.07360336472524454,0.07360336472524454,0,1,0,1,4.4178907702736186e-05,4.4178907702736186e-05,0,1,0,1,0.0,0.0,,,1,1,-8.0,-8.0,1,0,0,1
ts_b01_20260912,21874,10937,TIGHT,NOM,0.01,0.01,0.5,visits,1,-1.0,-1.0,0,1,0,1,10.0,10.0,0,1,0,1,0.3125156299026683,0.3125156299026683,0,1,0,1,0.039133217518515284,0.039133217518515284,0,1,0,1,0.018983767689560976,0.018983767689560976,0,1,0,1,0.0,0.0,,,1,1,3.0,3.0,0,1,0,1
ts_b01_20260912,21874,21874,NOM,HIST,0.01,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,-0.07290777935891019,-0.07290777935891019,1,0,0,1,0.01714364085215303,0.01714364085215303,0,1,0,1,-0.004521469791532395,-0.004521469791532395,1,0,0,1,0.0,0.0,,,1,1,-7.0,-7.0,1,0,0,1
ts_b01_20260912,21874,21874,NOM,HIST+ACT,0.01,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,-5.0,-5.0,1,0,0,1,-0.1789578964507859,-0.1789578964507859,1,0,0,1,0.02843558562677151,0.02843558562677151,0,1,0,1,-0.013139849791085066,-0.013139849791085066,1,0,0,1,0.0,0.0,,,1,1,-10.0,-10.0,1,0,0,1
ts_b01_20260912,21874,21874,NOM,TIGHT,0.01,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,-6.0,-6.0,1,0,0,1,-0.3668715032559846,-0.3668715032559846,1,0,0,1,-0.03885891926488094,-0.03885891926488094,1,0,0,1,-0.01584495396865644,-0.01584495396865644,1,0,0,1,0.0,0.0,,,1,1,-3.0,-3.0,1,0,0,1
ts_b01_20260912,21874,21874,TIGHT,HIST,0.01,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,6.0,6.0,0,1,0,1,0.29396372389707437,0.29396372389707437,0,1,0,1,0.05600256011703397,0.05600256011703397,0,1,0,1,0.011323484177124046,0.011323484177124046,0,1,0,1,0.0,0.0,,,1,1,-4.0,-4.0,1,0,0,1
ts_b01_20260912,21874,21874,TIGHT,HIST+ACT,0.01,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,1.0,1.0,0,1,0,1,0.18791360680519867,0.18791360680519867,0,1,0,1,0.06729450489165245,0.06729450489165245,0,1,0,1,0.002705104177571375,0.002705104177571375,0,1,0,1,0.0,0.0,,,1,1,-7.0,-7.0,1,0,0,1
ts_b01_20260912,21874,21874,TIGHT,NOM,0.01,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,6.0,6.0,0,1,0,1,0.3668715032559846,0.3668715032559846,0,1,0,1,0.03885891926488094,0.03885891926488094,0,1,0,1,0.01584495396865644,0.01584495396865644,0,1,0,1,0.0,0.0,,,1,1,3.0,3.0,0,1,0,1
ts_b01_20260912,21874,43748,NOM,HIST,0.01,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,5.0,5.0,0,1,0,1,-0.06669879893476666,-0.06669879893476666,1,0,0,1,-0.009303282435768168,-0.009303282435768168,1,0,0,1,0.004765839574356596,0.004765839574356596,0,1,0,1,0.0,0.0,,,1,1,-6.0,-6.0,1,0,0,1
ts_b01_20260912,21874,43748,NOM,HIST+ACT,0.01,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,-5.0,-5.0,1,0,0,1,-0.45113185803937744,-0.45113185803937744,1,0,0,1,0.022515314985827928,0.022515314985827928,0,1,0,1,-0.01057216443736812,-0.01057216443736812,1,0,0,1,0.0,0.0,,,1,1,-9.0,-9.0,1,0,0,1
ts_b01_20260912,21874,43748,NOM,TIGHT,0.01,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,-5.0,-5.0,1,0,0,1,-0.23417607509213684,-0.23417607509213684,1,0,0,1,-0.04144189448660507,-0.04144189448660507,1,0,0,1,-0.008402606607895713,-0.008402606607895713,1,0,0,1,0.0,0.0,,,1,1,-5.0,-5.0,1,0,0,1
ts_b01_20260912,21874,43748,TIGHT,HIST,0.01,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,10.0,10.0,0,1,0,1,0.16747727615737018,0.16747727615737018,0,1,0,1,0.0321386120508369,0.0321386120508369,0,1,0,1,0.013168446182252309,0.013168446182252309,0,1,0,1,0.0,0.0,,,1,1,-1.0,-1.0,1,0,0,1
ts_b01_20260912,21874,43748,TIGHT,HIST+ACT,0.01,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,-0.2169557829472406,-0.2169557829472406,1,0,0,1,0.063957209472433,0.063957209472433,0,1,0,1,-0.002169557829472406,-0.002169557829472406,1,0,0,1,0.0,0.0,,,1,1,-4.0,-4.0,1,0,0,1
ts_b01_20260912,21874,43748,TIGHT,NOM,0.01,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,5.0,5.0,0,1,0,1,0.23417607509213684,0.23417607509213684,0,1,0,1,0.04144189448660507,0.04144189448660507,0,1,0,1,0.008402606607895713,0.008402606607895713,0,1,0,1,0.0,0.0,,,1,1,5.0,5.0,0,1,0,1
ts_b03_20260912,21874,10937,NOM,HIST,0.03,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,-2.0,-2.0,1,0,0,1,-2.3266591931836014,-2.3266591931836014,1,0,0,1,0.04626497211301084,0.04626497211301084,0,1,0,1,-0.025994967438136403,-0.025994967438136403,1,0,0,1,0.0,0.0,,,1,1,-6.0,-6.0,1,0,0,1
ts_b03_20260912,21874,10937,NOM,HIST+ACT,0.03,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,-5.0,-5.0,1,0,0,1,-2.549366711183991,-2.549366711183991,1,0,0,1,0.09006125994331171,0.09006125994331171,0,1,0,1,-0.030027458842233366,-0.030027458842233366,1,0,0,1,0.0,0.0,,,1,1,-10.0,-10.0,1,0,0,1
ts_b03_20260912,21874,10937,NOM,TIGHT,0.03,0.01,0.5,visits,1,1.0,1.0,1,0,0,1,-6.0,-6.0,1,0,0,1,-2.6121977634952724,-2.6121977634952724,1,0,0,1,0.08558105513394931,0.08558105513394931,0,1,0,1,-0.030655769365346183,-0.030655769365346183,1,0,0,1,0.0,0.0,,,1,1,-2.0,-2.0,1,0,0,1
ts_b03_20260912,21874,10937,TIGHT,HIST,0.03,0.01,0.5,visits,1,-1.0,-1.0,0,1,0,1,4.0,4.0,0,1,0,1,0.28553857031167096,0.28553857031167096,0,1,0,1,-0.039316083020938475,-0.039316083020938475,1,0,0,1,0.00466080192720978,0.00466080192720978,0,1,0,1,0.0,0.0,,,1,1,-4.0,-4.0,1,0,0,1
ts_b03_20260912,21874,10937,TIGHT,HIST+ACT,0.03,0.01,0.5,visits,1,-1.0,-1.0,0,1,0,1,1.0,1.0,0,1,0,1,0.06283105231128178,0.06283105231128178,0,1,0,1,0.004480204809362398,0.004480204809362398,0,1,0,1,0.0006283105231128178,0.0006283105231128178,0,1,0,1,0.0,0.0,,,1,1,-8.0,-8.0,1,0,0,1
ts_b03_20260912,21874,10937,TIGHT,NOM,0.03,0.01,0.5,visits,1,-1.0,-1.0,0,1,0,1,6.0,6.0,0,1,0,1,2.6121977634952724,2.6121977634952724,0,1,0,1,-0.08558105513394931,-0.08558105513394931,1,0,0,1,0.030655769365346183,0.030655769365346183,0,1,0,1,0.0,0.0,,,1,1,2.0,2.0,0,1,0,1
ts_b03_20260912,21874,21874,NOM,HIST,0.03,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,-1.0,-1.0,1,0,0,1,-2.4609399540667445,-2.4609399540667445,1,0,0,1,0.02340678431013954,0.02340678431013954,0,1,0,1,-0.027179750006065113,-0.027179750006065113,1,0,0,1,0.0,0.0,,,1,1,-5.0,-5.0,1,0,0,1
ts_b03_20260912,21874,21874,NOM,HIST+ACT,0.03,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,-2.0,-2.0,1,0,0,1,-2.442873529625699,-2.442873529625699,1,0,0,1,0.010697631891743331,0.010697631891743331,0,1,0,1,-0.027142513418749972,-0.027142513418749972,1,0,0,1,0.0,0.0,,,1,1,-9.0,-9.0,1,0,0,1
ts_b03_20260912,21874,21874,NOM,TIGHT,0.03,0.01,0.5,visits,1,1.0,1.0,1,0,0,1,-3.0,-3.0,1,0,0,1,-2.485866652820904,-2.485866652820904,1,0,0,1,0.09019840907012888,0.09019840907012888,0,1,0,1,-0.027572444650702025,-0.027572444650702025,1,0,0,1,0.0,0.0,,,1,1,-1.0,-1.0,1,0,0,1
ts_b03_20260912,21874,21874,TIGHT,HIST,0.03,0.01,0.5,visits,1,-1.0,-1.0,0,1,0,1,2.0,2.0,0,1,0,1,0.024926698754159773,0.024926698754159773,0,1,0,1,-0.06679162475998934,-0.06679162475998934,1,0,0,1,0.00039269464463691304,0.00039269464463691304,0,1,0,1,0.0,0.0,,,1,1,-4.0,-4.0,1,0,0,1
ts_b03_20260912,21874,21874,TIGHT,HIST+ACT,0.03,0.01,0.5,visits,1,-1.0,-1.0,0,1,0,1,1.0,1.0,0,1,0,1,0.04299312319520522,0.04299312319520522,0,1,0,1,-0.07950077717838555,-0.07950077717838555,1,0,0,1,0.0004299312319520522,0.0004299312319520522,0,1,0,1,0.0,0.0,,,1,1,-8.0,-8.0,1,0,0,1
ts_b03_20260912,21874,21874,TIGHT,NOM,0.03,0.01,0.5,visits,1,-1.0,-1.0,0,1,0,1,3.0,3.0,0,1,0,1,2.485866652820904,2.485866652820904,0,1,0,1,-0.09019840907012888,-0.09019840907012888,1,0,0,1,0.027572444650702025,0.027572444650702025,0,1,0,1,0.0,0.0,,,1,1,1.0,1.0,0,1,0,1
ts_b03_20260912,21874,43748,NOM,HIST,0.03,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,-2.0,-2.0,1,0,0,1,-1.7080071787238509,-1.7080071787238509,1,0,0,1,-0.003428728170430606,-0.003428728170430606,1,0,0,1,-0.017924159085955318,-0.017924159085955318,1,0,0,1,0.0,0.0,,,1,1,-3.0,-3.0,1,0,0,1
ts_b03_20260912,21874,43748,NOM,HIST+ACT,0.03,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,-2.0,-2.0,1,0,0,1,-1.7477759798601809,-1.7477759798601809,1,0,0,1,0.01808082655207066,0.01808082655207066,0,1,0,1,-0.018321847097318617,-0.018321847097318617,1,0,0,1,0.0,0.0,,,1,1,-11.0,-11.0,1,0,0,1
ts_b03_20260912,21874,43748,NOM,TIGHT,0.03,0.01,0.5,visits,1,1.0,1.0,1,0,0,1,-3.0,-3.0,1,0,0,1,-1.7666645055186372,-1.7666645055186372,1,0,0,1,0.07726067477370391,0.07726067477370391,0,1,0,1,-0.01851073235390318,-0.01851073235390318,1,0,0,1,0.0,0.0,,,1,1,0.0,0.0,0,0,1,1
ts_b03_20260912,21874,43748,TIGHT,HIST,0.03,0.01,0.5,visits,1,-1.0,-1.0,0,1,0,1,1.0,1.0,0,1,0,1,0.05865732679478629,0.05865732679478629,0,1,0,1,-0.08068940294413451,-0.08068940294413451,1,0,0,1,0.0005865732679478629,0.0005865732679478629,0,1,0,1,0.0,0.0,,,1,1,-3.0,-3.0,1,0,0,1
ts_b03_20260912,21874,43748,TIGHT,HIST+ACT,0.03,0.01,0.5,visits,1,-1.0,-1.0,0,1,0,1,1.0,1.0,0,1,0,1,0.018888525658456366,0.018888525658456366,0,1,0,1,-0.05917984822163325,-0.05917984822163325,1,0,0,1,0.00018888525658456365,0.00018888525658456365,0,1,0,1,0.0,0.0,,,1,1,-11.0,-11.0,1,0,0,1
ts_b03_20260912,21874,43748,TIGHT,NOM,0.03,0.01,0.5,visits,1,-1.0,-1.0,0,1,0,1,3.0,3.0,0,1,0,1,1.7666645055186372,1.7666645055186372,0,1,0,1,-0.07726067477370391,-0.07726067477370391,1,0,0,1,0.01851073235390318,0.01851073235390318,0,1,0,1,0.0,0.0,,,1,1,0.0,0.0,0,0,1,1
ts_d02_20260912,50,25,NOM,TIGHT,0.02,0.01,0.5,visits,1,1.0,1.0,1,0,0,1,-2.0,-2.0,1,0,0,1,-2.4223019732248936,-2.4223019732248936,1,0,0,1,0.08000000000000007,0.08000000000000007,0,1,0,1,-0.034702103623750306,-0.034702103623750306,1,0,0,1,0.0,0.0,,,1,1,-1.0,-1.0,1,0,0,1
ts_d02_20260912,50,25,TIGHT,NOM,0.02,0.01,0.5,visits,1,-1.0,-1.0,0,1,0,1,2.0,2.0,0,1,0,1,2.4223019732248936,2.4223019732248936,0,1,0,1,-0.08000000000000007,-0.08000000000000007,1,0,0,1,0.034702103623750306,0.034702103623750306,0,1,0,1,0.0,0.0,,,1,1,1.0,1.0,0,1,0,1
ts_d02_20260912,50,50,NOM,HIST,0.02,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,-3.0,-3.0,1,0,0,1,-1.604271226232138,-1.604271226232138,1,0,0,1,0.7400000000000002,0.7400000000000002,0,1,0,1,-0.024046741205531234,-0.024046741205531234,1,0,0,1,0.0,0.0,,,1,1,-2.0,-2.0,1,0,0,1
ts_d02_20260912,50,50,NOM,HIST+ACT,0.02,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,-3.0,-3.0,1,0,0,1,-1.604271226232138,-1.604271226232138,1,0,0,1,0.7400000000000002,0.7400000000000002,0,1,0,1,-0.024046741205531234,-0.024046741205531234,1,0,0,1,0.0,0.0,,,1,1,-2.0,-2.0,1,0,0,1
ts_d02_20260912,50,50,NOM,TIGHT,0.02,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,0.4192872117400419,0.4192872117400419,0,1,0,1,0.1599999999999997,0.1599999999999997,0,1,0,1,0.007173719268818525,0.007173719268818525,0,1,0,1,0.0,0.0,,,1,1,0.0,0.0,0,0,1,1
ts_d02_20260912,50,50,TIGHT,HIST,0.02,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,-3.0,-3.0,1,0,0,1,-2.02355843797218,-2.02355843797218,1,0,0,1,0.5800000000000005,0.5800000000000005,0,1,0,1,-0.03122046047434976,-0.03122046047434976,1,0,0,1,0.0,0.0,,,1,1,-2.0,-2.0,1,0,0,1
ts_d02_20260912,50,50,TIGHT,HIST+ACT,0.02,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,-3.0,-3.0,1,0,0,1,-2.02355843797218,-2.02355843797218,1,0,0,1,0.5800000000000005,0.5800000000000005,0,1,0,1,-0.03122046047434976,-0.03122046047434976,1,0,0,1,0.0,0.0,,,1,1,-2.0,-2.0,1,0,0,1
ts_d02_20260912,50,50,TIGHT,NOM,0.02,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,0.0,0.0,0,0,1,1,-0.4192872117400419,-0.4192872117400419,1,0,0,1,-0.1599999999999997,-0.1599999999999997,1,0,0,1,-0.007173719268818525,-0.007173719268818525,1,0,0,1,0.0,0.0,,,1,1,0.0,0.0,0,0,1,1
ts_d02_20260912,50,100,NOM,HIST,0.02,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,-1.0,-1.0,1,0,0,1,0.5832675850612357,0.5832675850612357,0,1,0,1,0.20999999999999996,0.20999999999999996,0,1,0,1,0.004182810469016955,0.004182810469016955,0,1,0,1,0.0,0.0,,,1,1,-2.0,-2.0,1,0,0,1
ts_d02_20260912,50,100,NOM,HIST+ACT,0.02,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,-1.0,-1.0,1,0,0,1,0.5832675850612357,0.5832675850612357,0,1,0,1,0.20999999999999996,0.20999999999999996,0,1,0,1,0.004182810469016955,0.004182810469016955,0,1,0,1,0.0,0.0,,,1,1,-2.0,-2.0,1,0,0,1
ts_d02_20260912,50,100,NOM,TIGHT,0.02,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,2.0,2.0,0,1,0,1,2.4346727060475164,2.4346727060475164,0,1,0,1,0.07000000000000028,0.07000000000000028,0,1,0,1,0.05270104307978151,0.05270104307978151,0,1,0,1,0.0,0.0,,,1,1,0.0,0.0,0,0,1,1
ts_d02_20260912,50,100,TIGHT,HIST,0.02,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,-3.0,-3.0,1,0,0,1,-1.8514051209862807,-1.8514051209862807,1,0,0,1,0.13999999999999968,0.13999999999999968,0,1,0,1,-0.04851823261076456,-0.04851823261076456,1,0,0,1,0.0,0.0,,,1,1,-2.0,-2.0,1,0,0,1
ts_d02_20260912,50,100,TIGHT,HIST+ACT,0.02,0.01,0.5,visits,1,0.0,0.0,0,0,1,1,-3.0,-3.0,1,0,0,1,-1.8514051209862807,-1.8514051209862807,1,0,0,1,0.13999999999999968,0.13999999999999968,0,1,0,1,-0.04851823261076456,-0.04851823261076456,1,0,0,1,0.0,0.0,,,1,1,-2.0,-2.0,1,0,0,1
