campaign,rule,dataset_id,n,arm,axis,value,catalogue_size,cells,scored_cells,no_allocation,ineligible,rejected_candidates,proven_infeasible,no_incumbent,joint_pass,worst_excess_pp_mean,worst_excess_pp_n,mean_visits_mean,mean_visits_n,activation_mass_mean,activation_mass_n,minimum_required_slack_mean,minimum_required_slack_n
screen_20260910,upper_only,syn_500sku_seed1004,500,TIGHT,delta,0.01,500,1,1,0,0,0,0,0,1,0.0,1,3.696,1,0.0,1,0.00450480251643441,1
screen_20260910,upper_only,syn_500sku_seed1004,1000,HIST,delta,0.01,500,1,1,0,0,0,0,0,1,0.0,1,3.722,1,0.0,1,0.009909702805563034,1
screen_20260910,upper_only,syn_500sku_seed1004,1000,HIST+ACT,delta,0.01,500,1,1,0,0,0,0,0,1,0.0,1,3.722,1,0.0,1,0.009909702805563034,1
screen_20260910,upper_only,syn_500sku_seed1004,1000,NOM,delta,0.01,500,1,1,0,0,0,0,0,0,0.6493798688201045,1,3.678,1,0.0,1,0.009983941491697089,1
screen_20260910,upper_only,syn_500sku_seed1004,1000,TIGHT,delta,0.01,500,1,1,0,0,0,0,0,1,0.0,1,3.704,1,0.0,1,0.00450480251643441,1
screen_20260910,upper_only,syn_500sku_seed1005,250,HIST,delta,0.01,500,1,1,0,0,0,0,0,1,0.0,1,3.996,1,0.0,1,0.009932677003045945,1
screen_20260910,upper_only,syn_500sku_seed1005,250,HIST+ACT,delta,0.01,500,1,1,0,0,0,0,0,1,0.0,1,3.996,1,0.0,1,0.009932677003045945,1
screen_20260910,upper_only,syn_500sku_seed1005,250,NOM,delta,0.01,500,1,1,0,0,0,0,0,0,0.43213958136861946,1,3.86,1,0.0,1,0.009854034183906195,1
screen_20260910,upper_only,syn_500sku_seed1005,250,TIGHT,delta,0.01,500,1,1,0,0,0,0,0,0,0.739604941293299,1,3.936,1,0.0,1,0.004923663098017119,1
screen_20260910,upper_only,syn_500sku_seed1005,500,HIST,delta,0.01,500,1,1,0,0,0,0,0,0,0.03787120460141728,1,3.884,1,0.0,1,0.009886554125110142,1
screen_20260910,upper_only,syn_500sku_seed1005,500,HIST+ACT,delta,0.01,500,1,1,0,0,0,0,0,0,0.03787120460141728,1,3.884,1,0.0,1,0.009886554125110142,1
screen_20260910,upper_only,syn_500sku_seed1005,500,NOM,delta,0.01,500,1,1,0,0,0,0,0,0,0.4722959466062787,1,3.842,1,0.0,1,0.009854034183906195,1
screen_20260910,upper_only,syn_500sku_seed1005,500,TIGHT,delta,0.01,500,1,1,0,0,0,0,0,1,0.0,1,3.906,1,0.0,1,0.004923663098017119,1
screen_20260910,upper_only,syn_500sku_seed1005,1000,HIST,delta,0.01,500,1,1,0,0,0,0,0,1,0.0,1,3.881,1,0.0,1,0.009859845221096538,1
screen_20260910,upper_only,syn_500sku_seed1005,1000,HIST+ACT,delta,0.01,500,1,1,0,0,0,0,0,1,0.0,1,3.881,1,0.0,1,0.009859845221096538,1
screen_20260910,upper_only,syn_500sku_seed1005,1000,NOM,delta,0.01,500,1,1,0,0,0,0,0,0,0.10725974441584551,1,3.816,1,0.0,1,0.009854034183906195,1
screen_20260910,upper_only,syn_500sku_seed1005,1000,TIGHT,delta,0.01,500,1,1,0,0,0,0,0,1,0.0,1,3.847,1,0.0,1,0.004923663098017119,1
screen_20260910,upper_only,syn_500sku_seed1006,250,HIST,delta,0.01,500,1,1,0,0,0,0,0,0,0.20952367041283415,1,3.784,1,0.0,1,0.009923458718554884,1
screen_20260910,upper_only,syn_500sku_seed1006,250,HIST+ACT,delta,0.01,500,1,1,0,0,0,0,0,0,0.20952367041283415,1,3.784,1,0.0,1,0.009923458718554884,1
screen_20260910,upper_only,syn_500sku_seed1006,250,NOM,delta,0.01,500,1,1,0,0,0,0,0,0,1.3322181371329624,1,3.764,1,0.0,1,0.009979953686102374,1
screen_20260910,upper_only,syn_500sku_seed1006,250,TIGHT,delta,0.01,500,1,1,0,0,0,0,0,0,0.45010105613857593,1,3.732,1,0.0,1,0.004847406076106868,1
screen_20260910,upper_only,syn_500sku_seed1006,500,HIST,delta,0.01,500,1,1,0,0,0,0,0,1,0.0,1,3.84,1,0.0,1,0.009909084621874557,1
screen_20260910,upper_only,syn_500sku_seed1006,500,HIST+ACT,delta,0.01,500,1,1,0,0,0,0,0,1,0.0,1,3.84,1,0.0,1,0.009909084621874557,1
screen_20260910,upper_only,syn_500sku_seed1006,500,NOM,delta,0.01,500,1,1,0,0,0,0,0,0,0.6427795289530766,1,3.838,1,0.0,1,0.009979953686102374,1
screen_20260910,upper_only,syn_500sku_seed1006,500,TIGHT,delta,0.01,500,1,1,0,0,0,0,0,0,0.1489459900056132,1,3.808,1,0.0,1,0.004847406076106868,1
screen_20260910,upper_only,syn_500sku_seed1006,1000,HIST,delta,0.01,500,1,1,0,0,0,0,0,1,0.0,1,3.906,1,0.0,1,0.009748707937463016,1
screen_20260910,upper_only,syn_500sku_seed1006,1000,HIST+ACT,delta,0.01,500,1,1,0,0,0,0,0,1,0.0,1,3.906,1,0.0,1,0.009748707937463016,1
screen_20260910,upper_only,syn_500sku_seed1006,1000,NOM,delta,0.01,500,1,1,0,0,0,0,0,1,0.0,1,3.876,1,0.0,1,0.009979953686102374,1
screen_20260910,upper_only,syn_500sku_seed1006,1000,TIGHT,delta,0.01,500,1,1,0,0,0,0,0,0,0.3172338713182339,1,3.849,1,0.0,1,0.004847406076106868,1
screen_20260910,upper_only,syn_500sku_seed1007,250,HIST,delta,0.01,500,1,1,0,0,0,0,0,0,0.44522849382699337,1,3.948,1,0.0,1,0.009985955151135251,1
screen_20260910,upper_only,syn_500sku_seed1007,250,HIST+ACT,delta,0.01,500,1,1,0,0,0,0,0,0,0.44522849382699337,1,3.948,1,0.0,1,0.009985955151135251,1
screen_20260910,upper_only,syn_500sku_seed1007,250,NOM,delta,0.01,500,1,1,0,0,0,0,0,0,0.768984058375759,1,3.716,1,0.0,1,0.009966331687184958,1
screen_20260910,upper_only,syn_500sku_seed1007,250,TIGHT,delta,0.01,500,1,1,0,0,0,0,0,0,0.6488534565016623,1,3.776,1,0.0,1,0.004989554517750931,1
screen_20260910,upper_only,syn_500sku_seed1007,500,HIST,delta,0.01,500,1,1,0,0,0,0,0,1,0.0,1,3.844,1,0.0,1,0.009981816337906986,1
screen_20260910,upper_only,syn_500sku_seed1007,500,HIST+ACT,delta,0.01,500,1,1,0,0,0,0,0,1,0.0,1,3.844,1,0.0,1,0.009981816337906986,1
screen_20260910,upper_only,syn_500sku_seed1007,500,NOM,delta,0.01,500,1,1,0,0,0,0,0,0,0.2511981317332818,1,3.806,1,0.0,1,0.009966331687184958,1
screen_20260910,upper_only,syn_500sku_seed1007,500,TIGHT,delta,0.01,500,1,1,0,0,0,0,0,0,0.2524758665649722,1,3.81,1,0.0,1,0.004989554517750931,1
screen_20260910,upper_only,syn_500sku_seed1007,1000,HIST,delta,0.01,500,1,1,0,0,0,0,0,1,0.0,1,3.788,1,0.0,1,0.009969176371716137,1
screen_20260910,upper_only,syn_500sku_seed1007,1000,HIST+ACT,delta,0.01,500,1,1,0,0,0,0,0,1,0.0,1,3.788,1,0.0,1,0.009969176371716137,1
screen_20260910,upper_only,syn_500sku_seed1007,1000,NOM,delta,0.01,500,1,1,0,0,0,0,0,0,0.4112783303439299,1,3.775,1,0.0,1,0.009966331687184958,1
screen_20260910,upper_only,syn_500sku_seed1007,1000,TIGHT,delta,0.01,500,1,1,0,0,0,0,0,1,0.0,1,3.813,1,0.0,1,0.004989554517750931,1
screen_20260910,upper_only,syn_500sku_seed1008,250,HIST,delta,0.01,500,1,1,0,0,0,0,0,0,0.13463946390799558,1,3.96,1,0.0,1,0.009834523294486535,1
screen_20260910,upper_only,syn_500sku_seed1008,250,HIST+ACT,delta,0.01,500,1,1,0,0,0,0,0,0,0.13463946390799558,1,3.96,1,0.0,1,0.009834523294486535,1
screen_20260910,upper_only,syn_500sku_seed1008,250,NOM,delta,0.01,500,1,1,0,0,0,0,0,0,0.29470348951823966,1,3.772,1,0.0,1,0.009975419557781228,1
screen_20260910,upper_only,syn_500sku_seed1008,250,TIGHT,delta,0.01,500,1,1,0,0,0,0,0,1,0.0,1,3.816,1,0.0,1,0.004589495155532891,1
screen_20260910,upper_only,syn_500sku_seed1008,500,HIST,delta,0.01,500,1,1,0,0,0,0,0,1,0.0,1,3.744,1,0.0,1,0.009991674948215122,1
screen_20260910,upper_only,syn_500sku_seed1008,500,HIST+ACT,delta,0.01,500,1,1,0,0,0,0,0,1,0.0,1,3.744,1,0.0,1,0.009991674948215122,1
screen_20260910,upper_only,syn_500sku_seed1008,500,NOM,delta,0.01,500,1,1,0,0,0,0,0,1,0.0,1,3.778,1,0.0,1,0.009975419557781228,1
screen_20260910,upper_only,syn_500sku_seed1008,500,TIGHT,delta,0.01,500,1,1,0,0,0,0,0,1,0.0,1,3.77,1,0.0,1,0.004589495155532891,1
screen_20260910,upper_only,syn_500sku_seed1008,1000,HIST,delta,0.01,500,1,1,0,0,0,0,0,0,0.14722774144145206,1,3.777,1,0.0,1,0.009957183164653476,1
screen_20260910,upper_only,syn_500sku_seed1008,1000,HIST+ACT,delta,0.01,500,1,1,0,0,0,0,0,0,0.14722774144145206,1,3.777,1,0.0,1,0.009957183164653476,1
screen_20260910,upper_only,syn_500sku_seed1008,1000,NOM,delta,0.01,500,1,1,0,0,0,0,0,1,0.0,1,3.769,1,0.0,1,0.009975419557781228,1
screen_20260910,upper_only,syn_500sku_seed1008,1000,TIGHT,delta,0.01,500,1,1,0,0,0,0,0,1,0.0,1,3.78,1,0.0,1,0.004589495155532891,1
screen_20260910,upper_only,syn_500sku_seed1009,250,HIST,delta,0.01,500,1,1,0,0,0,0,0,1,0.0,1,4.004,1,0.0,1,0.009919406514378245,1
screen_20260910,upper_only,syn_500sku_seed1009,250,HIST+ACT,delta,0.01,500,1,1,0,0,0,0,0,1,0.0,1,4.004,1,0.0,1,0.009919406514378245,1
screen_20260910,upper_only,syn_500sku_seed1009,250,NOM,delta,0.01,500,1,1,0,0,0,0,0,0,0.2679574401688282,1,3.74,1,0.0,1,0.00997167931191217,1
screen_20260910,upper_only,syn_500sku_seed1009,250,TIGHT,delta,0.01,500,1,1,0,0,0,0,0,0,0.8483886176149311,1,3.692,1,0.0,1,0.0018600748225586518,1
screen_20260910,upper_only,syn_500sku_seed1009,500,HIST,delta,0.01,500,1,1,0,0,0,0,0,0,0.21826234903308483,1,3.79,1,0.0,1,0.009995040171032251,1
screen_20260910,upper_only,syn_500sku_seed1009,500,HIST+ACT,delta,0.01,500,1,1,0,0,0,0,0,0,0.21826234903308483,1,3.79,1,0.0,1,0.009995040171032251,1
screen_20260910,upper_only,syn_500sku_seed1009,500,NOM,delta,0.01,500,1,1,0,0,0,0,0,0,0.9570269704162164,1,3.802,1,0.0,1,0.00997167931191217,1
screen_20260910,upper_only,syn_500sku_seed1009,500,TIGHT,delta,0.01,500,1,1,0,0,0,0,0,1,0.0,1,3.794,1,0.0,1,0.0018600748225586518,1
screen_20260910,upper_only,syn_500sku_seed1009,1000,HIST,delta,0.01,500,1,1,0,0,0,0,0,1,0.0,1,3.821,1,0.0,1,0.009723711011660745,1
screen_20260910,upper_only,syn_500sku_seed1009,1000,HIST+ACT,delta,0.01,500,1,1,0,0,0,0,0,1,0.0,1,3.821,1,0.0,1,0.009723711011660745,1
screen_20260910,upper_only,syn_500sku_seed1009,1000,NOM,delta,0.01,500,1,1,0,0,0,0,0,0,0.8205892954666681,1,3.82,1,0.0,1,0.00997167931191217,1
screen_20260910,upper_only,syn_500sku_seed1009,1000,TIGHT,delta,0.01,500,1,1,0,0,0,0,0,1,0.0,1,3.81,1,0.0,1,0.0018600748225586518,1
screen_20260910,upper_only,syn_500sku_seed1010,250,HIST,delta,0.01,500,1,1,0,0,0,0,0,0,2.026899192567814,1,3.872,1,0.0,1,0.009906673874329421,1
screen_20260910,upper_only,syn_500sku_seed1010,250,HIST+ACT,delta,0.01,500,1,1,0,0,0,0,0,0,2.026899192567814,1,3.872,1,0.0,1,0.009906673874329421,1
screen_20260910,upper_only,syn_500sku_seed1010,250,NOM,delta,0.01,500,1,1,0,0,0,0,0,0,0.6949913206087953,1,3.792,1,0.0,1,0.009971549066425153,1
screen_20260910,upper_only,syn_500sku_seed1010,250,TIGHT,delta,0.01,500,1,1,0,0,0,0,0,0,0.9304643902558072,1,3.844,1,0.0,1,0.004821106750464272,1
screen_20260910,upper_only,syn_500sku_seed1010,500,HIST,delta,0.01,500,1,1,0,0,0,0,0,0,0.37798024170179556,1,3.894,1,0.0,1,0.009837855971200859,1
screen_20260910,upper_only,syn_500sku_seed1010,500,HIST+ACT,delta,0.01,500,1,1,0,0,0,0,0,0,0.37798024170179556,1,3.894,1,0.0,1,0.009837855971200859,1
screen_20260910,upper_only,syn_500sku_seed1010,500,NOM,delta,0.01,500,1,1,0,0,0,0,0,0,0.12098191595307631,1,3.856,1,0.0,1,0.009971549066425153,1
screen_20260910,upper_only,syn_500sku_seed1010,500,TIGHT,delta,0.01,500,1,1,0,0,0,0,0,0,0.3174766313552017,1,3.852,1,0.0,1,0.004821106750464272,1
screen_20260910,upper_only,syn_500sku_seed1010,1000,HIST,delta,0.01,500,1,1,0,0,0,0,0,0,0.11666419359961423,1,3.818,1,0.0,1,0.009975469727919161,1
screen_20260910,upper_only,syn_500sku_seed1010,1000,HIST+ACT,delta,0.01,500,1,1,0,0,0,0,0,0,0.11666419359961423,1,3.818,1,0.0,1,0.009975469727919161,1
screen_20260910,upper_only,syn_500sku_seed1010,1000,NOM,delta,0.01,500,1,1,0,0,0,0,0,0,0.10582578421479143,1,3.793,1,0.0,1,0.009971549066425153,1
screen_20260910,upper_only,syn_500sku_seed1010,1000,TIGHT,delta,0.01,500,1,1,0,0,0,0,0,0,0.7436799029120801,1,3.826,1,0.0,1,0.004821106750464272,1
screen_20260910,upper_only,syn_50sku_seed1001,25,HIST,delta,0.01,50,1,0,1,0,0,0,1,0,,0,,0,,0,,0
screen_20260910,upper_only,syn_50sku_seed1001,25,HIST+ACT,delta,0.01,50,1,0,1,0,0,0,1,0,,0,,0,,0,,0
screen_20260910,upper_only,syn_50sku_seed1001,25,NOM,delta,0.01,50,1,1,0,0,0,0,0,0,0.6505725207022318,1,3.96,1,0.0,1,0.007214335582964859,1
screen_20260910,upper_only,syn_50sku_seed1001,25,TIGHT,delta,0.01,50,1,1,0,0,0,0,0,0,1.2323737773929462,1,3.96,1,0.0,1,0.0036071677914824296,1
screen_20260910,upper_only,syn_50sku_seed1001,50,HIST,delta,0.01,50,1,0,1,0,0,0,1,0,,0,,0,,0,,0
screen_20260910,upper_only,syn_50sku_seed1001,50,HIST+ACT,delta,0.01,50,1,0,1,0,0,0,1,0,,0,,0,,0,,0
screen_20260910,upper_only,syn_50sku_seed1001,50,NOM,delta,0.01,50,1,1,0,0,0,0,0,0,2.0115350332175583,1,3.8,1,0.0,1,0.007214335582964859,1
screen_20260910,upper_only,syn_50sku_seed1001,50,TIGHT,delta,0.01,50,1,1,0,0,0,0,0,0,2.6404658508276215,1,3.76,1,0.0,1,0.0036071677914824296,1
screen_20260910,upper_only,syn_50sku_seed1001,100,HIST,delta,0.01,50,1,1,0,0,0,0,0,0,0.7394438547597019,1,4.11,1,0.0,1,0.009549206836705562,1
screen_20260910,upper_only,syn_50sku_seed1001,100,HIST+ACT,delta,0.01,50,1,1,0,0,0,0,0,0,0.7394438547597019,1,4.11,1,0.0,1,0.009549206836705562,1
screen_20260910,upper_only,syn_50sku_seed1001,100,NOM,delta,0.01,50,1,1,0,0,0,0,0,0,2.8514533679197624,1,3.74,1,0.0,1,0.007214335582964859,1
screen_20260910,upper_only,syn_50sku_seed1001,100,TIGHT,delta,0.01,50,1,1,0,0,0,0,0,0,3.455391452913831,1,3.77,1,0.0,1,0.0036071677914824296,1
screen_20260910,upper_only,syn_50sku_seed1002,25,HIST,delta,0.01,50,1,0,1,0,0,0,1,0,,0,,0,,0,,0
screen_20260910,upper_only,syn_50sku_seed1002,25,HIST+ACT,delta,0.01,50,1,0,1,0,0,0,1,0,,0,,0,,0,,0
screen_20260910,upper_only,syn_50sku_seed1002,25,NOM,delta,0.01,50,1,1,0,0,0,0,0,0,0.37371311675894425,1,3.64,1,0.0,1,0.007013096746937051,1
screen_20260910,upper_only,syn_50sku_seed1002,25,TIGHT,delta,0.01,50,1,1,0,0,0,0,0,0,0.37371311675894425,1,3.68,1,0.0,1,0.0047317279256442754,1
screen_20260910,upper_only,syn_50sku_seed1002,50,HIST,delta,0.01,50,1,0,1,0,0,0,1,0,,0,,0,,0,,0
screen_20260910,upper_only,syn_50sku_seed1002,50,HIST+ACT,delta,0.01,50,1,0,1,0,0,0,1,0,,0,,0,,0,,0
screen_20260910,upper_only,syn_50sku_seed1002,50,NOM,delta,0.01,50,1,1,0,0,0,0,0,0,1.2970678213240092,1,3.7,1,0.0,1,0.007013096746937051,1
screen_20260910,upper_only,syn_50sku_seed1002,50,TIGHT,delta,0.01,50,1,1,0,0,0,0,0,0,0.9164122771111868,1,3.74,1,0.0,1,0.0047317279256442754,1
screen_20260910,upper_only,syn_50sku_seed1002,100,HIST,delta,0.01,50,1,1,0,0,0,0,0,1,0.0,1,4.13,1,0.0,1,0.009741273737519587,1
screen_20260910,upper_only,syn_50sku_seed1002,100,HIST+ACT,delta,0.01,50,1,1,0,0,0,0,0,1,0.0,1,4.13,1,0.0,1,0.009741273737519587,1
screen_20260910,upper_only,syn_50sku_seed1002,100,NOM,delta,0.01,50,1,1,0,0,0,0,0,0,0.6453269126898621,1,3.77,1,0.0,1,0.007013096746937051,1
screen_20260910,upper_only,syn_50sku_seed1002,100,TIGHT,delta,0.01,50,1,1,0,0,0,0,0,0,0.6453269126898621,1,3.8,1,0.0,1,0.0047317279256442754,1
screen_20260910,upper_only,syn_50sku_seed1003,25,HIST,delta,0.01,50,1,0,1,0,0,0,1,0,,0,,0,,0,,0
screen_20260910,upper_only,syn_50sku_seed1003,25,HIST+ACT,delta,0.01,50,1,0,1,0,0,0,1,0,,0,,0,,0,,0
screen_20260910,upper_only,syn_50sku_seed1003,25,NOM,delta,0.01,50,1,1,0,0,0,0,0,0,5.559492032678152,1,3.56,1,0.0,1,0.009140176332605355,1
screen_20260910,upper_only,syn_50sku_seed1003,25,TIGHT,delta,0.01,50,1,1,0,0,0,0,0,0,4.74981800533851,1,3.8,1,0.0,1,0.0034781201973630997,1
screen_20260910,upper_only,syn_50sku_seed1003,50,HIST,delta,0.01,50,1,0,1,0,0,0,1,0,,0,,0,,0,,0
screen_20260910,upper_only,syn_50sku_seed1003,50,HIST+ACT,delta,0.01,50,1,0,1,0,0,0,1,0,,0,,0,,0,,0
screen_20260910,upper_only,syn_50sku_seed1003,50,NOM,delta,0.01,50,1,1,0,0,0,0,0,0,2.773525504196654,1,3.76,1,0.0,1,0.009140176332605355,1
screen_20260910,upper_only,syn_50sku_seed1003,50,TIGHT,delta,0.01,50,1,1,0,0,0,0,0,0,2.5334814476845873,1,4.0,1,0.0,1,0.0034781201973630997,1
screen_20260910,upper_only,syn_50sku_seed1003,100,HIST,delta,0.01,50,1,1,0,0,0,0,0,0,4.375844153103788,1,4.07,1,0.0,1,0.0099581566250368,1
screen_20260910,upper_only,syn_50sku_seed1003,100,HIST+ACT,delta,0.01,50,1,1,0,0,0,0,0,0,4.375844153103788,1,4.07,1,0.0,1,0.0099581566250368,1
screen_20260910,upper_only,syn_50sku_seed1003,100,NOM,delta,0.01,50,1,1,0,0,0,0,0,0,3.8234020357185905,1,3.8,1,0.0,1,0.009140176332605355,1
screen_20260910,upper_only,syn_50sku_seed1003,100,TIGHT,delta,0.01,50,1,1,0,0,0,0,0,0,2.8190824399849226,1,3.95,1,0.0,1,0.0034781201973630997,1
screen_20260910,upper_only,syn_50sku_seed1004,25,HIST,delta,0.01,50,1,0,1,0,0,0,1,0,,0,,0,,0,,0
screen_20260910,upper_only,syn_50sku_seed1004,25,HIST+ACT,delta,0.01,50,1,0,1,0,0,0,1,0,,0,,0,,0,,0
screen_20260910,upper_only,syn_50sku_seed1004,25,NOM,delta,0.01,50,1,1,0,0,0,0,0,0,4.042926336823328,1,3.56,1,0.0,1,0.006611327407625064,1
screen_20260910,upper_only,syn_50sku_seed1004,25,TIGHT,delta,0.01,50,1,1,0,0,0,0,0,0,4.798452564750495,1,3.64,1,0.0,1,0.003452582090648645,1
screen_20260910,upper_only,syn_50sku_seed1004,50,HIST,delta,0.01,50,1,0,1,0,0,0,1,0,,0,,0,,0,,0
screen_20260910,upper_only,syn_50sku_seed1004,50,HIST+ACT,delta,0.01,50,1,0,1,0,0,0,1,0,,0,,0,,0,,0
screen_20260910,upper_only,syn_50sku_seed1004,50,NOM,delta,0.01,50,1,1,0,0,0,0,0,0,1.2499107705934254,1,3.52,1,0.0,1,0.006611327407625064,1
screen_20260910,upper_only,syn_50sku_seed1004,50,TIGHT,delta,0.01,50,1,1,0,0,0,0,0,0,2.913072314819184,1,3.58,1,0.0,1,0.003452582090648645,1
screen_20260910,upper_only,syn_50sku_seed1004,100,HIST,delta,0.01,50,1,1,0,0,0,0,0,0,0.20547141001445302,1,4.16,1,0.0,1,0.009973392092945333,1
screen_20260910,upper_only,syn_50sku_seed1004,100,HIST+ACT,delta,0.01,50,1,1,0,0,0,0,0,0,0.20547141001445302,1,4.16,1,0.0,1,0.009973392092945333,1
screen_20260910,upper_only,syn_50sku_seed1004,100,NOM,delta,0.01,50,1,1,0,0,0,0,0,0,1.645800628121449,1,3.64,1,0.0,1,0.006611327407625064,1
screen_20260910,upper_only,syn_50sku_seed1004,100,TIGHT,delta,0.01,50,1,1,0,0,0,0,0,0,1.3371208651618718,1,3.64,1,0.0,1,0.003452582090648645,1
screen_20260910,upper_only,syn_50sku_seed1005,25,HIST,delta,0.01,50,1,0,1,0,0,0,1,0,,0,,0,,0,,0
screen_20260910,upper_only,syn_50sku_seed1005,25,HIST+ACT,delta,0.01,50,1,0,1,0,0,0,1,0,,0,,0,,0,,0
screen_20260910,upper_only,syn_50sku_seed1005,25,NOM,delta,0.01,50,1,1,0,0,0,0,0,0,5.362768751925718,1,3.72,1,0.0,1,0.009541117673784643,1
screen_20260910,upper_only,syn_50sku_seed1005,25,TIGHT,delta,0.01,50,1,1,0,0,0,0,0,0,2.3530996882294883,1,3.84,1,0.0,1,0.00484628199303347,1
screen_20260910,upper_only,syn_50sku_seed1005,50,HIST,delta,0.01,50,1,0,1,0,0,0,1,0,,0,,0,,0,,0
screen_20260910,upper_only,syn_50sku_seed1005,50,HIST+ACT,delta,0.01,50,1,0,1,0,0,0,1,0,,0,,0,,0,,0
screen_20260910,upper_only,syn_50sku_seed1005,50,NOM,delta,0.01,50,1,1,0,0,0,0,0,0,2.0483887079051755,1,3.72,1,0.0,1,0.009541117673784643,1
screen_20260910,upper_only,syn_50sku_seed1005,50,TIGHT,delta,0.01,50,1,1,0,0,0,0,0,0,0.8558295552311812,1,3.72,1,0.0,1,0.00484628199303347,1
screen_20260910,upper_only,syn_50sku_seed1005,100,HIST,delta,0.01,50,1,1,0,0,0,0,0,0,0.9906253792036934,1,4.05,1,0.0,1,0.009909704859915068,1
screen_20260910,upper_only,syn_50sku_seed1005,100,HIST+ACT,delta,0.01,50,1,1,0,0,0,0,0,0,0.9906253792036934,1,4.05,1,0.0,1,0.009909704859915068,1
screen_20260910,upper_only,syn_50sku_seed1005,100,NOM,delta,0.01,50,1,1,0,0,0,0,0,0,2.9827087819107256,1,3.84,1,0.0,1,0.009541117673784643,1
screen_20260910,upper_only,syn_50sku_seed1005,100,TIGHT,delta,0.01,50,1,1,0,0,0,0,0,0,0.18767772601010457,1,3.76,1,0.0,1,0.00484628199303347,1
screen_20260910,upper_only,syn_50sku_seed1006,25,HIST,delta,0.01,50,1,0,1,0,0,0,1,0,,0,,0,,0,,0
screen_20260910,upper_only,syn_50sku_seed1006,25,HIST+ACT,delta,0.01,50,1,0,1,0,0,0,1,0,,0,,0,,0,,0
screen_20260910,upper_only,syn_50sku_seed1006,25,NOM,delta,0.01,50,1,1,0,0,0,0,0,0,5.489537992113336,1,3.96,1,0.0,1,0.008790686623901164,1
screen_20260910,upper_only,syn_50sku_seed1006,25,TIGHT,delta,0.01,50,1,1,0,0,0,0,0,0,3.578986926786117,1,4.12,1,0.0,1,0.004910113249386235,1
screen_20260910,upper_only,syn_50sku_seed1006,50,HIST,delta,0.01,50,1,0,1,0,0,0,1,0,,0,,0,,0,,0
screen_20260910,upper_only,syn_50sku_seed1006,50,HIST+ACT,delta,0.01,50,1,0,1,0,0,0,1,0,,0,,0,,0,,0
screen_20260910,upper_only,syn_50sku_seed1006,50,NOM,delta,0.01,50,1,1,0,0,0,0,0,0,0.5030150810621231,1,3.66,1,0.0,1,0.008790686623901164,1
screen_20260910,upper_only,syn_50sku_seed1006,50,TIGHT,delta,0.01,50,1,1,0,0,0,0,0,0,1.7037462644834602,1,3.9,1,0.0,1,0.004910113249386235,1
screen_20260910,upper_only,syn_50sku_seed1006,100,HIST,delta,0.01,50,1,1,0,0,0,0,0,0,0.2772978828678607,1,4.18,1,0.0,1,0.009999126011200309,1
screen_20260910,upper_only,syn_50sku_seed1006,100,HIST+ACT,delta,0.01,50,1,1,0,0,0,0,0,0,0.2772978828678607,1,4.18,1,0.0,1,0.009999126011200309,1
screen_20260910,upper_only,syn_50sku_seed1006,100,NOM,delta,0.01,50,1,1,0,0,0,0,0,0,0.001131258705133822,1,3.9,1,0.0,1,0.008790686623901164,1
screen_20260910,upper_only,syn_50sku_seed1006,100,TIGHT,delta,0.01,50,1,1,0,0,0,0,0,0,0.3554760695553361,1,4.03,1,0.0,1,0.004910113249386235,1
screen_20260910,upper_only,syn_50sku_seed1007,25,HIST,delta,0.01,50,1,0,1,0,0,0,1,0,,0,,0,,0,,0
screen_20260910,upper_only,syn_50sku_seed1007,25,HIST+ACT,delta,0.01,50,1,0,1,0,0,0,1,0,,0,,0,,0,,0
screen_20260910,upper_only,syn_50sku_seed1007,25,NOM,delta,0.01,50,1,1,0,0,0,0,0,0,7.58217683971671,1,3.64,1,0.0,1,0.009059687351965892,1
screen_20260910,upper_only,syn_50sku_seed1007,25,TIGHT,delta,0.01,50,1,1,0,0,0,0,0,0,7.679867166498042,1,3.56,1,0.0,1,0.004855518711511132,1
screen_20260910,upper_only,syn_50sku_seed1007,50,HIST,delta,0.01,50,1,0,1,0,0,0,1,0,,0,,0,,0,,0
screen_20260910,upper_only,syn_50sku_seed1007,50,HIST+ACT,delta,0.01,50,1,0,1,0,0,0,1,0,,0,,0,,0,,0
screen_20260910,upper_only,syn_50sku_seed1007,50,NOM,delta,0.01,50,1,1,0,0,0,0,0,0,5.717727356219608,1,3.64,1,0.0,1,0.009059687351965892,1
screen_20260910,upper_only,syn_50sku_seed1007,50,TIGHT,delta,0.01,50,1,1,0,0,0,0,0,0,4.791650151296899,1,3.66,1,0.0,1,0.004855518711511132,1
screen_20260910,upper_only,syn_50sku_seed1007,100,HIST,delta,0.01,50,1,1,0,0,0,0,0,0,1.8170845302818932,1,4.2,1,0.0,1,0.00985972819053614,1
screen_20260910,upper_only,syn_50sku_seed1007,100,HIST+ACT,delta,0.01,50,1,1,0,0,0,0,0,0,1.8170845302818932,1,4.2,1,0.0,1,0.00985972819053614,1
screen_20260910,upper_only,syn_50sku_seed1007,100,NOM,delta,0.01,50,1,1,0,0,0,0,0,0,2.7345157229424437,1,3.76,1,0.0,1,0.009059687351965892,1
screen_20260910,upper_only,syn_50sku_seed1007,100,TIGHT,delta,0.01,50,1,1,0,0,0,0,0,0,2.4206834159789192,1,3.76,1,0.0,1,0.004855518711511132,1
