size_n,instance_seed,method,solver_seed,solver_probe,status,visits,time_s,best_found_visits,rel_rank_pct,max_workload,workload_std_dev,cap_broken,wl_broken,num_orders,num_itemsets,num_skus,num_stations,hexaly_returned_visits,hexaly_elapsed_s,hexaly_optimal_inferred,hexaly_ref_visits,hexaly_optimal_inferred_ref,hexaly_elapsed_s_ref,rel_gap_to_hexaly,gap_label
2000,1001,GA,20240612,False,OK,522402.0,1209.642436504364,411888.0,26.831080293672063,35930.0,1606.231722853213,0.0,0.0,67637.0,,2000.0,20.0,,,,429382.0,False,1332.37979722023,0.21663693401213838,gap_to_best_feasible_budget
2000,1001,Hexaly,-1,False,OK,429382.0,1332.37979722023,411888.0,4.247271102824069,37180.0,2864.460289042248,0.0,0.0,67637.0,,2000.0,20.0,429382.0,1332.37979722023,False,429382.0,False,1332.37979722023,0.0,gap_to_best_feasible_budget
2000,1002,Heuristic,-1,False,OK,565148.0,86.39664602279663,565148.0,0.0,58638.0,8883.91105538546,0.0,7.0,94705.0,,2000.0,20.0,,,,600525.0,False,1385.69339966774,-0.0589101203113942,gap_to_best_feasible_budget
2000,1002,SA-C,-1,False,OK,741011.0,1570.1250190734863,565148.0,31.118043415176203,51325.0,3504.6858118810023,0.0,0.0,94705.0,,2000.0,20.0,,,,600525.0,False,1385.69339966774,0.23393863702593565,gap_to_best_feasible_budget
2000,1002,GA,20240612,False,OK,732053.0,1238.877941608429,565148.0,29.53297189408792,51562.0,2270.6105874852256,0.0,0.0,94705.0,,2000.0,20.0,,,,600525.0,False,1385.69339966774,0.21902168935514757,gap_to_best_feasible_budget
2000,1002,Hexaly,-1,False,OK,600525.0,1385.69339966774,565148.0,6.259776200216581,52090.0,4587.617773965045,0.0,0.0,94705.0,,2000.0,20.0,600525.0,1385.69339966774,False,600525.0,False,1385.69339966774,0.0,gap_to_best_feasible_budget
2000,1003,Heuristic,-1,False,OK,472942.0,67.73435163497925,472942.0,0.0,47642.0,6165.990986654131,0.0,5.0,73753.0,,2000.0,20.0,,,,490382.0,False,1339.587429523468,-0.03556411124388742,gap_to_best_feasible_budget
2000,1003,SA-C,-1,False,OK,577155.0,1421.8820118904114,472942.0,22.03504869518884,39762.0,2396.529333744947,0.0,0.0,73753.0,,2000.0,20.0,,,,490382.0,False,1339.587429523468,0.17694980647739925,gap_to_best_feasible_budget
2000,1003,GA,20240612,False,OK,572145.0,1220.489671707153,472942.0,20.97572218157829,39777.0,1236.7668525231422,0.0,0.0,73753.0,,2000.0,20.0,,,,490382.0,False,1339.587429523468,0.16673328140103022,gap_to_best_feasible_budget
2000,1003,Hexaly,-1,False,OK,490382.0,1339.587429523468,472942.0,3.6875557679377176,40066.0,2219.8311529258253,0.0,0.0,73753.0,,2000.0,20.0,490382.0,1339.587429523468,False,490382.0,False,1339.587429523468,0.0,gap_to_best_feasible_budget
