,p1,p2,cnt_left,cnt,freq_ratio
10768617,1003668,1002396,188,64,0.3404255319148936
10768681,1003668,1002396,188,64,0.3404255319148936
10792371,1003668,1002396,188,64,0.3404255319148936
10768680,1003668,1002395,188,64,0.3404255319148936
10792353,1003668,1002396,188,64,0.3404255319148936
10792352,1003668,1002395,188,64,0.3404255319148936
10768661,1003668,1002396,188,64,0.3404255319148936
10768660,1003668,1002395,188,64,0.3404255319148936
12897284,1003668,1002395,188,64,0.3404255319148936
12897285,1003668,1002396,188,64,0.3404255319148936
10792327,1003668,1002396,188,64,0.3404255319148936
10768616,1003668,1002395,188,64,0.3404255319148936
10793579,1003668,1002396,188,64,0.3404255319148936
10792326,1003668,1002395,188,64,0.3404255319148936
10768605,1003668,1002396,188,64,0.3404255319148936
10768604,1003668,1002395,188,64,0.3404255319148936
10791444,1003668,1002395,188,64,0.3404255319148936
10768556,1003668,1002395,188,64,0.3404255319148936
10791785,1003668,1002396,188,64,0.3404255319148936
10768149,1003668,1002396,188,64,0.3404255319148936
10768148,1003668,1002395,188,64,0.3404255319148936
10791784,1003668,1002395,188,64,0.3404255319148936
10767633,1003668,1002396,188,64,0.3404255319148936
10793578,1003668,1002395,188,64,0.3404255319148936
10792370,1003668,1002395,188,64,0.3404255319148936
12335587,1003668,1002396,188,64,0.3404255319148936
10793698,1003668,1002395,188,64,0.3404255319148936
10793775,1003668,1002396,188,64,0.3404255319148936
10793774,1003668,1002395,188,64,0.3404255319148936
10784463,1003668,1002396,188,64,0.3404255319148936
10768792,1003668,1002395,188,64,0.3404255319148936
10784462,1003668,1002395,188,64,0.3404255319148936
10793699,1003668,1002396,188,64,0.3404255319148936
12146103,1003668,1002396,188,64,0.3404255319148936
10793806,1003668,1002395,188,64,0.3404255319148936
12335586,1003668,1002395,188,64,0.3404255319148936
12146102,1003668,1002395,188,64,0.3404255319148936
10793807,1003668,1002396,188,64,0.3404255319148936
10793926,1003668,1002395,188,64,0.3404255319148936
10768793,1003668,1002396,188,64,0.3404255319148936
10792325,1003668,1002200,188,56,0.2978723404255319
10738395,1003668,1002200,188,56,0.2978723404255319
10794845,1003668,1002200,188,56,0.2978723404255319
10793805,1003668,1002200,188,56,0.2978723404255319
10793925,1003668,1002200,188,56,0.2978723404255319
10784461,1003668,1002200,188,56,0.2978723404255319
10791783,1003668,1002200,188,56,0.2978723404255319
10783417,1003668,1002200,188,56,0.2978723404255319
10794865,1003668,1002200,188,56,0.2978723404255319
10794741,1003668,1002200,188,56,0.2978723404255319
10794197,1003668,1002200,188,56,0.2978723404255319
10793773,1003668,1002200,188,56,0.2978723404255319
10791443,1003668,1002200,188,56,0.2978723404255319
10792351,1003668,1002200,188,56,0.2978723404255319
10738371,1003668,1002200,188,56,0.2978723404255319
10794729,1003668,1002200,188,56,0.2978723404255319
10783637,1003668,1002200,188,56,0.2978723404255319
10792369,1003668,1002200,188,56,0.2978723404255319
10793941,1003668,1002200,188,56,0.2978723404255319
10794383,1003668,1002200,188,56,0.2978723404255319
10793697,1003668,1002200,188,56,0.2978723404255319
10794293,1003668,1002200,188,56,0.2978723404255319
10737541,1003668,1002200,188,56,0.2978723404255319
10793577,1003668,1002200,188,56,0.2978723404255319
10794173,1003668,1002200,188,56,0.2978723404255319
10767631,1003668,1002200,188,56,0.2978723404255319
10740575,1003668,1002200,188,56,0.2978723404255319
12059609,1003668,1002200,188,56,0.2978723404255319
10740113,1003668,1002200,188,56,0.2978723404255319
12335585,1003668,1002200,188,56,0.2978723404255319
10794879,1003668,1002200,188,56,0.2978723404255319
10740691,1003668,1002200,188,56,0.2978723404255319
10739825,1003668,1002200,188,56,0.2978723404255319
10750859,1003668,1002200,188,56,0.2978723404255319
10769571,1003668,1002200,188,56,0.2978723404255319
10768679,1003668,1002200,188,56,0.2978723404255319
10769857,1003668,1002200,188,56,0.2978723404255319
10750663,1003668,1002200,188,56,0.2978723404255319
10769455,1003668,1002200,188,56,0.2978723404255319
10770269,1003668,1002200,188,56,0.2978723404255319
10739481,1003668,1002200,188,56,0.2978723404255319
10768659,1003668,1002200,188,56,0.2978723404255319
12897283,1003668,1002200,188,56,0.2978723404255319
10770865,1003668,1002200,188,56,0.2978723404255319
10751187,1003668,1002200,188,56,0.2978723404255319
10783199,1003668,1002200,188,56,0.2978723404255319
10768615,1003668,1002200,188,56,0.2978723404255319
10739221,1003668,1002200,188,56,0.2978723404255319
10768603,1003668,1002200,188,56,0.2978723404255319
10768925,1003668,1002200,188,56,0.2978723404255319
10768555,1003668,1002200,188,56,0.2978723404255319
10768147,1003668,1002200,188,56,0.2978723404255319
10754999,1003668,1002200,188,56,0.2978723404255319
10739131,1003668,1002200,188,56,0.2978723404255319
10750547,1003668,1002200,188,56,0.2978723404255319
10768791,1003668,1002200,188,56,0.2978723404255319
18291292,1000260,1003635,533,154,0.28893058161350843
17065308,1000260,1003635,533,154,0.28893058161350843
16943888,1000260,1003635,533,154,0.28893058161350843
16903930,1000260,1003635,533,154,0.28893058161350843
18291272,1000260,1003635,533,154,0.28893058161350843
17065088,1000260,1003635,533,154,0.28893058161350843
16904332,1000260,1003635,533,154,0.28893058161350843
18291252,1000260,1003635,533,154,0.28893058161350843
17065612,1000260,1003635,533,154,0.28893058161350843
16903320,1000260,1003635,533,154,0.28893058161350843
17065436,1000260,1003635,533,154,0.28893058161350843
18291314,1000260,1003635,533,154,0.28893058161350843
16902504,1000260,1003635,533,154,0.28893058161350843
17065548,1000260,1003635,533,154,0.28893058161350843
18291316,1000260,1003635,533,154,0.28893058161350843
16900466,1000260,1003635,533,154,0.28893058161350843
18291232,1000260,1003635,533,154,0.28893058161350843
16877502,1000260,1003635,533,154,0.28893058161350843
17065614,1000260,1003635,533,154,0.28893058161350843
18291318,1000260,1003635,533,154,0.28893058161350843
16876422,1000260,1003635,533,154,0.28893058161350843
16876418,1000260,1003635,533,154,0.28893058161350843
17065044,1000260,1003635,533,154,0.28893058161350843
18291192,1000260,1003635,533,154,0.28893058161350843
16904444,1000260,1003635,533,154,0.28893058161350843
17067400,1000260,1003635,533,154,0.28893058161350843
16929340,1000260,1003635,533,154,0.28893058161350843
17090560,1000260,1003635,533,154,0.28893058161350843
16943694,1000260,1003635,533,154,0.28893058161350843
16975976,1000260,1003635,533,154,0.28893058161350843
16943720,1000260,1003635,533,154,0.28893058161350843
16975974,1000260,1003635,533,154,0.28893058161350843
16975972,1000260,1003635,533,154,0.28893058161350843
16943820,1000260,1003635,533,154,0.28893058161350843
16943822,1000260,1003635,533,154,0.28893058161350843
16943824,1000260,1003635,533,154,0.28893058161350843
17065970,1000260,1003635,533,154,0.28893058161350843
16972834,1000260,1003635,533,154,0.28893058161350843
16972758,1000260,1003635,533,154,0.28893058161350843
16943886,1000260,1003635,533,154,0.28893058161350843
16943908,1000260,1003635,533,154,0.28893058161350843
17089512,1000260,1003635,533,154,0.28893058161350843
17089366,1000260,1003635,533,154,0.28893058161350843
16929212,1000260,1003635,533,154,0.28893058161350843
16905016,1000260,1003635,533,154,0.28893058161350843
18291212,1000260,1003635,533,154,0.28893058161350843
16904460,1000260,1003635,533,154,0.28893058161350843
17078970,1000260,1003635,533,154,0.28893058161350843
16904710,1000260,1003635,533,154,0.28893058161350843
17081482,1000260,1003635,533,154,0.28893058161350843
18251094,1000260,1003635,533,154,0.28893058161350843
17082882,1000260,1003635,533,154,0.28893058161350843
17089338,1000260,1003635,533,154,0.28893058161350843
16905476,1000260,1003635,533,154,0.28893058161350843
17084164,1000260,1003635,533,154,0.28893058161350843
17065960,1000260,1003635,533,154,0.28893058161350843
17087682,1000260,1003635,533,154,0.28893058161350843
16929180,1000260,1003635,533,154,0.28893058161350843
17087848,1000260,1003635,533,154,0.28893058161350843
16975970,1000260,1003635,533,154,0.28893058161350843
18228572,1000260,1003635,533,154,0.28893058161350843
16858876,1000260,1003635,533,154,0.28893058161350843
18018202,1000260,1003635,533,154,0.28893058161350843
18018162,1000260,1003635,533,154,0.28893058161350843
18018142,1000260,1003635,533,154,0.28893058161350843
18018122,1000260,1003635,533,154,0.28893058161350843
18018102,1000260,1003635,533,154,0.28893058161350843
18003934,1000260,1003635,533,154,0.28893058161350843
18003914,1000260,1003635,533,154,0.28893058161350843
18003894,1000260,1003635,533,154,0.28893058161350843
18003874,1000260,1003635,533,154,0.28893058161350843
18003854,1000260,1003635,533,154,0.28893058161350843
18003834,1000260,1003635,533,154,0.28893058161350843
18003802,1000260,1003635,533,154,0.28893058161350843
18003780,1000260,1003635,533,154,0.28893058161350843
18003760,1000260,1003635,533,154,0.28893058161350843
18003740,1000260,1003635,533,154,0.28893058161350843
18003720,1000260,1003635,533,154,0.28893058161350843
18003700,1000260,1003635,533,154,0.28893058161350843
17986172,1000260,1003635,533,154,0.28893058161350843
17986152,1000260,1003635,533,154,0.28893058161350843
17986132,1000260,1003635,533,154,0.28893058161350843
17986112,1000260,1003635,533,154,0.28893058161350843
17986092,1000260,1003635,533,154,0.28893058161350843
18018182,1000260,1003635,533,154,0.28893058161350843
18018222,1000260,1003635,533,154,0.28893058161350843
17986052,1000260,1003635,533,154,0.28893058161350843
18018242,1000260,1003635,533,154,0.28893058161350843
18251074,1000260,1003635,533,154,0.28893058161350843
17067318,1000260,1003635,533,154,0.28893058161350843
18228612,1000260,1003635,533,154,0.28893058161350843
18228592,1000260,1003635,533,154,0.28893058161350843
18228540,1000260,1003635,533,154,0.28893058161350843
18228338,1000260,1003635,533,154,0.28893058161350843
18228318,1000260,1003635,533,154,0.28893058161350843
18228298,1000260,1003635,533,154,0.28893058161350843
18228278,1000260,1003635,533,154,0.28893058161350843
18205474,1000260,1003635,533,154,0.28893058161350843
18205472,1000260,1003635,533,154,0.28893058161350843
18205470,1000260,1003635,533,154,0.28893058161350843
18205468,1000260,1003635,533,154,0.28893058161350843
18205466,1000260,1003635,533,154,0.28893058161350843
18205464,1000260,1003635,533,154,0.28893058161350843
18205462,1000260,1003635,533,154,0.28893058161350843
18205460,1000260,1003635,533,154,0.28893058161350843
18205458,1000260,1003635,533,154,0.28893058161350843
18205456,1000260,1003635,533,154,0.28893058161350843
18205454,1000260,1003635,533,154,0.28893058161350843
18018262,1000260,1003635,533,154,0.28893058161350843
16855938,1000260,1003635,533,154,0.28893058161350843
17986072,1000260,1003635,533,154,0.28893058161350843
17986032,1000260,1003635,533,154,0.28893058161350843
17906892,1000260,1003635,533,154,0.28893058161350843
17157622,1000260,1003635,533,154,0.28893058161350843
17157198,1000260,1003635,533,154,0.28893058161350843
17130542,1000260,1003635,533,154,0.28893058161350843
17129716,1000260,1003635,533,154,0.28893058161350843
17128234,1000260,1003635,533,154,0.28893058161350843
17108978,1000260,1003635,533,154,0.28893058161350843
17108890,1000260,1003635,533,154,0.28893058161350843
17107460,1000260,1003635,533,154,0.28893058161350843
17106792,1000260,1003635,533,154,0.28893058161350843
17106734,1000260,1003635,533,154,0.28893058161350843
17106708,1000260,1003635,533,154,0.28893058161350843
17105726,1000260,1003635,533,154,0.28893058161350843
17105720,1000260,1003635,533,154,0.28893058161350843
17105110,1000260,1003635,533,154,0.28893058161350843
17105102,1000260,1003635,533,154,0.28893058161350843
17104916,1000260,1003635,533,154,0.28893058161350843
17104664,1000260,1003635,533,154,0.28893058161350843
16644490,1000260,1003635,533,154,0.28893058161350843
16851728,1000260,1003635,533,154,0.28893058161350843
16852506,1000260,1003635,533,154,0.28893058161350843
16853254,1000260,1003635,533,154,0.28893058161350843
17157646,1000260,1003635,533,154,0.28893058161350843
17158110,1000260,1003635,533,154,0.28893058161350843
17158466,1000260,1003635,533,154,0.28893058161350843
17175606,1000260,1003635,533,154,0.28893058161350843
17906792,1000260,1003635,533,154,0.28893058161350843
17906772,1000260,1003635,533,154,0.28893058161350843
17906852,1000260,1003635,533,154,0.28893058161350843
17158746,1000260,1003635,533,154,0.28893058161350843
17175728,1000260,1003635,533,154,0.28893058161350843
17175652,1000260,1003635,533,154,0.28893058161350843
17906832,1000260,1003635,533,154,0.28893058161350843
17175644,1000260,1003635,533,154,0.28893058161350843
17175374,1000260,1003635,533,154,0.28893058161350843
17175360,1000260,1003635,533,154,0.28893058161350843
17906872,1000260,1003635,533,154,0.28893058161350843
17175300,1000260,1003635,533,154,0.28893058161350843
17175280,1000260,1003635,533,154,0.28893058161350843
17175108,1000260,1003635,533,154,0.28893058161350843
17174460,1000260,1003635,533,154,0.28893058161350843
17906812,1000260,1003635,533,154,0.28893058161350843
20244892,15-132460,15-132461,163,40,0.24539877300613497
19586902,15-132460,15-132461,163,40,0.24539877300613497
17538296,15-132460,15-132461,163,40,0.24539877300613497
17868441,15-132460,15-132461,163,40,0.24539877300613497
17686944,15-132460,15-132461,163,40,0.24539877300613497
17686622,15-132460,15-132461,163,40,0.24539877300613497
18011539,15-132460,15-132461,163,40,0.24539877300613497
91312,15-132460,15-132461,163,40,0.24539877300613497
21450560,15-132460,15-132461,163,40,0.24539877300613497
12514786,15-132460,15-132461,163,40,0.24539877300613497
122084,15-132460,15-132461,163,40,0.24539877300613497
2871227,15-132460,15-132461,163,40,0.24539877300613497
3244934,15-132460,15-132461,163,40,0.24539877300613497
3603798,15-132460,15-132461,163,40,0.24539877300613497
3674800,15-132460,15-132461,163,40,0.24539877300613497
4308664,15-132460,15-132461,163,40,0.24539877300613497
5181086,15-132460,15-132461,163,40,0.24539877300613497
5413140,15-132460,15-132461,163,40,0.24539877300613497
6483982,15-132460,15-132461,163,40,0.24539877300613497
6767293,15-132460,15-132461,163,40,0.24539877300613497
6777981,15-132460,15-132461,163,40,0.24539877300613497
7202794,15-132460,15-132461,163,40,0.24539877300613497
7203264,15-132460,15-132461,163,40,0.24539877300613497
7903083,15-132460,15-132461,163,40,0.24539877300613497
8249026,15-132460,15-132461,163,40,0.24539877300613497
8320726,15-132460,15-132461,163,40,0.24539877300613497
9315406,15-132460,15-132461,163,40,0.24539877300613497
9845552,15-132460,15-132461,163,40,0.24539877300613497
10459606,15-132460,15-132461,163,40,0.24539877300613497
11823636,15-132460,15-132461,163,40,0.24539877300613497
11836524,15-132460,15-132461,163,40,0.24539877300613497
12545208,15-132460,15-132461,163,40,0.24539877300613497
12612864,15-132460,15-132461,163,40,0.24539877300613497
12945584,15-132460,15-132461,163,40,0.24539877300613497
14365600,15-132460,15-132461,163,40,0.24539877300613497
15384616,15-132460,15-132461,163,40,0.24539877300613497
1131915,15-132460,15-132461,163,40,0.24539877300613497
1167858,15-132460,15-132461,163,40,0.24539877300613497
755058,15-132460,15-132461,163,40,0.24539877300613497
512910,15-132460,15-132461,163,40,0.24539877300613497
18018192,1004911,421177-12,856,185,0.2161214953271028
18018095,1004911,421181-12,856,185,0.2161214953271028
16365422,1004911,421181-12,856,185,0.2161214953271028
18228271,1004911,421181-12,856,185,0.2161214953271028
18228270,1004911,421177-12,856,185,0.2161214953271028
16154443,1004911,421177-12,856,185,0.2161214953271028
16154444,1004911,421181-12,856,185,0.2161214953271028
16365421,1004911,421177-12,856,185,0.2161214953271028
18018112,1004911,421177-12,856,185,0.2161214953271028
16154657,1004911,421177-12,856,185,0.2161214953271028
16152899,1004911,421177-12,856,185,0.2161214953271028
16154658,1004911,421181-12,856,185,0.2161214953271028
18018113,1004911,421181-12,856,185,0.2161214953271028
16215456,1004911,421181-12,856,185,0.2161214953271028
16154737,1004911,421177-12,856,185,0.2161214953271028
16154738,1004911,421181-12,856,185,0.2161214953271028
16215455,1004911,421177-12,856,185,0.2161214953271028
18018132,1004911,421177-12,856,185,0.2161214953271028
16154889,1004911,421177-12,856,185,0.2161214953271028
16152900,1004911,421181-12,856,185,0.2161214953271028
18018094,1004911,421177-12,856,185,0.2161214953271028
18018133,1004911,421181-12,856,185,0.2161214953271028
16365441,1004911,421177-12,856,185,0.2161214953271028
18228348,1004911,421177-12,856,185,0.2161214953271028
16149281,1004911,421177-12,856,185,0.2161214953271028
16149282,1004911,421181-12,856,185,0.2161214953271028
18228329,1004911,421181-12,856,185,0.2161214953271028
16365563,1004911,421177-12,856,185,0.2161214953271028
16365442,1004911,421181-12,856,185,0.2161214953271028
18228328,1004911,421177-12,856,185,0.2161214953271028
16149853,1004911,421177-12,856,185,0.2161214953271028
18003944,1004911,421177-12,856,185,0.2161214953271028
16149854,1004911,421181-12,856,185,0.2161214953271028
18228309,1004911,421181-12,856,185,0.2161214953271028
18003945,1004911,421181-12,856,185,0.2161214953271028
18228308,1004911,421177-12,856,185,0.2161214953271028
16149899,1004911,421177-12,856,185,0.2161214953271028
16149900,1004911,421181-12,856,185,0.2161214953271028
18228289,1004911,421181-12,856,185,0.2161214953271028
18228288,1004911,421177-12,856,185,0.2161214953271028
16154890,1004911,421181-12,856,185,0.2161214953271028
16215434,1004911,421181-12,856,185,0.2161214953271028
16215239,1004911,421177-12,856,185,0.2161214953271028
16212654,1004911,421181-12,856,185,0.2161214953271028
16185672,1004911,421181-12,856,185,0.2161214953271028
18018273,1004911,421181-12,856,185,0.2161214953271028
18018272,1004911,421177-12,856,185,0.2161214953271028
16212459,1004911,421177-12,856,185,0.2161214953271028
16212460,1004911,421181-12,856,185,0.2161214953271028
18018253,1004911,421181-12,856,185,0.2161214953271028
18018252,1004911,421177-12,856,185,0.2161214953271028
16212653,1004911,421177-12,856,185,0.2161214953271028
18018233,1004911,421181-12,856,185,0.2161214953271028
16154929,1004911,421177-12,856,185,0.2161214953271028
18018232,1004911,421177-12,856,185,0.2161214953271028
16212919,1004911,421177-12,856,185,0.2161214953271028
16212920,1004911,421181-12,856,185,0.2161214953271028
18018213,1004911,421181-12,856,185,0.2161214953271028
18018212,1004911,421177-12,856,185,0.2161214953271028
16212969,1004911,421177-12,856,185,0.2161214953271028
16212970,1004911,421181-12,856,185,0.2161214953271028
18018193,1004911,421181-12,856,185,0.2161214953271028
16185671,1004911,421177-12,856,185,0.2161214953271028
16185452,1004911,421181-12,856,185,0.2161214953271028
16185451,1004911,421177-12,856,185,0.2161214953271028
16184296,1004911,421181-12,856,185,0.2161214953271028
16154930,1004911,421181-12,856,185,0.2161214953271028
16215433,1004911,421177-12,856,185,0.2161214953271028
18018152,1004911,421177-12,856,185,0.2161214953271028
16181787,1004911,421177-12,856,185,0.2161214953271028
16181788,1004911,421181-12,856,185,0.2161214953271028
18018153,1004911,421181-12,856,185,0.2161214953271028
16215284,1004911,421181-12,856,185,0.2161214953271028
16182035,1004911,421177-12,856,185,0.2161214953271028
16182036,1004911,421181-12,856,185,0.2161214953271028
16215283,1004911,421177-12,856,185,0.2161214953271028
18018172,1004911,421177-12,856,185,0.2161214953271028
18018173,1004911,421181-12,856,185,0.2161214953271028
16143114,1004911,421181-12,856,185,0.2161214953271028
16215240,1004911,421181-12,856,185,0.2161214953271028
16182655,1004911,421177-12,856,185,0.2161214953271028
16182656,1004911,421181-12,856,185,0.2161214953271028
16184295,1004911,421177-12,856,185,0.2161214953271028
18228349,1004911,421181-12,856,185,0.2161214953271028
17055530,1004911,421181-12,856,185,0.2161214953271028
16143113,1004911,421177-12,856,185,0.2161214953271028
18377681,1004911,421177-12,856,185,0.2161214953271028
18546141,1004911,421177-12,856,185,0.2161214953271028
18377898,1004911,421181-12,856,185,0.2161214953271028
18377897,1004911,421177-12,856,185,0.2161214953271028
18377826,1004911,421181-12,856,185,0.2161214953271028
18377825,1004911,421177-12,856,185,0.2161214953271028
18377754,1004911,421181-12,856,185,0.2161214953271028
18377753,1004911,421177-12,856,185,0.2161214953271028
18377682,1004911,421181-12,856,185,0.2161214953271028
18377610,1004911,421181-12,856,185,0.2161214953271028
18377395,1004911,421181-12,856,185,0.2161214953271028
18377609,1004911,421177-12,856,185,0.2161214953271028
18377563,1004911,421181-12,856,185,0.2161214953271028
18377562,1004911,421177-12,856,185,0.2161214953271028
18377521,1004911,421181-12,856,185,0.2161214953271028
18377520,1004911,421177-12,856,185,0.2161214953271028
18377479,1004911,421181-12,856,185,0.2161214953271028
18377478,1004911,421177-12,856,185,0.2161214953271028
18377437,1004911,421181-12,856,185,0.2161214953271028
18546142,1004911,421181-12,856,185,0.2161214953271028
20009313,1004911,421177-12,856,185,0.2161214953271028
20009314,1004911,421181-12,856,185,0.2161214953271028
20009332,1004911,421177-12,856,185,0.2161214953271028
20607464,1004911,421181-12,856,185,0.2161214953271028
20607463,1004911,421177-12,856,185,0.2161214953271028
20009389,1004911,421181-12,856,185,0.2161214953271028
20009388,1004911,421177-12,856,185,0.2161214953271028
20009383,1004911,421181-12,856,185,0.2161214953271028
20009382,1004911,421177-12,856,185,0.2161214953271028
20009377,1004911,421181-12,856,185,0.2161214953271028
20009376,1004911,421177-12,856,185,0.2161214953271028
20009371,1004911,421181-12,856,185,0.2161214953271028
20009370,1004911,421177-12,856,185,0.2161214953271028
20009365,1004911,421181-12,856,185,0.2161214953271028
20009364,1004911,421177-12,856,185,0.2161214953271028
20009346,1004911,421181-12,856,185,0.2161214953271028
20009345,1004911,421177-12,856,185,0.2161214953271028
20009339,1004911,421181-12,856,185,0.2161214953271028
20009338,1004911,421177-12,856,185,0.2161214953271028
20009333,1004911,421181-12,856,185,0.2161214953271028
18377436,1004911,421177-12,856,185,0.2161214953271028
18377394,1004911,421177-12,856,185,0.2161214953271028
18228550,1004911,421177-12,856,185,0.2161214953271028
18228623,1004911,421181-12,856,185,0.2161214953271028
18291185,1004911,421181-12,856,185,0.2161214953271028
18291184,1004911,421177-12,856,185,0.2161214953271028
18251105,1004911,421181-12,856,185,0.2161214953271028
18251104,1004911,421177-12,856,185,0.2161214953271028
18251085,1004911,421181-12,856,185,0.2161214953271028
18251084,1004911,421177-12,856,185,0.2161214953271028
18251067,1004911,421181-12,856,185,0.2161214953271028
18251066,1004911,421177-12,856,185,0.2161214953271028
18228622,1004911,421177-12,856,185,0.2161214953271028
18377353,1004911,421181-12,856,185,0.2161214953271028
18003924,1004911,421177-12,856,185,0.2161214953271028
18228603,1004911,421181-12,856,185,0.2161214953271028
18228602,1004911,421177-12,856,185,0.2161214953271028
18228583,1004911,421181-12,856,185,0.2161214953271028
18228582,1004911,421177-12,856,185,0.2161214953271028
18228565,1004911,421181-12,856,185,0.2161214953271028
18228564,1004911,421177-12,856,185,0.2161214953271028
18228551,1004911,421181-12,856,185,0.2161214953271028
18291202,1004911,421177-12,856,185,0.2161214953271028
18291203,1004911,421181-12,856,185,0.2161214953271028
18291222,1004911,421177-12,856,185,0.2161214953271028
18291223,1004911,421181-12,856,185,0.2161214953271028
18377352,1004911,421177-12,856,185,0.2161214953271028
18377311,1004911,421181-12,856,185,0.2161214953271028
18377310,1004911,421177-12,856,185,0.2161214953271028
18377236,1004911,421181-12,856,185,0.2161214953271028
18377235,1004911,421177-12,856,185,0.2161214953271028
18325132,1004911,421181-12,856,185,0.2161214953271028
18325131,1004911,421177-12,856,185,0.2161214953271028
18313512,1004911,421181-12,856,185,0.2161214953271028
18313511,1004911,421177-12,856,185,0.2161214953271028
18291303,1004911,421181-12,856,185,0.2161214953271028
18291302,1004911,421177-12,856,185,0.2161214953271028
18291283,1004911,421181-12,856,185,0.2161214953271028
18291282,1004911,421177-12,856,185,0.2161214953271028
18291263,1004911,421181-12,856,185,0.2161214953271028
18291262,1004911,421177-12,856,185,0.2161214953271028
18291243,1004911,421181-12,856,185,0.2161214953271028
18291242,1004911,421177-12,856,185,0.2161214953271028
18003925,1004911,421181-12,856,185,0.2161214953271028
16365564,1004911,421181-12,856,185,0.2161214953271028
17055529,1004911,421177-12,856,185,0.2161214953271028
16448282,1004911,421181-12,856,185,0.2161214953271028
16448820,1004911,421181-12,856,185,0.2161214953271028
16450875,1004911,421177-12,856,185,0.2161214953271028
16450876,1004911,421181-12,856,185,0.2161214953271028
16451333,1004911,421177-12,856,185,0.2161214953271028
16451334,1004911,421181-12,856,185,0.2161214953271028
16451545,1004911,421177-12,856,185,0.2161214953271028
16451546,1004911,421181-12,856,185,0.2161214953271028
16454845,1004911,421177-12,856,185,0.2161214953271028
16454846,1004911,421181-12,856,185,0.2161214953271028
16469041,1004911,421177-12,856,185,0.2161214953271028
16469042,1004911,421181-12,856,185,0.2161214953271028
16469067,1004911,421177-12,856,185,0.2161214953271028
16469068,1004911,421181-12,856,185,0.2161214953271028
16469159,1004911,421177-12,856,185,0.2161214953271028
16469160,1004911,421181-12,856,185,0.2161214953271028
16469553,1004911,421177-12,856,185,0.2161214953271028
16469554,1004911,421181-12,856,185,0.2161214953271028
16469577,1004911,421177-12,856,185,0.2161214953271028
16469578,1004911,421181-12,856,185,0.2161214953271028
16469751,1004911,421177-12,856,185,0.2161214953271028
16469752,1004911,421181-12,856,185,0.2161214953271028
16448819,1004911,421177-12,856,185,0.2161214953271028
16448281,1004911,421177-12,856,185,0.2161214953271028
16484738,1004911,421181-12,856,185,0.2161214953271028
16436052,1004911,421181-12,856,185,0.2161214953271028
16385349,1004911,421177-12,856,185,0.2161214953271028
17906783,1004911,421181-12,856,185,0.2161214953271028
17906782,1004911,421177-12,856,185,0.2161214953271028
16385350,1004911,421181-12,856,185,0.2161214953271028
16385633,1004911,421177-12,856,185,0.2161214953271028
17906765,1004911,421181-12,856,185,0.2161214953271028
17906764,1004911,421177-12,856,185,0.2161214953271028
16385634,1004911,421181-12,856,185,0.2161214953271028
16433117,1004911,421177-12,856,185,0.2161214953271028
16433118,1004911,421181-12,856,185,0.2161214953271028
17617692,1004911,421181-12,856,185,0.2161214953271028
17617691,1004911,421177-12,856,185,0.2161214953271028
16433569,1004911,421177-12,856,185,0.2161214953271028
16433570,1004911,421181-12,856,185,0.2161214953271028
16433619,1004911,421177-12,856,185,0.2161214953271028
16433620,1004911,421181-12,856,185,0.2161214953271028
16433657,1004911,421177-12,856,185,0.2161214953271028
16433658,1004911,421181-12,856,185,0.2161214953271028
16435943,1004911,421177-12,856,185,0.2161214953271028
16435944,1004911,421181-12,856,185,0.2161214953271028
16436051,1004911,421177-12,856,185,0.2161214953271028
16484737,1004911,421177-12,856,185,0.2161214953271028
16485347,1004911,421177-12,856,185,0.2161214953271028
17906802,1004911,421177-12,856,185,0.2161214953271028
16517398,1004911,421181-12,856,185,0.2161214953271028
16517936,1004911,421181-12,856,185,0.2161214953271028
16987847,1004911,421177-12,856,185,0.2161214953271028
16987848,1004911,421181-12,856,185,0.2161214953271028
16987999,1004911,421177-12,856,185,0.2161214953271028
16988000,1004911,421181-12,856,185,0.2161214953271028
17010833,1004911,421177-12,856,185,0.2161214953271028
17010834,1004911,421181-12,856,185,0.2161214953271028
17010977,1004911,421177-12,856,185,0.2161214953271028
17010978,1004911,421181-12,856,185,0.2161214953271028
17011201,1004911,421177-12,856,185,0.2161214953271028
17011202,1004911,421181-12,856,185,0.2161214953271028
17053419,1004911,421177-12,856,185,0.2161214953271028
17053420,1004911,421181-12,856,185,0.2161214953271028
17053574,1004911,421177-12,856,185,0.2161214953271028
17053575,1004911,421181-12,856,185,0.2161214953271028
17053727,1004911,421177-12,856,185,0.2161214953271028
17053728,1004911,421181-12,856,185,0.2161214953271028
17053859,1004911,421177-12,856,185,0.2161214953271028
17053860,1004911,421181-12,856,185,0.2161214953271028
17055397,1004911,421177-12,856,185,0.2161214953271028
17055398,1004911,421181-12,856,185,0.2161214953271028
16517935,1004911,421177-12,856,185,0.2161214953271028
16517397,1004911,421177-12,856,185,0.2161214953271028
16485348,1004911,421181-12,856,185,0.2161214953271028
16516796,1004911,421181-12,856,185,0.2161214953271028
16487827,1004911,421177-12,856,185,0.2161214953271028
16487828,1004911,421181-12,856,185,0.2161214953271028
16488331,1004911,421177-12,856,185,0.2161214953271028
16488332,1004911,421181-12,856,185,0.2161214953271028
16489083,1004911,421177-12,856,185,0.2161214953271028
16489084,1004911,421181-12,856,185,0.2161214953271028
16492959,1004911,421177-12,856,185,0.2161214953271028
